,Price Score,Market Capitalization Score,Price to Earnings Ratio (TTM) Score,Basic EPS (TTM) Score,Number of Employees Score,Free Cash Flow (Annual YoY Growth) Score,Free Cash Flow Margin (FY) Score,Free Cash Flow (Quarterly YoY Growth) Score,3-Month Performance Score,Basic EPS (FY) Score,EPS Diluted (TTM) Score,EBITDA (TTM) Score,Gross Profit (MRQ) Score,Gross Profit (FY) Score,Total Revenue (FY) Score,EPS Diluted (FY) Score,Last Year Revenue (FY) Score,Net Income (FY) Score,Current Ratio (MRQ) Score,Debt to Equity Ratio (MRQ) Score,Net Debt (MRQ) Score,Quick Ratio (MRQ) Score,Total Assets (MRQ) Score,Total Debt (MRQ) Score,Total Current Assets (MRQ) Score,Dividend Yield Forward Score,Dividends Paid (FY) Score,Dividends per Share (FY) Score,Gross Margin (TTM) Score,Operating Margin (TTM) Score,Pretax Margin (TTM) Score,Net Margin (TTM) Score,6-Month Performance Score,YTD Performance Score,Yearly Performance Score,1-Year Beta Score,Volatility Score,Price to Revenue Ratio (TTM) Score,Enterprise Value/EBITDA (TTM) Score,Enterprise Value (MRQ) Score,Total Shares Outstanding Score,Aggregated Score,Ticker,Sector,Description
43,0.168378982545668,0.6460008183846695,0.8931360136909796,0.3368531151222438,,,,,0.6302631983262684,0.2995634931956292,0.3321626430663796,,,,0.5175085241352649,0.287661064097455,0.5175085241352649,0.910236925256212,0.2248652182083387,0.2170980145593135,1.0,,1.0,1.0,1.0,0.6016933525576182,,0.5914786967418547,,0.5277614473631104,0.6729221883104679,0.6913045118067229,0.6047640531789042,0.6509253386229066,0.4326363918653138,0.4499438891724072,0.2195147981073595,0.855542080322028,,1.0,0.6384895930392518,0.5359719170235142,MS,Finance,Morgan Stanley
79,0.0685528484656897,0.3745734274407662,0.9888362584720496,0.3682389042275834,,,,,0.5532933878490306,0.3323565253895344,0.3653874544479755,,,,0.8040255036994134,0.3206904365628198,0.8040255036994134,1.0,0.2782149633352895,0.2088465665963979,1.0,,1.0,1.0,1.0,0.7597761609983233,,0.4090225563909775,,0.5179204363907112,0.6188543161438794,0.6471421139028403,0.396990517994698,0.6867671413946147,0.242267771128298,0.3746835391713289,0.063024688720007,0.9667843665300008,,1.0,0.7349867509018988,0.5339849995074766,C,Finance,"Citigroup, Inc."
127,1.0,0.2043917259709973,0.8238105849490875,0.9499603928414868,0.4546139377770954,0.0049171972877994,0.2436797906734389,0.829773452434621,0.0142893961866489,0.9744413242744244,0.950318184290476,,,,0.6598308939936433,0.9329645170616594,0.6598308939936433,0.2708201663083341,0.2244102746301157,0.4847807060360286,0.9870800737423572,,0.1474617375235901,0.8407650994879852,0.5683516344708167,0.0526195883741067,0.9194722474977252,0.5614035087719298,,0.1922990903879087,0.3894644682843635,0.4347889122021383,0.3969237749846102,0.086840828850575,0.8087082178004565,0.0,0.4184458469779529,0.9892562369175968,,0.2020426772789733,0.027018930439644,0.5231620687449896,HUM,Health Services,Humana Inc.
78,0.1399056156434167,0.3934530371363903,0.7115693594339068,0.1999469340983026,0.0587634109360305,0.2447092713178688,1.0,0.384951914737834,0.4373370831864052,0.2475250349490741,0.1965283335534852,0.5990832557631597,0.6581337778128453,0.641245541237048,0.2076327409815552,0.2400978300788422,0.2076327409815552,0.5308201626591758,0.2124390907817289,0.4064792808320575,0.5852611629755422,0.2359878008054757,0.1842789765088562,0.6145878597905239,0.2147206759286387,0.663554203331788,0.1799363057324841,0.5694235588972432,0.9217145588473082,0.8257723713239986,0.5990629861700444,0.6090270383897921,1.0,0.173482166190252,0.7631056166476728,0.0464748780333619,0.1717088022354943,0.7480194006547052,0.1195635464784482,0.2852516262421744,0.468025881449757,0.522645754286611,GILD,Health Technology,"Gilead Sciences, Inc."
208,0.0924650574660735,0.1139691546212925,0.9950851952870864,0.4641766709991001,0.0,1.0,0.6397960991211801,0.0624039583079109,0.0,0.2166068218962572,0.4627969137289334,0.5829263947102437,0.2562283020356635,0.141161620843904,0.0981750105044306,0.2108894566992506,0.0981750105044306,0.2589732648950211,0.1749879430438545,0.4901438834222539,0.8335371326282357,0.2355866408161133,0.0625123278974776,0.9004872723111491,0.0472648293599484,1.0,0.7008644222020018,0.2666666666666667,0.5149270739548266,1.0,0.949607322204991,0.9490568191742564,0.4161140463634906,0.3322120991160524,0.700826156801064,0.3448979840832869,0.8437188912120366,0.8850923642697615,0.0,0.1070267153315164,0.2331616389968347,0.5217597914979173,DVN,Energy Minerals,Devon Energy Corporation
73,0.0148124731862623,0.4420329793028591,0.9086083372442664,0.17339091111846,0.6225505249217896,0.0,0.0,0.7995282563589048,0.2291754682050006,0.1250341339354491,0.169589507299979,0.7844930880899157,0.6459286728735996,0.831163030603677,0.4943506046495011,0.1233541964571758,0.4943506046495011,0.6721142068486216,0.2830568726616095,0.5188133329102609,0.6742999565169174,0.2349074341123664,0.5575280989420835,0.3480339776173297,0.8612634012922784,1.0,0.0,0.2927318295739348,0.4390748863826663,0.1952224756592502,0.5260793101790789,0.6159866185367395,0.0,0.3557683832462291,0.0,0.4271909624062062,0.4454727217543432,0.9016877202909528,0.0718054882552753,0.3827316485543163,1.0,0.5205303393135163,INTC,Electronic Technology,Intel Corporation
20,0.0314087655519678,1.0,0.946485434832524,0.2211348412252839,,,,,0.2252778625500745,0.1762044694058046,0.217627953597153,,,,0.9121815051839308,0.172015283996343,0.9121815051839308,1.0,0.106767998689458,0.3169512771113081,1.0,,1.0,1.0,1.0,0.4468546432418754,,0.1724310776942356,,0.6524235884457181,0.7599024599640267,0.8233005905048693,0.4750408752872361,0.453458242904184,0.1997380926497831,0.4466756200711813,0.0,0.8534315558638569,,1.0,1.0,0.5120498901611115,BAC,Finance,Bank of America Corporation
74,0.1482602118003025,0.4365636170243469,0.6478019483735763,0.1901143608635129,1.0,0.1933148377261349,0.3285165428253487,0.5471701757704508,0.1182339531296522,0.2899448558630892,0.1853705156994226,0.9829564819380824,1.0,1.0,1.0,0.279917485173117,1.0,0.6639003552020579,0.1182121207835456,0.4346051751067026,0.0003295698712204,0.0986675405684976,0.7108572873178833,1.0,1.0,0.5060458577510594,0.4028662420382165,0.4110275689223057,0.0758679449986807,0.2071525159693352,0.3469463671742499,0.3959005288087756,0.191093853488128,0.0698568968464112,0.2454713358530823,0.0233004888249236,0.1205518742022998,0.0,0.0720697597958794,0.558914019154337,0.4913855930455092,0.5103430628998709,CVS,Retail Trade,CVS Health Corporation
252,1.0,0.0826637176060886,0.5949483945689837,1.0,0.0750772508300865,0.2117297316098776,0.6501083006970176,0.3921477712062428,0.6756363750860395,1.0,1.0,0.0680970316053324,0.0378836594603124,0.0415265355704692,0.0175636748571213,1.0,0.0175636748571213,0.0999076838954645,0.1673034185521721,0.0,0.8988696723817318,0.1127476787191523,0.0,0.9740359786657924,1.7578916528218635e-05,,1.0,0.0,0.6422695998837569,0.6562117999333593,0.7558072927609405,0.7808184319251253,0.5786945691352153,0.3639772138340449,0.5567020525374115,0.652053154987708,0.3433962718357772,0.3781804059477129,0.6042595739576221,0.0442441967372087,0.0,0.5092127347303945,MTD,Health Technology,"Mettler-Toledo International, Inc."
234,0.0,0.0964354347497796,0.9934388572577536,0.2022292570004691,0.1720006525535957,0.1915229341018583,1.0,0.3585153542911195,0.6523246733299706,0.1598474769417624,0.1990924692499553,,,,0.3635116170915635,0.1567468513873586,0.3635116170915635,0.4828175448638874,0.0,0.5442756925566478,0.9670399515400462,,1.0,0.8544770938714411,0.295914589623527,1.0,0.5503867151956324,0.1775382456140351,,1.0,1.0,1.0,0.4975849296117636,0.567900350871928,0.4249139579979702,0.3914228301494193,0.0593938354825486,0.8636559046738282,,0.1099136874170271,0.7141769358339266,0.505362407815175,MFC,Finance,Manulife Financial Corporation
312,1.0,0.0486619715411038,0.8194402602800815,0.9778430633637628,0.183996123063931,0.2075398614444513,0.4958228927484575,0.3852393092044652,0.7269770954457481,0.7830100628879549,0.9775017676905026,0.1036209939296998,0.0865671108174215,0.0820190009395292,0.0570410894854552,0.7497089320737319,0.0570410894854552,0.1170345123306628,0.296185205606909,0.4366036542132607,0.9027216667271184,0.0034988908951771,0.0056084282128391,0.975302345432924,0.0251037278881966,,1.0,0.0,0.3981492543948228,0.4182881704437383,0.588053421685047,0.6076167655478212,0.9443520881446228,0.5187755735984165,1.0,0.233539578637081,0.0820629984449089,0.8397139472928395,0.2159412829063753,0.0328580189653206,0.0,0.5037253145226936,ULTA,Retail Trade,"Ulta Beauty, Inc."
85,0.4621672274030753,0.3465253158804829,0.8924447566198245,0.6536873110969259,0.1384133351246569,0.1939159268481301,0.8320543022615134,0.4125168354525882,0.4026687637391046,0.8365443007535956,0.6511122852547416,,,,0.3167770922567559,0.8001281480265985,0.3167770922567559,0.7135783617952169,0.0,0.5213728808653189,0.6313826355091067,,0.5378331240846329,0.7149959561501312,0.4392641416418568,0.2265096599564094,0.6813011828935396,0.637593984962406,,0.4646506188659211,0.6133177656099126,0.6508482384164049,0.7547787163482843,0.3358720301022878,0.6829934201183142,0.1280707293154331,0.0922880642156556,0.8719043576480755,,0.2775081213662729,0.1398283864884424,0.5030128690636939,CB,Finance,Chubb Limited
81,0.6524939598527786,0.3511639994365113,0.9052247773352212,0.9119144485376114,0.3432959714411838,0.0922756907309362,0.2901178577658907,0.5333566042283906,0.2066894877967361,0.692525585167735,0.9069612040497594,,,,1.0,0.6621306953593223,1.0,0.4628979278895148,0.0627120458298998,0.4760252306173871,0.4751298976760618,,0.424146785386235,0.5085663121790243,0.5062289364404624,0.2249352828551153,0.6949499545040947,0.8020050125313284,,0.200138289497017,0.4011253631098244,0.4461627838948062,0.6171723602426362,0.066418427995841,0.9180433702036868,0.005393384912168,0.0159563510001045,1.0,,0.356289911289033,0.0970781197172508,0.4992683193160481,CI,Health Services,Cigna Corporation
163,1.0,0.1519122550622881,0.804466762705277,1.0,0.3909707694374604,0.192030089733523,0.6340176428701508,0.4263302530147487,0.165815687109769,1.0,1.0,0.1714074985469908,0.2064169263847246,0.1890603220042998,0.0947805753781962,1.0,0.0947805753781962,0.2101391525792038,0.0526890806924249,0.0,0.8143400171995192,0.0,0.0271719872265536,0.9034943811363296,0.0604535079763018,,1.0,0.0,0.568351081809244,0.5215042610719186,0.649195820061945,0.6663237600172683,0.5701206459697239,0.030008879747868,0.7575293743511022,0.2115944782301231,0.5229819485974335,0.7781533997353594,0.2739109194255326,0.1299202878526549,0.0019798460402199,0.4969966001983266,ORLY,Retail Trade,"O'Reilly Automotive, Inc."
187,1.0,0.1309488328106068,0.4313038012118272,1.0,0.4582605608122373,0.4117275913461551,0.4972304994549472,0.4568612126046819,0.4373982223153382,0.9915510867837476,1.0,0.0763018107555731,0.0284157034085529,0.0204419665978518,0.0483321368274343,0.9421888308055352,0.0483321368274343,0.0907460011564931,0.2169290609776395,0.3487299208461222,0.878939648487733,0.2702248732111405,0.0102477000582715,0.9469696177750012,0.0,,1.0,0.0,0.1118509415266058,0.3639079832114507,0.5278265059154855,0.5577691175797669,0.4327647395414588,0.7494739088325042,0.7146228910416994,0.4660569210203932,0.1258386706853904,0.6396820839359778,0.7258249117431701,0.1078923552150522,0.0,0.4966191279479084,CMG,Consumer Services,"Chipotle Mexican Grill, Inc."
48,0.1143450674012689,0.6064128309093407,0.8036471753153938,0.216724218816092,0.1441711609696178,0.1880620895556657,0.8748527055630567,0.3513049728206177,0.1520527045626009,0.1738690968670141,0.2130008780177001,0.9914782409690412,0.7145977986428911,0.833733825722007,0.3604091196015501,0.1691006977816326,0.3604091196015501,0.5915552772380935,0.2428649065550752,0.4025545602956527,0.3667563383564237,0.2790297153264687,0.2955518377873414,0.3843745022507929,0.4470360578314775,0.5901585359232178,0.0,0.4030075187969925,0.6494891663451385,0.5077586500474524,0.5940265302195327,0.6456138139426768,0.3510050715577972,0.2551311114161525,0.6327367906599886,0.0,0.0803611917420054,0.7911005941196054,0.0930700545506041,0.5829211442471758,0.8090237005451575,0.4964808323847363,BMY,Health Technology,Bristol-Myers Squibb Company
135,1.0,0.191435440056178,1.0,0.3043829358517846,0.133408824827745,0.0470154025525334,0.3315678894977329,1.0,0.8335611194614156,0.1136996295194349,0.3005578908927031,0.0611002733711334,0.1340539687549424,0.0672811788201075,0.0444940290695537,0.1127351008384319,0.0444940290695537,0.0457530491755857,0.2217097870519463,0.0783419567187816,0.9103269126225864,0.2809926617197404,0.0263101665987869,0.9164616390968374,0.1409839631860295,,1.0,0.0,0.5040275391175694,0.2547480627077418,0.3995178938997565,0.4297760621692523,0.9916596774541028,1.0,0.6812287644677909,1.0,0.9445135766346082,0.5560450492096878,1.0,0.1036203128151341,0.0,0.49301396574826617,MELI,Retail Trade,"MercadoLibre, Inc."
355,0.0450470792783435,0.0282370459657935,0.997475953645538,0.3330705007421535,0.0405302957603209,0.3236851603187528,0.1658047387775847,0.6377725139844005,0.943848237835364,0.2191367574595385,0.3270616003232348,0.4039323632418998,0.1300018739151018,0.0973703433139419,0.0733302961263911,0.2113451213889995,0.0733302961263911,0.2182547381275111,0.3051820953952839,0.5232258822890992,0.8362574536117132,0.2134267586023347,0.1024990041283421,0.8935648817541185,0.0721625260306561,0.107489851641274,0.9809363967242948,0.0317032581453634,0.5182660091080112,1.0,0.9178863913722182,0.8058444635715991,1.0,0.5509094834151465,0.8825832974503136,0.695255967292981,0.3280252642000173,0.9309019010772236,0.0,0.0286226936672347,0.1778617357716653,0.4909659152698387,TECK,Energy Minerals,Teck Resources Ltd
56,0.4163524284778829,0.5415828714124522,0.7691943686758019,0.4012435878702115,0.464690133005777,0.1539848952417474,0.5188523362790676,0.6116314555113239,0.3084724138422111,0.3717929384529481,0.3974972610509794,0.4115060396366223,0.3415407527221082,0.3842302992820058,0.2640008205071043,0.3565250005860428,0.2640008205071043,0.476877271557224,0.197498911211355,0.4377645814851666,0.750101026897607,0.1711188874073166,0.1771915331153221,0.7271043096769405,0.3721063647256759,0.3384353920662339,0.402638762511374,0.7558897243107771,0.316973724628894,0.501919019488626,0.6507697066247145,0.6663330014641808,0.5263872519028456,0.0948121242523582,0.5047002258064616,0.2321228765383019,0.1727277846566762,0.7374551120950723,0.3189161218185858,0.3788451720202453,0.2404444876379882,0.48821574308131965,HON,Electronic Technology,Honeywell International Inc.
475,0.8017928511752885,0.0,0.8504793386106044,0.853361224976351,0.0160595359192368,0.1081224082909102,0.3248422180074751,0.528806223682218,0.7885338535493507,0.7061057968592702,0.8490198059036976,0.0623557304371568,0.0299637791936247,0.0257358764452728,0.0302406992528164,0.671167475405737,0.0302406992528164,0.0902183401675441,0.6571617362896294,0.3649920178530906,0.9013107414895491,0.1578456082318697,0.0004770754848158,0.9772274499312624,0.0155189025984164,0.1389467332240059,0.972797770700637,0.5974937343358396,0.2834083111934899,0.4453726299775385,0.5965359553023905,0.6163283827236661,0.4403588966804536,1.0,0.2643765722954,0.4919217548377965,0.2860538112568299,0.8563694478706377,0.2411093443121418,0.0029807734122544,0.0,0.4851646844198949,POOL,Distribution Services,Pool Corporation
467,0.221419378147086,0.0021692097377665,0.0,0.8919032201004407,0.0594831391666506,0.4022878900564755,0.5145354780835745,0.4148790833913193,0.7683697231071058,0.6839299469752238,0.8905547051647642,0.2385586641586095,0.0587275130187786,0.0821297379392512,0.0823292723968921,0.6560514779999531,0.0823292723968921,0.1975273362313046,0.523912710216648,0.503301849230695,0.868471538977597,0.3824546226434931,0.0527335293474561,0.9227555086822926,0.0839665193569836,0.16673361150908,0.9670154686078252,0.2275689223057644,0.2267409213173823,0.555599823811953,0.6799059008433788,0.6877755455372596,0.7952697489463251,0.7931060244927421,0.7290612987266778,0.4032025469099973,0.2244893545150281,0.9668806434303612,0.0,0.006238222863234,0.0273857713818307,0.4831218305791585,WLK,Process Industries,Westlake Corporation
38,0.0562241741368798,0.7082365665562491,0.9056950732538503,0.2197389772893322,,,,,0.280444603433865,0.1747739008872785,0.2157786773790005,,,,0.6534909916777976,0.1700618079811216,0.6534909916777976,1.0,0.0314325792749226,0.4000754799694451,1.0,,1.0,1.0,1.0,0.4726289933248939,,0.2205513784461153,,0.6483369147948442,0.6571003105404244,0.7144500546728063,0.4928791813439119,0.6234895131515874,0.3037629095449857,0.3997233622853777,0.171640945548862,0.8598798992432941,,1.0,1.0,0.48264740233929526,WFC,Finance,Wells Fargo & Company
59,0.1710660013096394,0.5153185797518378,0.6782792163468102,0.2300714466995316,0.0365094140452565,0.1538249373366902,0.7613051337632195,,1.0,0.084701068239341,0.2114196691504984,,0.4731832792953155,0.2799396472936938,0.1047425650761386,0.0803308406979379,0.1047425650761386,0.1343094903129758,0.4675476637431679,0.5548353793757281,0.0,0.5621071567115522,0.0810314044385123,0.9675374235456804,0.455829993097035,,1.0,0.0,0.9056951193576078,0.5754495241605522,0.7843783630813701,0.8312422023846759,1.0,0.7036310153195743,1.0,0.0459134933040218,1.0,0.4113630975234688,,0.1814922905659976,0.4719937668326902,0.48179744643742417,PDD,Retail Trade,Pinduoduo Inc.
32,0.1946395104658252,0.7965476088218916,0.3464926679568525,0.1642235843324848,1.0,0.0690648797657332,0.2466944455602482,0.3914965326606419,0.2919024081413962,0.1158760500006113,0.1607199745141764,0.5966203196270444,0.488248579769607,0.717823100824303,0.6512491250794186,0.1146377864772576,0.6512491250794186,0.2875637869724831,0.1161065242566423,0.5086614742017708,0.1887519890228333,0.1521984271123727,0.6247432889755645,0.1965017219223056,0.4542641153261135,,1.0,0.0,0.2310840305243432,0.2714903373013063,0.4298725497848529,0.4497731357198347,0.4098675163159451,0.951067191229813,0.2205157681368002,0.5390143772361626,0.1905418835813927,0.8587360191303437,0.3899846964737462,0.7287068168798408,0.6919396480165071,0.473902972305259,DIS,Consumer Services,Walt Disney Company (The)
136,0.0965068756068372,0.1908047609186729,0.0,0.5927615033800673,0.0457027426443774,1.0,0.8010578418047052,0.4592254598764668,0.0,0.111433543774989,0.5601247872943844,1.0,0.5274528562411236,0.2181247996989084,0.1963028775273821,0.1089961477452979,0.1963028775273821,0.2217739944572184,0.1601665942287405,0.468693229937568,0.5552519952571966,0.1470495446360165,0.2142117165149405,0.6661604766639708,0.1304225782060031,0.0801185280122196,0.8091446769790719,0.0080200501253132,0.4969041000957711,0.8253352787944206,0.9510424695409264,1.0,0.3661361533872977,0.3419139102354662,1.0,0.1956625860299981,0.632120090749873,0.9001346324232629,0.0,0.2689438337368763,0.3329728801687468,0.473185732027829,OXY,Energy Minerals,Occidental Petroleum Corporation
138,0.6611646758642491,0.1876185318318212,0.637388225847187,0.421562444723019,0.0542531140241444,0.1431611198949989,0.8219897166977732,0.3487663883574405,0.6650284023553524,0.5296241802760875,0.4192417967505575,0.1292042997150924,0.0663711140918415,0.1127221998473783,0.0376526477123515,0.5077357650202771,0.0376526477123515,0.2140340188671873,0.345384206299662,0.1092672212387455,0.8189078922335085,0.4257627718704792,0.032482799016856,0.8814046308653221,0.0422999257896038,0.1005297585539262,0.8946769790718836,0.4972431077694236,0.7572248924801109,0.8369963564975585,0.879909698476703,0.8883326180324737,0.4075825353669058,0.6093132365625058,0.4248072152369739,0.7107311658279991,0.2023942159779451,0.2731224338591738,0.5212051369867297,0.1289529489796372,0.049154535266692,0.4705253829215603,MCO,Commercial Services,Moody's Corporation
276,0.1120644884503352,0.0699763877002166,0.8551031874436946,0.2509440347004852,0.1336151469205228,0.5907757277697432,0.6021247916702502,0.6152371370353608,0.5850901716215349,0.142184653382622,0.2435450158897893,0.1627199346553487,0.0956387091683762,0.0578132296137473,0.0418455007268107,0.1362627659657594,0.0418455007268107,0.1189112984525598,0.6655323783788571,0.4907857054635229,0.9149134266637368,0.519226914815777,0.023620996997531,0.9513191610441948,0.070078824423115,,1.0,0.0,0.5030149193230082,0.7322598840023437,0.7418121792664923,0.7786497576597171,0.5113203657741291,0.6169910265777777,0.8857340737925317,0.8249486672088839,0.6572699305303931,0.7339315076639229,0.1240149893221886,0.0531467961565315,0.1466231567758122,0.4685978911736495,ON,Electronic Technology,ON Semiconductor Corporation
122,0.0510081965362295,0.2108412875669337,0.8577552951390766,,,0.023532027018278,0.3670830081938461,0.2256199939306303,0.9665659570577592,,0.1860193163894047,0.4991865660823252,0.1783128846457314,0.2172250214074929,0.1707343487960497,0.1407635747048297,0.1707343487960497,0.3130741146824836,0.5190514916853671,0.5165414135011048,0.8875682820710896,0.3788102125238374,0.1484858262606294,0.8404094262681683,0.2508434195729481,0.2002598789511042,0.8030027297543221,0.1203007518796992,0.3419436778874877,0.7669204738458414,0.7870130394984218,0.6514287023279467,1.0,0.7807818288772221,0.7267021221014105,0.5631171338637184,0.3085260738822938,0.8359958476638716,0.0522324869653957,0.1816963733866414,0.5365015536965385,0.46713238944671187,FCX,Non-Energy Minerals,"Freeport-McMoRan, Inc."
396,0.0,0.0154605865812401,0.9447532588026666,0.1319456728217985,,1.0,1.0,0.968865901272754,0.9670104969733108,0.1417730083103396,0.1260499304578901,0.1380660424502806,0.0591055014202304,0.2927412282301455,0.0680478991592654,0.1381224751322503,0.0680478991592654,0.0635278241387493,,0.3901748432628531,0.7351194763105451,,0.059526241251359,0.8238337243161409,,0.0,1.0,0.0,1.0,1.0,1.0,0.4186771793453239,0.2602853465168348,1.0,0.1764064129157977,1.0,0.7139884280442617,0.768060615792185,0.2183561009272165,0.0621832821242967,0.0251334931450998,0.4670524430654357,RKT,Finance,"Rocket Companies, Inc."
228,0.1848397949736943,0.1018956832450087,1.0,0.1265967837449145,0.1859921693568508,0.1933172156761115,0.4964875855379241,0.3701743965742617,0.2372383082016795,0.8464523123448687,0.1217258875360336,,,,0.5576692741664401,0.8094462286192049,0.5576692741664401,0.6401275730326766,0.6024400017259105,0.3374233358862224,0.772914585760974,,1.0,0.5579121054153567,0.7004566658654985,0.9115721124114308,0.5873521383075524,0.9223057644110276,,0.1062134621897594,0.3344447864142949,0.386046426856887,0.4981260385582827,0.351456921243699,0.3941709966671348,0.495788785169712,0.0823793547052564,0.9927526111118368,,0.1641657960616809,0.1214276761154281,0.46546771927298103,PRU,Finance,"Prudential Financial, Inc."
344,0.5187301013841534,0.0329037233411035,0.9184561330922644,0.8235981757634951,0.3519327102086252,0.2589825361103307,0.5482517064977315,0.300509590587639,0.5687619036076363,1.0,0.8217080163793036,0.1762020470644436,0.0904731142496449,0.14263018755525,0.1172260553721604,1.0,0.1172260553721604,0.2269313455391473,0.3268266333483917,0.488953651581004,0.8255505560823282,0.350363029764521,0.0508633185136557,0.9076610465143252,0.053629730474157,0.1558071092787828,1.0,0.0,0.2517063946017136,0.4359729724013201,0.5627491214648217,0.5934026617916928,0.3601802455227891,0.4518489834170404,0.4123253381643032,0.3404937273642249,0.1160417405388412,0.926594686921104,0.0707036235508949,0.037696083013769,0.0121575703084103,0.46529101568168585,LH,Health Services,Laboratory Corporation of America Holdings
9,1.0,1.0,0.8112839496775022,,,0.1941267173224913,0.3648708242011577,0.0,0.019615196993548,,0.9168097654216426,,,,1.0,0.8748368847527289,1.0,1.0,0.0733350523731596,0.4822253544427569,0.3888558291654799,,0.7561076472749272,0.1135525414397962,1.0,0.2043990172150712,0.0,1.0,,0.2828092474617687,0.457933594507699,0.4937590909301446,0.2187175080676595,0.0,0.5365473386393295,0.032999624576266,0.2449594428335729,0.9334258074802084,,1.0,0.3429202142460607,0.4651727694311072,UNH,Health Services,UnitedHealth Group Incorporated
70,0.892045069659268,0.4480012986729665,0.3372960000239794,0.3538841932829335,0.0726781567280195,0.193399624484252,0.8065778407821727,0.637481503610223,0.2076604026049804,0.3462546411962976,0.348782818825321,0.1781182113783413,0.1897782862553259,0.2920351593508961,0.0899467976128893,0.3315986466318166,0.0899467976128893,0.2023450761393852,0.2307337366814052,0.5099622878149248,0.8435707042631675,0.2978034943666452,0.0735275262641684,0.887095402382392,0.0568262160943577,0.0707968606483333,0.8239308462238398,0.5453634085213034,0.9207889499402828,0.4790790275032575,0.61096604711815,0.6421801185178013,0.2494519134724662,0.4110777877055101,0.2265305615480079,0.8883771060451331,0.3275160941748577,0.3675076286900843,0.7529614735550206,0.3863852789171831,0.0873736515515553,0.4629746062235942,INTU,Technology Services,Intuit Inc.
337,0.1625759252150743,0.0355399568457704,0.0,0.9027163589100724,0.0789158013933938,0.1308714903762131,0.6522251152656139,0.4557041308614492,0.443419475567792,0.3047029430584821,0.8948437827799749,,,,0.1022947417051076,0.2922790813974386,0.1022947417051076,0.174275817724109,0.0128505864026116,0.5181968175434731,0.9363830728300164,,0.7997644252460416,0.9420469148440992,0.1759488141248875,0.5048204749766647,0.8512056414922657,0.4892230576441103,,0.8174236011314802,0.912544747574534,0.915992244395358,1.0,0.6099821319624652,0.8404809076012496,0.4666222866788711,0.0893351810318744,0.9446233112093136,,0.0310630489220078,0.0731998248706035,0.460365429128899,PFG,Finance,Principal Financial Group Inc
227,1.0,0.1039130085841498,0.4688236561298177,0.6145415952071492,0.0587634109360305,0.1648551319382189,0.5246471657826234,0.3924321832517273,0.7679321049969897,0.5917540563342394,0.6158361758832624,0.1306525061631282,0.0711791857345747,0.0680867696053736,0.0313770283097208,0.5709971322972097,0.0313770283097208,0.1007776413559155,0.9156348358162112,0.0,0.6237476001591676,0.7867189405303866,0.0454962193094772,0.6971504389471455,0.0760367087075286,0.0,0.7518198362147407,0.0,0.6072201583570315,0.910029923222977,0.6631463292337358,0.6467255392558557,0.5896524541945374,0.639601585097086,0.7158007832095121,0.5549158300725654,0.0730190157880202,0.4852558465991511,0.4192715855209667,0.1138621201397213,0.0,0.45787415420009525,TDG,Electronic Technology,Transdigm Group Inc.
45,0.6856188046153499,0.6394519565471173,0.5824488560669151,0.3910264791158759,0.3367080590369077,0.285601917326312,0.6502925826364433,0.4154472976234211,0.4462921791500287,0.3472042778481967,0.3874738731458674,0.5281014363203183,0.2720086397348903,0.2506132230068039,0.2351217217451907,0.3338138884330778,0.2351217217451907,0.3413487193889238,0.0653668329303636,0.5212682373951054,0.7208059272335724,0.0769150620448966,0.2210150377283813,0.7674500240466025,0.1734751342541504,0.2223910697953422,0.5020473157415832,0.8501253132832082,0.229538218274561,0.4678413210871913,0.5753953147054046,0.5910361689119,0.5215892227997653,0.3208876438449528,0.5422362609719235,0.2462794070406048,0.0603128495076936,0.6800640781177769,0.2703379515063019,0.4607282674909421,0.1708534312045152,0.45778998749272115,LIN,Process Industries,Linde plc
175,0.3569670557951543,0.1391963277255873,0.8668722857153596,0.4873603174725248,0.1384133351246569,0.1771826883202215,0.6308274289711765,0.4372924213767196,0.7184208749872898,0.3272374539956064,0.4838188330911661,0.2491492895439051,0.1942165062339768,0.1497095146141707,0.0765839870292058,0.3125756971955898,0.0765839870292058,0.1869441043036058,0.4190690784680214,0.3617031210878412,0.7973210656682025,0.3631465574130115,0.0605859170722061,0.8320279095224469,0.0945279043373313,0.3130611154872078,0.872156505913146,0.4511278195488722,0.5808092202777703,0.6583745043106507,0.7242418969479081,0.7647263846960033,0.3637501143347585,0.6601577092581408,0.4254435591694968,0.5145710300045947,0.250697990042755,0.7623142294351481,0.1411924574980956,0.1139607373416431,0.0788518347815663,0.45727834792592015,NXPI,Electronic Technology,NXP Semiconductors N.V.
336,0.4398581976652291,0.0358412648717108,0.741338533377309,0.3872195774723711,0.0,0.1788456584629246,1.0,0.4173847795045609,0.4482193519134068,0.3310889846224073,0.3859315146193832,0.0566581710147587,0.0057031126716111,0.0102645422087121,0.0,0.320752947795307,0.0,0.1011591115814242,0.1218133178982308,0.7431568551218573,0.9180498332715176,0.1762394210635331,0.0,0.9769662930035984,0.0,,1.0,0.0,1.0,1.0,1.0,1.0,0.5832513213018611,0.3976088398617643,0.5256479154613055,0.5693727953992254,0.1739477562647497,1.0,0.4760391863806698,0.0204247182646933,0.0189687663096094,0.4541778608097352,VRSN,Technology Services,"VeriSign, Inc."
