Ticker,Description,Price,Change %,Change,Technical Rating,Volume,Volume*Price,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Number of Employees,Sector,Free Cash Flow (Annual YoY Growth),Free Cash Flow Margin (FY),Free Cash Flow (Quarterly YoY Growth)
RDNT,"RadNet, Inc.",20.21,7.32873075,1.38,Neutral,2998085,60591297.85,1159262839.0505896,154.59377373,0.1352,8973,Health Services,-56.33248942,6.40038568,-8.61061596
FRG,"Franchise Group, Inc.",30.24,26.95214106,6.42,Neutral,11257514,340427223.35999995,1155344423.1312215,18.90851311,1.7291,14670,Commercial Services,-71.03423445,1.77942765,-325.68218299
EIG,Employers Holdings Inc,42.46,-1.55344308,-0.67,Buy,1914477,81288693.42,1154773020.6089623,21.26379137,2.0144,608,Finance,-74.10071942,1.02403641,88.88888889
HOLI,"Hollysys Automation Technologies, Ltd.",18.62,13.32927572,2.19,Strong Buy,4700925,87531223.5,1153751880.0263712,12.98897034,1.4777,4398,Producer Manufacturing,-53.9557169,3.85786315,
CLB,Core Laboratories N.V.,24.88,22.74296991,4.61,Neutral,6398389,159191918.32,1153718113.7040286,76.80759804,0.3321,3700,Energy Minerals,-48.1688113,4.89950069,-65.18392504
EQRX,"EQRx, Inc.",2.36,-4.06504065,-0.1,Strong Sell,76016715,179399447.39999998,1152702808.460905,,-0.47,242,Health Technology,,,-31695.05553565
DCPH,"Deciphera Pharmaceuticals, Inc.",17.04,3.96583282,0.65,Sell,21817047,371762480.88,1151495983.0571926,,-3.4587,280,Health Technology,1.38796549,-249.91055456,62.71057906
LGND,Ligand Pharmaceuticals Incorporated,68.16,2.03592814,1.36,Sell,2052776,139917212.16,1151466262.3030303,,-1.2405,154,Health Technology,39.7163262,25.27198132,33.19047227
ADEA,Adeia Inc.,10.96,15.61181435,1.48,Sell,9656665,105837048.4,1151447491.0233393,,-3.6746,1900,Electronic Technology,-48.45939309,24.67665342,-35.46305382
KRP,Kimbell Royalty Partners,16.09,-3.65269461,-0.61,Buy,5286970,85067347.3,1151133551.3228395,11.58881179,1.6125,28,Miscellaneous,238.74151867,20.27763185,102.57949169
SPNT,SiriusPoint Ltd.,7.09,20.16949153,1.19,Neutral,5586161,39605881.49,1149776225.0073097,,-2.8714,1032,Finance,-97.81718963,0.07345177,-26.30718954
DCOM,"Dime Community Bancshares, Inc.",29.76,-6.50329877,-2.07,Neutral,1771397,52716774.72000001,1147952431.620701,8.03616947,3.7269,,Finance,,,
MBC,"MasterBrand, Inc.",8.95,18.54304636,1.4,,36770259,329093818.04999995,1145780673.6499999,,,,Consumer Durables,-45.51607445,3.38318215,
DO,"Diamond Offshore Drilling, Inc.",11.28,8.46153846,0.88,Strong Buy,16169001,182386331.28,1145195079.8556697,,-1.7555,1900,Industrial Services,4.44827186,-23.8599756,-291.36298678
NRC,National Research Corporation,46.25,23.99463807,8.95,Buy,629859,29130978.75,1141970098.0013251,32.90697674,1.384,521,Health Services,11.5405612,27.61939522,-21.82826199
KFRC,"Kforce, Inc.",54.9,0.12766734,0.07,Neutral,2275822,124942627.8,1139375180.6061149,13.02351729,4.339,13000,Commercial Services,-36.31042811,4.13938156,-71.28680275
CAMT,Camtek Ltd.,25.66,16.84881603,3.7,Neutral,2045241,52480884.06,1138907147.437453,17.98585382,1.6129,404,Electronic Technology,143.73232799,21.0977568,
SAVA,"Cassava Sciences, Inc.",27.24,-7.78605281,-2.3,Sell,38808461,1057142477.64,1136876582.2248354,,-1.782,24,Health Technology,-874.32181345,,38.31105315
MBIN,Merchants Bancorp,26.36,8.38815789,2.04,Buy,865558,22816108.88,1136368458.0185182,5.7647399,4.5136,481,Finance,35.09756355,27.30049385,173.85402484
INDI,"indie Semiconductor, Inc.",7.65,31.21783877,1.82,Sell,17747538,135768665.70000002,1135882818.8691232,,-0.492,400,Electronic Technology,-8712.38231528,-120.83987441,-55.06106529
WE,WeWork Inc.,1.56,9.09090909,0.13,Sell,204235038,318606659.28000003,1135671190.2545455,,-3.6282,4400,Commercial Services,45.49176021,-81.12151656,-61221.82602771
TELL,Tellurian Inc.,2.01,19.64285714,0.33,Sell,164746021,331139502.21,1134780840.7731957,,-0.2444,107,Energy Minerals,-66.12273953,-170.25745353,-685.61934935
KRNT,Kornit Digital Ltd.,22.72,-1.08837614,-0.25,Sell,7105965,161447524.79999998,1134011763.948052,,-0.858,882,Producer Manufacturing,121.34090909,13.13392177,-125.08307619
SHYF,"The Shyft Group, Inc.",32.29,29.88736927,7.43,Strong Buy,4489860,144977579.4,1132440109.1709688,30.18885222,1.1094,3800,Producer Manufacturing,2.42780835,5.14291303,-136.23833885
GGR,Gogoro Inc.,4.63,45.59748428,1.45,Sell,4557973,21103414.99,1130765830.3106382,,-0.4387,1963,Consumer Durables,,-12.82618733,-53272.54511016
OBNK,"Origin Bancorp, Inc.",36.84,0.38147139,0.14,Sell,1831732,67481006.88000001,1130037632.8861172,11.22234732,3.3053,,Finance,,,
TARO,Taro Pharmaceutical Industries Ltd.,30.02,3.37465565,0.98,Sell,175390,5265207.8,1128368731.215082,24.95499918,1.2222,1455,Health Technology,-883.51873162,-32.74926204,102.73297877
ACRS,"Aclaris Therapeutics, Inc.",16.85,6.98412698,1.1,Buy,7307765,123135840.25000001,1123611711.7848969,,-1.2887,77,Health Technology,-34.17080285,-775.65448898,25.27668355
SES,SES AI Corporation,3.21,1.9047619,0.06,Sell,6342887,20360667.27,1122938967.8559077,,-0.3461,,Producer Manufacturing,-142629.8136646,,-1368.33667335
PRO,"PROS Holdings, Inc.",24.74,1.97856554,0.48,Sell,5318111,131570066.13999999,1121268918.0767078,,-1.9677,1545,Technology Services,72.58544978,-8.49206318,-6.44517492
MNTV,Momentive Global Inc.,7.53,7.57142857,0.53,Sell,16146288,121581548.64,1119429486.3863635,,-0.8567,1600,Technology Services,3.61846366,16.2220079,-78.05822388
CFFN,"Capitol Federal Financial, Inc.",8.14,-5.89595376,-0.51,Sell,13152261,107059404.54,1119205954,14.0538674,0.5792,733,Finance,41.08010829,30.33336641,
PTRA,Proterra Inc,4.96,31.56498674,1.19,Sell,20306997,100722705.12,1118479987.256917,,-0.9072,870,Consumer Durables,-27436.82894083,-61.65115705,-189.06705539
ATEN,"A10 Networks, Inc.",15.13,-9.01984366,-1.5,Buy,10160507,153728470.91,1111265442.7902699,30.2626343,0.5179,590,Technology Services,-13.13947643,17.96738148,-48.16789127
DMLP,"Dorchester Minerals, L.P.",28.9,-3.44136318,-1.03,Buy,2187706,63224703.4,1108936066.685562,9.11910481,3.2887,24,Miscellaneous,,,
CPUH,Compute Health Acquisition Corp.,10.28,1.78217822,0.18,Buy,331885,3411777.8,1108312525.048733,33.0754352,0.3102,2,Finance,-5191175,,270.34918984
DDL,Dingdong (Cayman) Limited,4.76,11.47540984,0.49,Buy,16882960,80362889.6,1107962459,,-1.4005,4005,Retail Trade,-218.87124827,-34.11968099,
ME,23andMe Holding Co.,2.43,12.5,0.27,Sell,40876271,99329338.53,1106828016.561753,,-0.7135,768,Health Technology,-134.66135458,-60.22295535,-14.90098369
ALLO,"Allogene Therapeutics, Inc.",7.67,21.93958665,1.38,Sell,39312361,301525808.87,1106091932.816919,,-2.2032,310,Health Technology,-13.9225964,-535.88817584,8.32359981
SG,"Sweetgreen, Inc.",9.98,16.45274212,1.41,Sell,27978298,279223414.04,1105786243.1238098,,-1.8556,,Consumer Services,-7.61166226,-43.85154498,17.10359614
HERA,FTAC Hera Acquisition Corp.,10.155,0.44510386,0.045,Buy,21684129,220202329.99499995,1105216315,46.2431694,0.2196,2,Finance,,,20.13023929
CARS,Cars.com Inc.,16.55,20.18881627,2.78,Strong Buy,4896387,81035204.85000001,1102402145.259463,1545.28301887,0.0131,1600,Technology Services,-2.53724242,19.04990195,35.64717343
GABC,"German American Bancorp, Inc.",37.37,0.18766756,0.07,Buy,824733,30820272.21,1101859008.8382235,13.89304413,2.674,894,Finance,8.06174957,35.53408246,35.12722263
CDE,"Coeur Mining, Inc.",3.9,16.07142857,0.54,Sell,84009771,327638106.9,1095661854.7727273,,-0.4979,2105,Non-Energy Minerals,-503.19441635,-23.9432711,-134.15418859
INBX,"Inhibrx, Inc.",25.13,1.98863636,0.49,Buy,7719597,193993472.61,1094447213.4893146,,-3.2209,112,Health Technology,-66.0533061,-1118.37192982,-125.78751857
SPTN,SpartanNash Company,30.92,2.24867725,0.68,Buy,3819181,118089076.52000003,1090707875.381913,20.00390447,1.5702,16500,Distribution Services,-65.86388659,0.9151007,-174.05342793
USNA,"USANA Health Sciences, Inc.",56.76,6.69172932,3.56,Sell,1019347,57858135.72,1090148992.1767955,14.17921763,3.9826,1978,Health Technology,-25.35528226,9.14178601,-17.66052089
COWN,Cowen Inc.,38.87,0.64733299,0.25,Strong Buy,6905688,268424092.55999997,1088915821.9853244,10.03099174,4.3538,1534,Finance,19.90599465,48.56514392,-153.89712281
OSTK,"Overstock.com, Inc.",23.73,22.57231405,4.37,Sell,25884307,614234605.11,1085404480.2855372,122.09889001,0.2051,1350,Retail Trade,-61.31933154,2.632484,73.34874793
DFH,"Dream Finders Homes, Inc.",11.7,35.1039261,3.04,Sell,3111600,36405720,1085292127.4464283,5.22095842,2.3602,1212,Technology Services,-39.16996888,3.03687521,-2013.95725462
PUMP,ProPetro Holding Corp.,9.46,-8.7753134,-0.91,Sell,21146679,200047583.34,1083681641.6105266,,-0.3008,1500,Industrial Services,-70.94831391,1.2796822,-352.74743193
PRG,"PROG Holdings, Inc.",21.65,28.18235642,4.76,Sell,6966402,150822603.29999998,1083206688.3738317,12.12464589,1.7727,2023,Finance,-52.42057987,8.90097538,121.42451083
GDEN,"Golden Entertainment, Inc.",38,1.60427807,0.6,Neutral,2650902,100734276,1083204719.5624523,13.88163006,3.1321,6300,Consumer Services,114284.54935622,24.30511161,-80.29484723
MRC,MRC Global Inc.,12.92,11.5716753,1.34,Buy,8343575,107798989,1080222847.9563184,42.25444957,0.3098,2600,Distribution Services,-81.6,1.72543136,190.90909091
PLAB,"Photronics, Inc.",17.495,3.95127748,0.665,Buy,9697728,169661751.36,1080111747.2080235,9.69903113,1.9603,1828,Electronic Technology,290.77820171,19.75006943,-36.46422071
TMP,Tompkins Financial Corporation,74.28,-4.25367363,-3.3,Sell,505936,37580926.08,1075853449.3074985,12.79547616,5.9189,,Finance,,,
CLFD,"Clearfield, Inc.",70.71,-24.88846399,-23.43,Neutral,8905194,629686267.7399999,1075700181.818103,19.48663041,3.5831,407,Electronic Technology,-191.98550723,-3.00757153,292.39626762
CYRX,"CryoPort, Inc.",21.91,26.28242075,4.56,Sell,9257889,202840347.99,1073586475.5955786,,-6.1472,847,Transportation,33.75378406,-7.07791274,-1528.62190813
MATW,Matthews International Corporation,35.24,15.76872536,4.8,Buy,2560668,90237940.32,1067703336.0115674,,-2.519,12000,Producer Manufacturing,-48.99609332,3.71872948,-22.17810835
SNCY,"Sun Country Airlines Holdings, Inc.",18.32,15.51071879,2.46,Sell,4253176,77918184.32000001,1065613526.4333868,119.348659,0.1685,2181,Transportation,188.90812763,9.642946,46.4379307
LPRO,Open Lending Corporation,8.4,24.44444444,1.65,Sell,12582916,105696494.4,1060922626.451613,11.10542477,0.7816,132,Technology Services,294.25476311,43.37158888,-9.92652356
AMWL,American Well Corporation,3.85,36.04240283,1.02,Neutral,22738467,87543097.95,1060327094.0796022,,-0.9466,1035,Technology Services,-22.72719421,-56.21130666,-74.61765311
ENTA,"Enanta Pharmaceuticals, Inc.",50.95,9.5227859,4.43,Sell,2739137,139559030.15,1059632179.3589004,,-5.9118,160,Health Technology,-28.26398631,-96.56569174,15.46264986
LMND,"Lemonade, Inc.",15.3,11.84210526,1.62,Sell,18309514,280135564.2,1058206277.3465346,,-4.818,1119,Finance,-60.24973985,-184.43113772,-40.83129584
PAY,"Paymentus Holdings, Inc.",8.6,7.36579276,0.59,Neutral,2286087,19660348.2,1057716605.151856,339.3129771,0.0267,1116,Commercial Services,-44.56260085,5.29854067,-127.21954073
NSSC,"NAPCO Security Technologies, Inc.",28.74,4.58515284,1.26,Strong Buy,2874799,82621723.25999999,1056044261.3520162,59.19482096,0.4965,1149,Commercial Services,-68.83530482,4.77042753,-179.46276777
GOTU,Gaotu Techedu Inc.,3.73,58.05084746,1.37,Buy,121378557,452742017.61,1054204303,29.47139754,0.1432,9015,Commercial Services,-1594.7262944,-67.94120557,
BYND,"Beyond Meat, Inc.",16.45,33.63119415,4.14,Sell,48343831,795256019.9499999,1048561067.8417072,,-5.9757,1419,Retail Trade,-354.31479523,-93.36281472,58.03046347
STRL,"Sterling Infrastructure, Inc.",34.47,5.09146341,1.67,Strong Buy,5989134,206445448.98,1045463329.2443478,12.20072851,2.855,2900,Industrial Services,21.43510108,6.63454645,184.92154329
UAN,"CVR Partners, LP",98.7,-1.86915888,-1.88,Neutral,984600,97180020,1043223101.0483242,4.31458105,23.7891,296,Process Industries,14622.50437828,31.56909465,-24.43231632
NIC,Nicolet Bankshares Inc.,70.95,-11.07908259,-8.84,Sell,506280,35920566,1041326757.4358433,10.8788845,6.7722,,Finance,,,
MGI,"Moneygram International, Inc.",10.78,-1.01010101,-0.11,Buy,20507920,221075377.6,1040755480.8206072,65.36380036,0.1728,3072,Commercial Services,-107.61061947,-0.33499533,-67.84660767
AMSF,"AMERISAFE, Inc.",54.04,3.98306715,2.07,Neutral,1229422,66437964.88,1035183327.2791862,27.2841999,1.9894,371,Finance,-41.2855931,11.61096938,211.46942501
OFLX,"Omega Flex, Inc.",102.52,9.85855122,9.2,Neutral,180428,18497478.56,1034869909.0901074,42.05942829,2.4803,170,Producer Manufacturing,28.79209794,18.85455846,73.5877106
AZZ,AZZ Inc.,41.41,3.00995025,1.21,Sell,2413186,99930032.26,1030882260.4176246,148.87700535,0.3295,3885,Producer Manufacturing,4.82021981,6.38166582,-217.43790405
ALTI,"Alvarium Tiedemann Holdings, Inc.",9.16,-16.04032997,-1.75,Sell,3388999,31043230.84,1030692642.9528795,22.42837013,0.4258,2,Finance,,,
PFBC,Preferred Bank,69.07,-7.43768427,-5.55,Neutral,1547271,106870007.96999998,1029281191.9398406,7.92931841,8.8578,,Finance,,,
CRNX,"Crinetics Pharmaceuticals, Inc.",19.1,4.3715847,0.8,Sell,8259837,157762886.70000002,1027780114.632353,,-2.9931,143,Health Technology,-43.42077445,-8180.70500928,-52.03296489
KIDS,OrthoPediatrics Corp.,44.88,12.96249685,5.15,Sell,2638475,118414758,1027370564.5200506,127.70889488,0.3769,133,Health Technology,27.09926293,-21.5871656,-143.84169226
TWI,"Titan International, Inc. (DE)",16.34,6.65796345,1.02,Buy,5693068,93024731.12,1026870293.8537478,6.42546693,2.5728,7500,Producer Manufacturing,-178.97831163,-1.57711288,616.88753582
BANC,"Banc of California, Inc.",17.02,6.84243566,1.09,Neutral,7244041,123293577.82,1023907590.7645012,9.15754807,1.8939,,Finance,,,
CNDT,Conduent Incorporated,4.74,17.03703704,0.69,Neutral,12528993,59387426.82,1023461754,10.50299136,0.4667,60000,Commercial Services,91.76470588,3.93719807,107.14285714
INNV,InnovAge Holding Corp.,7.54,5.01392758,0.36,Sell,763720,5758448.8,1022198446.2857141,,-0.2023,2000,Technology Services,56.41117621,-1.56532692,-64.36604441
ASTS,"AST SpaceMobile, Inc.",5.11,6.01659751,0.29,Sell,23134831,118218986.41000003,1022053611.0635515,,-0.5071,386,Communications,-153.90133852,-1084.15155179,-7.39250512
CCRN,"Cross Country Healthcare, Inc.",27.38,3.048551,0.81,Buy,10783169,295243167.21999997,1021149826.8340052,4.53555818,6.1214,2250,Commercial Services,-402.29085415,-5.13135701,4076.37457045
CLBT,Cellebrite DI Ltd.,5.37,23.16513761,1.01,Neutral,3478688,18680554.56,1018416526.8090738,6.27446329,0.9144,900,Technology Services,-48.71289098,12.5650772,-185.89492214
PRA,ProAssurance Corporation,18.82,7.72753291,1.35,Sell,6064448,114132911.36,1015594138.162162,57.46041413,0.3298,1021,Finance,-17.36287044,6.23527424,-76.23379339
DOLE,Dole plc,10.7,10.88082902,1.05,Strong Buy,5687757,60858999.9,1015419285.9342724,20.03386005,0.5318,38500,Distribution Services,-140.42069358,-0.76008591,
DCGO,DocGo Inc.,9.89,39.88684583,2.82,Strong Buy,14191676,140355675.64000002,1012846386.3155782,,0.2912,2924,Health Services,54.67338919,-2.13552972,36.28573508
LMAT,"LeMaitre Vascular, Inc.",46.03,0.02172968,0.01,Neutral,1263761,58170918.83,1012700585.2569746,47.96654469,0.966,488,Health Technology,-5.02231441,19.56949697,-43.87080989
BGS,"B&G Foods, Inc.",14.13,26.7264574,2.98,Sell,21735033,307116016.29,1012670874.9615386,,-0.5558,2847,Consumer Non-Durables,-80.25470206,2.44603806,-13.39226689
MYTE,MYT Netherlands Parent B.V.,11.72,31.5375982,2.81,Buy,1523803,17858971.16,1011122363,,-0.0523,1238,Retail Trade,267.91216016,6.10395087,-1.68689364
MLAB,"Mesa Laboratories, Inc.",189.44,13.97629505,23.23,Neutral,1583271,299934858.24,1011004787.7808248,,-0.7606,681,Health Technology,-0.82665831,18.87378957,155.09153318
SKYW,"SkyWest, Inc.",19.95,20.83585706,3.44,Sell,6982698,139304825.1,1009438398.057749,8.24515709,2.4613,15205,Transportation,-15.89316878,8.64959567,-514.71897787
CMCO,Columbus McKinnon Corporation,35.21,8.43855867,2.74,Neutral,1870308,65853544.68,1008054369.5326732,23.00833116,1.5495,3224,Producer Manufacturing,-58.19272504,3.9822184,-32.5762346
COGT,"Cogent Biosciences, Inc.",14.36,24.22145329,2.8,Buy,13575355,194942097.8,1003669823.0796952,,-2.5014,77,Health Technology,-66.82369736,,-101.83075671
LXU,"LSB Industries, Inc.",12.23,-8.04511278,-1.07,Neutral,13739181,168030183.63,1002821301.8880128,5.49822218,2.3503,545,Process Industries,259.16504972,9.43820912,-5.79152213
APOG,"Apogee Enterprises, Inc.",45.09,1.41700405,0.63,Buy,1690896,76242500.64,1001624266.139747,14.62218179,3.1389,5500,Producer Manufacturing,-28.19017223,6.95217648,50.00633272
SPH,"Suburban Propane Partners, L.P.",15.75,3.75494071,0.57,Sell,4740626,74664859.5,999900728.8317755,7.34452936,2.2096,3174,Distribution Services,-10.42313813,11.73487227,1.8153348
WOW,"WideOpenWest, Inc.",11.39,25.02744237,2.28,Sell,6255182,71246522.98,998449149.6082746,4.12116815,2.7606,1500,Communications,-177.82909931,-4.6437922,-96.09120521
DAO,"Youdao, Inc.",7.05,31.04089219,1.67,Neutral,2932673,20675344.65,996418299,,-0.9224,6096,Technology Services,-328.25791912,-35.10854877,
VECO,Veeco Instruments Inc.,19.37,4.25188375,0.79,Sell,5994862,116120476.94000003,996105151.1482776,24.81109872,0.9312,1091,Producer Manufacturing,-27.48557387,4.50283485,441.18426282
TNK,Teekay Tankers Ltd.,29.37,-4.67380721,-1.44,Buy,7726618,226930770.66,995642946.617974,24.24118799,1.2513,1900,Transportation,-138.79241258,-23.74019806,191.12943259
IMGN,"ImmunoGen, Inc.",4.51,-9.07258065,-0.45,Strong Sell,60532424,273001232.24,995586629.2610526,,-0.8191,106,Health Technology,-119.2045974,-240.25710032,-85.71511628
LC,LendingClub Corporation,9.47,7.61363636,0.67,Sell,42562251,403064516.97,995189930.0540816,3.56778797,2.8116,,Finance,,,
TITN,Titan Machinery Inc.,43.82,10.29448779,4.09,Buy,3981446,174466963.72,995014806.6969208,9.24087466,4.6748,2288,Distribution Services,-57.18461762,6.88735246,-37.98038304
NVGS,Navigator Holdings Ltd.,12.87,7.60869565,0.91,Buy,2840548,36557852.76,994389467.1141092,,-0.0451,124,Transportation,160.86915513,27.21701629,326.39037533
RIOT,"Riot Platforms, Inc.",5.94,75.22123894,2.55,Sell,346974543,2061028785.42,993743606.6445498,,-2.909,335,Finance,-874.14777643,-237.59935848,95.16949974
INTR,Inter & Co. Inc.,2.47,4.21940928,0.1,,7576214,18713248.58,990864071.1405622,,,,Finance,-1365.48969221,-88.10594966,-359.10173567
BLFS,"BioLife Solutions, Inc.",23.12,27.03296703,4.92,Neutral,6327360,146288563.20000002,988749716.3472342,,-2.4513,,Process Industries,,,-188.75379939
ARKO,ARKO Corp.,8.23,-4.96535797,-0.43,Strong Sell,3950605,32513479.15,988213429.6419904,16.1410382,0.5436,11236,Retail Trade,-151.87002694,-0.90347046,-11.4951715
JELD,"JELD-WEN Holding, Inc.",11.71,21.34715026,2.06,Sell,8966287,104995220.77000003,987595176.9916946,20.90640736,0.5893,24700,Non-Energy Minerals,-66.87940481,1.92934664,-0.09888821
AGRO,Adecoagro S.A.,8.36,0.84439083,0.07,Sell,9446966,78976635.75999999,984915516.5666664,5.7486997,1.4823,9104,Process Industries,115.92429049,9.60778367,-18.08144447
DRQ,"Dril-Quip, Inc.",28.97,6.62495399,1.8,Neutral,5031722,145768986.34,982654489.7805388,,-1.7763,1342,Industrial Services,186.09488057,8.80583381,-231.63817664
HFWA,Heritage Financial Corporation,27.97,-8.71409922,-2.67,Buy,3811472,106606871.83999997,981865684.7155476,12.22726291,2.3324,,Finance,,,
RGR,"Sturm, Ruger & Company, Inc.",55.56,9.75898854,4.94,Sell,2005201,111408967.56,981552579.0628694,9.20998367,6.0998,1912,Consumer Durables,57.31035163,19.64635655,-59.05271199
ASTE,"Astec Industries, Inc.",43.11,6.02557796,2.45,Sell,2683135,115669949.85,979133679.5193498,,-0.3641,4041,Producer Manufacturing,-107.62509929,-0.87495443,-209.21052632
NEXA,Nexa Resources S.A.,7.39,22.55389718,1.36,Sell,2385475,17628660.25,978721386.842876,7.52580419,0.9979,,Non-Energy Minerals,124.32474678,0.29674575,-12.32833664
ARQT,"Arcutis Biotherapeutics, Inc.",16.05,8.44594595,1.25,Sell,15710329,252150780.45,977891574.7735507,,-5.8916,147,Health Technology,-55.15492113,,-64.40785153
CINT,CI&T Inc,7.54,16,1.04,Buy,557893,4206513.22,976425063.2119634,38.62380713,0.1992193,5564,Technology Services,25.30845879,7.38289005,
CRNC,Cerence Inc.,24.4,31.67835942,5.87,Sell,7106577,173400478.79999998,974589078.7980767,,-7.8866,1700,Technology Services,-131.41381412,-5.97271654,-141.2902892
MTTR,"Matterport, Inc.",3.39,21.07142857,0.59,Sell,53277023,180609107.97,974433601.368272,,-0.8137,485,Technology Services,-452.03395826,-42.1123644,-73.99002773
PRDO,Perdoceo Education Corporation,14.5,4.31654676,0.6,Buy,6164087,89379261.5,973971580.0759668,9.63214262,1.5223,4300,Consumer Services,6.15495805,26.068418,-13.25973491
WEST,Westrock Coffee Company,12.91,-3.36826347,-0.45,Sell,3222831,41606748.21,973450494.685402,,-0.3708,,Consumer Non-Durables,,,-2660.11168944
QRTEA,Liberty Interactive Corporation - Series A QVC Group Common Stock,2.48,52.14723926,0.85,Sell,155283122,385102142.56,973413417.1729321,,-7.2272,26659,Consumer Services,-63.87625114,5.65365993,-6.52173913
WTTR,"Select Energy Services, Inc.",8.51,-7.9004329,-0.73,Buy,10892380,92694153.8,972892878.875294,16.07109094,0.5349,3000,Utilities,-166.13346545,-7.33200806,23.52226507
FLGT,"Fulgent Genetics, Inc.",33.04,10.94694426,3.26,Sell,3986887,131726746.47999997,972633228.0805525,3.99609128,9.012,645,Health Services,387.21561665,51.97524844,-88.60638975
RGNX,REGENXBIO Inc.,22.45,-1.01410935,-0.23,Sell,5750909,129107907.05,971942014.9502811,14.8621731,1.7606,372,Health Technology,247.62065271,26.07160246,0.91132205
ZUO,"Zuora, Inc.",7.26,14.1509434,0.9,Sell,23913120,173609251.2,970088460.0000002,,-0.9661,1393,Technology Services,235.56773468,6.88675599,-301.61637931
RSKD,Riskified Ltd.,5.73,24.02597403,1.11,Buy,6100511,34955928.03,969896362.150259,,-0.6928,768,Technology Services,-603.09055544,-14.19737192,
GBX,"Greenbrier Companies, Inc. (The)",29.56,-11.84014316,-3.97,Strong Sell,8502561,251335703.16,969056372.1622719,51.65007858,0.5971,14400,Producer Manufacturing,-202.89460691,-17.71480375,18.53493222
KNSA,"Kiniksa Pharmaceuticals, Ltd.",13.91,-7.14285714,-1.07,Neutral,6357638,88434744.58,967186820.9735523,7.00726271,2.0471,215,Health Technology,8.10858818,-322.12536322,326.56999603
CDMO,"Avid Bioservices, Inc.",15.52,12.70878722,1.75,Neutral,9678147,150204841.44,967041298.0695546,9.73566974,1.9149,321,Health Technology,-320.21765644,-39.25349298,-1384.25117529
QURE,uniQure N.V.,20.64,-8.95456551,-2.03,Sell,10497086,216659855.04,966263844.7457628,,-2.6846,463,Health Technology,290.37502023,51.62594799,9.18555184
NWLI,"National Western Life Group, Inc.",273.1,-2.8113879,-7.9,Strong Buy,152457,41636006.70000001,965687098.6850746,8.06359408,33.2358,266,Finance,-26.07371906,32.62328111,906.8574836
GPRO,"GoPro, Inc.",6.08,22.08835341,1.1,Sell,22952719,139552531.52,964077047.6883116,12.94117647,0.5065,766,Consumer Durables,152.77008467,19.25855494,-40.08580115
SHEN,Shenandoah Telecommunications Co,19.22,21.03274559,3.34,Sell,1710768,32880960.96,962889428.4541262,,-0.2926,860,Communications,-319.71868193,-166.18196943,33.30274996
AXL,"American Axle & Manufacturing Holdings, Inc.",8.4,7.4168798,0.58,Sell,14868905,124898802,962255530.0235294,313.65313653,0.0313,18000,Producer Manufacturing,49.45606695,6.92704495,-31.73758865
HCSG,"Healthcare Services Group, Inc.",12.98,8.16666667,0.98,Sell,7848676,101875814.48,961662201.2981654,47.25433526,0.2768,39200,Commercial Services,-85.23948664,1.91362878,54.56780333
GRNT,"Granite Ridge Resources, Inc.",7.19,-20.3765227,-1.84,Strong Sell,627940,4514888.6,958214736.465629,99.3556701,0.0776,1,Energy Minerals,-117.67362469,,41331.68437026
LANV,Lanvin Group Holdings Limited,7.31,-19.84649123,-1.81,Strong Sell,3495896,25554999.76,957398525.070605,20.72879331,0.3348,2,Consumer Non-Durables,,,59.62776468
CENX,Century Aluminum Company,10.48,28.11735941,2.3,Sell,32054436,335930489.28000003,957318940.1710646,6.88251503,1.6468,2512,Non-Energy Minerals,-600.6779661,-6.67570621,-153.21428571
GIC,Global Industrial Company,25.2,7.09732257,1.67,Neutral,715233,18023871.6,956526240.66482,8.9384882,2.8361,1480,Retail Trade,-29.16030534,4.36459411,31.21387283
RMR,The RMR Group Inc.,30.24,7.04424779,1.99,Neutral,1203368,36389848.32,955757625.5147926,14.76627348,2.061,600,Finance,41.74970277,12.02986656,1538.76765083
BHE,"Benchmark Electronics, Inc.",27.17,1.79842638,0.48,Strong Buy,2418774,65718089.58000001,955738091.9260617,16.26480919,1.6892,10900,Electronic Technology,-149.80500411,-1.87995578,30.4812932
SPLP,Steel Partners Holdings LP LTD PARTNERSHIP,44.13,3.10747664,1.33,Buy,64288,2837029.44,955601131.5884402,6.97076099,7.1948,4500,Producer Manufacturing,-92.40689402,1.49555865,
ASLE,AerSale Corporation,18.41,13.50184957,2.19,Buy,3482012,64103840.92,953171613.6732206,21.27371274,0.9109,509,Distribution Services,485.65859664,22.08573099,-370.54782758
JBSS,"John B. Sanfilippo & Son, Inc.",82.59,1.56173143,1.27,Buy,1061238,87647646.42,952005379.6147914,16.31344506,5.0304,1300,Consumer Non-Durables,-97.6735705,0.19354137,687.78226765
OPK,"Opko Health, Inc.",1.23,-1.6,-0.02,Sell,49128839,60428471.97,950403590.6190476,,-0.4546,5767,Health Services,6.67932344,0.34828068,-252.31251433
IIIV,"i3 Verticals, Inc.",28.69,17.87181594,4.35,Strong Buy,2561745,73496464.05,950135120.1166724,,-0.7697,1637,Technology Services,0.74205315,15.20502608,-5.5266283
ARGO,"Argo Group International Holdings, Ltd.",27.06,4.68085106,1.21,Sell,2371062,64160937.72,948601741.1313652,,-5.5157,1290,Finance,92.84332689,4.67701834,-1.35135135
