Ticker,Description,Price,Market Capitalization,Price to Earnings Ratio (TTM),Price to Revenue Ratio (TTM),Basic EPS (TTM),EPS Diluted (FY),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ),Total Shares Outstanding
AVID,"Avid Technology, Inc.",30.38,1327339143.4586709,30.91492133,3.28058926,1.009,0.8938,24.42195991,1215310000,43691200
KC,Kingsoft Cloud Holdings Limited,4.87,1326498271.21104,,0.99340356,-1.6397,-1.0736,,31130500,249385653.4
JWSM,Jaws Mustang Acquisition Corp.,10.25,1326093785.9829485,38.27255278,,0.2605,-0.068,,1271460000,129375000
STER,Sterling Check Corp.,13.65,1324920327.02214,44.95686795,1.743117,0.3165,-0.1935,11.99932379,2173110000,96548066
FDP,"Fresh Del Monte Produce, Inc.",27.66,1323450916.7489924,18.94086619,0.29793534,1.4452,1.6771,10.81019162,1811450000,47847100
GPOR,Gulfport Energy Corporation,68.44,1318981147.422727,8.31257158,0.58766656,8.6919,6.485,1.15343621,2508790000,19272100
VVX,"V2X, Inc.",43.16,1314914222.155344,36.70638298,0.55167761,1.195,3.8635,32.92366876,2262980000,30466000
OPEN,Opendoor Technologies Inc,2.07,1312799060.7931035,,0.07730196,-1.8271,-1.1172,,6773850000,634202000
OFG,OFG Bancorp,27.59,1312270772.6439881,8.07910426,,,3.44,,,47563300
XPOF,"Xponential Fitness, Inc.",26.58,1308187368.7201767,,3.18487343,-2.0761,-2.668,57.49980074,809412000,27566300
DFIN,"Donnelley Financial Solutions, Inc.",44.84,1305018835.2273233,12.74484864,1.55032936,3.6781,4.1449,6.45433435,1378470000,29103900
FCF,First,13.97,1304467074.7109373,10.30746706,3.05800556,,1.3653,,1735710000,93376300
FVRR,Fiverr International Ltd.,35.11,1303374848.7844875,,4.15064035,-2.4288,-1.8081,,1129680000,37122600
PX,"P10, Inc.",11.13,1302816284.1360426,52.79850746,7.4104878,0.2215,0.0817,18.06571359,1443950000,117053726
BRCC,BRC Inc.,6.13,1301700569.032149,,1.12079746,-1.7466,-0.0976,,472957000,54554600
HTLD,"Heartland Express, Inc.",16.49,1301695160.9771495,9.48551221,1.72531984,1.7538,0.9958,8.9448419,1553770000,78938500
PLUS,ePlus inc.,48.26,1298517772.4745145,13.0256086,0.69878347,3.8176,3.9306,8.55606415,1121870000,26906700
PL,Planet Labs PBC,4.77,1297936263.6894407,,7.3773547,-0.6408,-0.5218,,998473000,272103586
UVV,Universal Corporation,52.74,1295049746.7317445,14.63693699,0.54951282,3.6073,3.4738,10.85567398,2259180000,24555400
TMCI,"Treace Medical Concepts, Inc.",23.27,1291525535.991729,,11.21321085,-0.8175,-0.3829,,1206770000,55501700
MLNK,"MeridianLink, Inc.",15.96,1291446619.4372623,383.00970874,4.5212013,0.0444,-0.388,17.13883014,1595750000,80917700
CLMT,"Calumet Specialty Products Partners, L.P.",16.3,1290790247.423239,,0.29355485,-2.2614,-3.2274,13.28311712,2949810000,79189600
NVRO,Nevro Corp.,36.4,1289655215.2671754,,3.46485792,-0.2456,,,1556350000,35430100
ADPT,Adaptive Biotechnologies Corporation,9.01,1288539525.405983,,7.96127232,-1.5601,-1.4768,,743151000,143012000
GB,Global Blue Group Holding AG,6.84,1286881800.5280728,,5.38994506,-0.4635,-0.6163,58.06256607,1436930000,188127847
NKLA,Nikola Corporation,2.51,1286338529.7906137,,27.43693029,-1.7052,-1.739,,1529920000,512486000
ECPG,Encore Capital Group Inc,54.97,1285514551.449662,4.40259667,0.97717466,13.6268,11.26,6.73993567,3721980000,23385700
REPL,"Replimune Group, Inc.",25.83,1284768841.6755502,,,-2.8031,-2.2607,,606151000,49739400
PAYA,Paya Holdings Inc.,9.71,1284038013,174.95495495,4.453491,0.0556,-0.0064,21.87000864,867284000,132239000
VCEL,Vericel Corporation,27.03,1276437400.0883281,,8.45212581,-0.3837,-0.1608,,1031800000,47223000
AUPH,Aurinia Pharmaceuticals Inc,8.94,1270460798.145144,,10.30388391,-0.8296,-1.3988,,698301000,142110000
BUSE,First Busey Corporation,23,1270345987.133479,10.00613067,2.62483514,2.3168,2.2857,,2079250000,55232400
AAC,Ares Acquisition Corporation,10.16,1269999981,47.23384472,,0.2151,0.1268,,1242610000,125000000
OLO,Olo Inc.,7.77,1269663852.6401985,,7.45326464,-0.2481,-0.3415,,833320000,163405687
BHVN,Biohaven Ltd.,18.58,1266430976.9888356,,,,-3.321,,383950000,68160979
CNXN,"PC Connection, Inc.",48.13,1265258508.1940393,13.6605643,0.39756424,3.5334,2.6516,8.24534415,1085760000,26288400
STC,Stewart Information Services Corporation,46.64,1265203896.20268,5.57683326,0.38732329,8.6944,11.8969,,1799700000,27127000
CINC,"CinCor Pharma, Inc.",28.9,1264788935.302083,,,-2.2939,-1.3357,,816760000,43764323
TRS,TriMas Corporation,30.13,1264396239.7262022,21.10007097,1.40985757,1.4166,1.3241,11.2384528,1422710000,41964700
RADI,"Radius Global Infrastructure, Inc.",13.22,1259648668.1144981,,11.83733633,-0.1588,-1.3546,183.59640799,2152550000,95283600
HNI,HNI Corporation,30.44,1259113257.7449315,11.15447748,0.53354916,2.7783,1.3605,8.39408074,1398320000,41363800
PLMR,"Palomar Holdings, Inc.",49.81,1256842562.9917455,25.69979821,4.11017839,1.9762,1.7558,,2185340000,25232700
MD,"Pediatrix Medical Group, Inc.",15.11,1255184012.6420567,15.32478028,0.64174755,0.9948,1.5259,7.90303032,2080699999.9999995,83069800
IOVA,"Iovance Biotherapeutics, Inc.",7.95,1254832556.6360292,,,-2.479,-2.231,,1231830000,157841000
IE,Ivanhoe Electric Inc.,13.47,1251424787.8707283,,,,-0.6405,,614922000,92887918
RILY,"B. Riley Financial, Inc.",43.77,1251034338.5544136,,1.29006336,-1.6254,15.0866,1.86548522,276782000,28582000
TNC,Tennant Company,67.2,1249680112.949555,25.04924369,1.16943761,2.7257,3.4431,12.38110521,1298210000,18596400
USPH,"U.S. Physical Therapy, Inc.",95.9,1246852415.7666912,31.85961866,2.28947371,2.9947,2.4146,20.07114723,1363660000,13001600
SAFT,"Safety Insurance Group, Inc.",84.31,1242528579.746834,22.85119273,1.56579998,3.7228,8.7959,,1254070000,14737600
NXGN,"NextGen Healthcare, Inc.",18.82,1242525653.561853,54.41874259,1.97335188,0.3405,0.0239,18.39212152,1290450000,66021600.00000001
FSLY,"Fastly, Inc.",10.09,1241070021.9971561,,3.13940774,-1.6778,-1.9189,,1424230000,123000000
MORF,"Morphic Holding, Inc.",32.1,1237535931.3061223,,16.51558668,-1.5031,-2.6689,,720263000,38552500
IRBT,iRobot Corporation,45.11,1233823408.2777777,,0.97881614,-8.599,1.0791,,1575260000,27351400
EVBG,"Everbridge, Inc.",30.9,1233700787.1559913,,3.10572542,-2.223,-2.4971,,1564100000,39925600
PSFE,Paysafe Limited,20.32,1231669595.7075026,,0.86080998,-28.3459,-1.8397,10.26158825,3425110000,60613700
SCLX,Scilex Holding Company,8.69,1230494166.7866056,88.36509529,,0.0997,0.0454,,141084000,141599000
PGTI,"PGT Innovations, Inc.",20.47,1228152492.0908217,12.31652462,0.86362027,1.7009,0.4462,8.01890594,1813610000,59997700
ATRI,Atrion Corporation,692,1226654416.5819297,33.73561199,6.45262623,19.3965,18.1821,21.17826581,962799000,1772620
GES,"Guess?, Inc.",22.51,1225621259.3384616,12.52684324,0.57185613,2.0149,2.5718,6.98418334,2174410000,54447900
AMPS,"Altus Power, Inc.",7.69,1221398152.1924052,,12.71342406,-0.0335,0.0378,32.0286535,1989840000,158829000
CMRE,Costamare Inc.,10.02,1219672662.5321636,2.58191152,1.10051351,3.9738,3.2831,4.32070108,3100960000,121724000
BRKL,"Brookline Bancorp, Inc.",12.52,1217129995.5332303,9.11010983,2.68769348,1.4242,1.42,,2347680000,97214900
LBAI,"Lakeland Bancorp, Inc.",18.71,1212587174.373024,11.6114034,3.14138637,1.646,1.63,,1894770000,64809600
GLP,Global Partners LP Global Partners LP,35.66,1212281743.2078102,4.00773599,0.06574977,8.9552,1.313,7.01064039,2243880000,33995600
CLNE,Clean Energy Fuels Corp.,5.45,1212233364.540636,,3.10706179,-0.2192,-0.4371,76.91969051,1137670000,222428000
SPNS,Sapiens International Corporation N.V.,22,1211760253.7326777,23.51518974,2.62034186,0.9607,0.8485,13.75336153,1016760000,55080000
OPAL,OPAL Fuels Inc.,7.11,1209200742.631805,,2.68496758,-0.2466,-0.0884,,1601910000,170070437
GENI,Genius Sports Limited,5.37,1208886635.2447183,,3.55584441,-0.5515,-4.0028,,620478000,225119000
WNC,Wabash National Corporation,25.19,1207712641.0251098,27.22439236,0.5333559,0.9433,0.0226,12.20215529,1155680000,47944100
OEC,Orion Engineered Carbons S.A,19.84,1206581280.675377,12.78098908,0.62104435,1.5622,2.21,7.00798019,1653320000,60815600
SSP,E.W. Scripps Company (The),14.44,1205616323.5939226,11.69156237,0.51595656,1.322,0.7351,8.37993347,4450490000,83491422
ERII,"Energy Recovery, Inc.",21.41,1198873620.7264678,80.31437126,10.53426811,0.2754,0.243,49.46037309,1180260000,55996000
WWW,"Wolverine World Wide, Inc.",15.22,1198652371.821873,7.81234012,0.45371808,1.9602,0.8103,10.85025792,2751370000,78755100
MOD,Modine Manufacturing Company,22.98,1197243898.1268291,9.76063715,0.54106037,2.3279,1.6229,8.22476507,1041839999.9999998,52099400
NOAH,Noah Holdings Limited,18.56,1197187119.99256,7.68136558,2.52161895,2.5378,3.0158,,305549000,62558120
ANDE,"The Andersons, Inc.",35.73,1197059137.7531168,8.18850116,0.07557538,4.4826,3.1156,6.68449612,2457250000,33502900
ENVX,Enovix Corporation,7.61,1195561287.6130223,,244.29879369,-0.8161,-0.8266,,2470660000,157104000
LVWR,"LiveWire Group, Inc.",5.9,1194177050.032787,15.60900716,,0.3908,0.0964,,-313893000,202403000
SRCE,1st Source Corporation,48.36,1192421097.378423,9.8900197,3.096565,4.8736,4.8814,,1604950000,24657200
ALLG,Allego N.V.,4.45,1188940259.5927603,,,,-1.4142,,1371450000,267178000
FREY,FREYR Battery,8.51,1188891518.731343,,,-1.3034,-1.2391,,1256270000,139705000
DGII,Digi International Inc.,33.37,1186514743.1470323,62.5093214,3.14852508,0.5503,0.5385,20.32697757,1483490000,35556300
MED,MEDIFAST INC,108.54,1186015458.6797411,8.65762147,0.76942665,13.2894,13.8856,5.65685964,1154500000,10927000
HLX,"Helix Energy Solutions Group, Inc.",7.81,1185722869.300771,,1.56160328,-0.771,-0.4117,19.63273147,897963000,151821000
LZB,La-Z-Boy Incorporated,27.43,1183221818.6318083,6.9985515,0.48116627,3.9457,3.3867,4.0085644,1314060000,43136000
DIN,"Dine Brands Global, Inc. Common Stock",75.4,1182157498.8738623,14.3448739,1.27218632,5.3701,5.6591,11.4501549,2365730000,15678500
PDFS,"PDF Solutions, Inc.",31.59,1180926668.2160804,,8.78559777,-0.2916,-0.5786,354.19430255,824902000,37382900
WDH,Waterdrop Inc.,2.99,1179915621,19.6206671,2.88833722,0.1566,-0.6789,,-132574999.99999999,313114709.1
ASIX,AdvanSix Inc.,42.8,1179863052.9944546,7.83617896,0.63609976,5.7452,4.8129,5.06357984,1162880000,27566900
PLL,Piedmont Lithium Inc.,65.48,1179309737.7474568,,,-2.0225,,,,18010200
UUUU,Energy Fuels Inc,7.48,1179038081.76,,88.89335977,-0.06546756,0.01019874,,875914042,157625000
SBSI,"Southside Bancshares, Inc.",36.7,1178254188.3740497,11.30755064,3.99802318,3.2702,3.26,,1577690000,32105000
EWCZ,"European Wax Center, Inc.",18.53,1177619463.1599123,81.19164073,3.76706904,0.2271,-0.0925,28.60050303,1089520000,45265500
DAC,Danaos Corporation,58.1,1176504945.0235927,2.14245483,1.26129447,27.7161,51.149,2.14639751,1486890000,20249700
GTN,"Gray Television, Inc.",12.6,1175381146.9381363,4.84225694,0.35333534,2.664,0.4,7.62260188,8503440000.000001,93094420
NAAS,NaaS Technology Inc.,5.4,1171452863,,,,-3.4136,,1221360000,49404803.7
PLYA,Playa Hotels & Resorts N.V.,7.2,1169188696.859504,17.02626642,1.46547909,0.4297,-0.5489,9.26098037,1707680000,162387000
CCSI,"Consensus Cloud Solutions, Inc.",58.83,1166471510.8798788,14.28399779,3.20326259,4.1715,6.5289,12.53926317,1646760000,19827836
MBUU,"Malibu Boats, Inc.",57.22,1164159514.9792957,7.12242094,0.92273165,8.0214,7.5112,4.75562632,1039710000,20345300
RDNT,"RadNet, Inc.",20.21,1159262839.0505896,154.59377373,0.85098182,0.1352,0.4629,11.57233446,2662030000,57360800
FRG,"Franchise Group, Inc.",30.24,1155344423.1312215,18.90851311,0.2925472,1.7291,8.6728,8.80205977,3614500000,38205800
EIG,Employers Holdings Inc,42.46,1154773020.6089623,21.26379137,1.68229146,2.0144,4.1712,,961082000,27196700
HOLI,"Hollysys Automation Technologies, Ltd.",18.62,1153751880.0263712,12.98897034,1.62181709,1.4777,1.3511,9.14248183,395204000,61963000
CLB,Core Laboratories N.V.,24.88,1153718113.7040286,76.80759804,2.4185996,0.3321,0.4225,24.74629453,860871000,46371300
EQRX,"EQRx, Inc.",2.36,1152702808.460905,,,-0.47,-0.2131,,859260000,488433000
DCPH,"Deciphera Pharmaceuticals, Inc.",17.04,1151495983.0571926,,11.10638329,-3.4587,-5.1643,,1112120000,67576000
LGND,Ligand Pharmaceuticals Incorporated,68.16,1151466262.3030303,,4.98280023,-1.2405,3.3131,20.78107369,1467720000,16893600
ADEA,Adeia Inc.,10.96,1151447491.0233393,,1.26985803,-3.6746,-0.5295,7.2405126,2045440000,104268000
KRP,Kimbell Royalty Partners,16.09,1151133551.3228395,11.58881179,3.9018019,1.6125,0.5104,6.7502512,1391000000,57331800
SPNT,SiriusPoint Ltd.,7.09,1149776225.0073097,,0.51199008,-2.8714,0.2744,,1872700000,162169000
DCOM,"Dime Community Bancshares, Inc.",29.76,1147952431.620701,8.03616947,2.41014233,3.7269,3.73,,2553720000,38573700
MBC,"MasterBrand, Inc.",8.95,1145780673.6499999,,,,1.4263,,,128020187
DO,"Diamond Offshore Drilling, Inc.",11.28,1145195079.8556697,,1.38908803,-1.7555,-21.3773,31.03193679,1111550000,101166000
NRC,National Research Corporation,46.25,1141970098.0013251,32.90697674,7.41535282,1.384,1.4605,21.21609196,983790000,24691200
KFRC,"Kforce, Inc.",54.9,1139375180.6061149,13.02351729,0.66826098,4.339,3.5441,9.07989528,1206250000,20753600
CAMT,Camtek Ltd.,25.66,1138907147.437453,17.98585382,4.12192263,1.6129,1.3384,,922448000,44384500
SAVA,"Cassava Sciences, Inc.",27.24,1136876582.2248354,,,-1.782,-0.8218,,1500390000,41735600
MBIN,Merchants Bancorp,26.36,1136368458.0185182,5.7647399,2.15778903,4.5136,4.7601,,1593280000,43109600
INDI,"indie Semiconductor, Inc.",7.65,1135882818.8691232,,9.80441933,-0.492,-1.2576,,739126000,148481672
WE,WeWork Inc.,1.56,1135671190.2545455,,0.40386224,-3.6282,-18.3806,,21522300000,727994089
TELL,Tellurian Inc.,2.01,1134780840.7731957,,3.35976158,-0.2444,-0.2815,,1277630000,564568000
KRNT,Kornit Digital Ltd.,22.72,1134011763.948052,,4.55007646,-0.858,0.3195,,905384000,49912500
SHYF,"The Shyft Group, Inc.",32.29,1132440109.1709688,30.18885222,1.16171975,1.1094,1.9094,22.50027767,864155000,35070900
GGR,Gogoro Inc.,4.63,1130765830.3106382,,3.79436352,-0.4387,-0.5342,13831.43056214,1011120000,244226000
OBNK,"Origin Bancorp, Inc.",36.84,1130037632.8861172,11.22234732,2.90799013,3.3053,3.28,,1823650000,30674200
TARO,Taro Pharmaceutical Industries Ltd.,30.02,1128368731.215082,24.95499918,2.01243121,1.2222,1.5479,5.4040769,,37584600
ACRS,"Aclaris Therapeutics, Inc.",16.85,1123611711.7848969,,49.59510173,-1.2887,-1.6017,,803791000,66683200
SES,SES AI Corporation,3.21,1122938967.8559077,,,-0.3461,-0.3345,,1157720000,349825251
PRO,"PROS Holdings, Inc.",24.74,1121268918.0767078,,4.19805467,-1.9677,-1.8312,,1238870000,45322100
MNTV,Momentive Global Inc.,7.53,1119429486.3863635,,2.44578886,-0.8567,-0.8382,,894983000,148663000
CFFN,"Capitol Federal Financial, Inc.",8.14,1119205954,14.0538674,3.31021094,0.5792,0.622,,3780400000,137495000
PTRA,Proterra Inc,4.96,1118479987.256917,,4.26007959,-0.9072,-2.0681,,970194000,225500000
ATEN,"A10 Networks, Inc.",15.13,1111265442.7902699,30.2626343,4.32189333,0.5179,1.1855,18.4344002,925652000,73447800
DMLP,"Dorchester Minerals, L.P.",28.9,1108936066.685562,9.11910481,6.94450386,3.2887,1.935,7.74609127,889454000,38371500
CPUH,Compute Health Acquisition Corp.,10.28,1108312525.048733,33.0754352,,0.3102,0.0534,,1064010000,107812500
DDL,Dingdong (Cayman) Limited,4.76,1107962459,,0.30862843,-1.4005,-4.8132,,787539000,180036389.33333302
ME,23andMe Holding Co.,2.43,1106828016.561753,,3.7942351,-0.7135,-0.6016,,956104000,455484745
ALLO,"Allogene Therapeutics, Inc.",7.67,1106091932.816919,,4606.48109441,-2.2032,-1.8922,,1101850000,144210000
SG,"Sweetgreen, Inc.",9.98,1105786243.1238098,,2.58714224,-1.8556,-1.4008,,1473270000,110752780
HERA,FTAC Hera Acquisition Corp.,10.155,1105216315,46.2431694,,0.2196,0.0561,,1080080000,108834740
CARS,Cars.com Inc.,16.55,1102402145.259463,1545.28301887,1.72147955,0.0131,0.1082,10.52789112,1241970000,66610400
GABC,"German American Bancorp, Inc.",37.37,1101859008.8382235,13.89304413,4.20363447,2.674,3.1705,,1134580000,29485100
CDE,"Coeur Mining, Inc.",3.9,1095661854.7727273,,1.40634819,-0.4979,-0.1253,13.4126725,1497960000,280939000
INBX,"Inhibrx, Inc.",25.13,1094447213.4893146,,223.71032489,-3.2209,-2.1512,,731539000,43551400
SPTN,SpartanNash Company,30.92,1090707875.381913,20.00390447,0.11665076,1.5702,2.0516,11.46369136,1872720000,35275200
USNA,"USANA Health Sciences, Inc.",56.76,1090148992.1767955,14.17921763,1.0407439,3.9826,5.727,6.00335222,832196000,19206300
COWN,Cowen Inc.,38.87,1088915821.9853244,10.03099174,0.75555319,4.3538,8.8519,7.48273857,1236050000,28014300
OSTK,"Overstock.com, Inc.",23.73,1085404480.2855372,122.09889001,0.51758699,0.2051,2.4883,10.27178615,733546000,45739800
DFH,"Dream Finders Homes, Inc.",11.7,1085292127.4464283,5.22095842,0.39186563,2.3602,1.2569,6.16674566,2156520000,92760000
PUMP,ProPetro Holding Corp.,9.46,1083681641.6105266,,0.84816888,-0.3008,-0.5278,4.31417628,794717000,114554000
PRG,"PROG Holdings, Inc.",21.65,1083206688.3738317,12.12464589,0.41093998,1.7727,3.6888,5.7956702,1148290000,50032600
GDEN,"Golden Entertainment, Inc.",38,1083204719.5624523,13.88163006,1.08938063,3.1321,5.0361,8.13295509,2016570000,28505400
MRC,MRC Global Inc.,12.92,1080222847.9563184,42.25444957,0.34267296,0.3098,-0.4606,13.26436728,1489150000,83608600
PLAB,"Photronics, Inc.",17.495,1080111747.2080235,9.69903113,1.40083522,1.9603,1.9413,3.69502185,913164000,61738300
TMP,Tompkins Financial Corporation,74.28,1075853449.3074985,12.79547616,3.2913096,5.9189,5.89,,1446470000,14483800
CLFD,"Clearfield, Inc.",70.71,1075700181.818103,19.48663041,3.55486097,3.5831,3.5497,15.79847202,1466970000,15212800
CYRX,"CryoPort, Inc.",21.91,1073586475.5955786,,4.79678288,-6.1472,-6.1776,,1102530000,48999800
MATW,Matthews International Corporation,35.24,1067703336.0115674,,0.60367519,-2.519,-3.1809,10.79626276,1810890000,30298100
SNCY,"Sun Country Airlines Holdings, Inc.",18.32,1065613526.4333868,119.348659,1.35290699,0.1685,1.3386,12.25055373,1199270000,58166700
LPRO,Open Lending Corporation,8.4,1060922626.451613,11.10542477,5.36031915,0.7816,1.1558,8.05164425,962182000,126300000
AMWL,American Well Corporation,3.85,1060327094.0796022,,4.11923857,-0.9466,-0.694,,450454000,275409952
ENTA,"Enanta Pharmaceuticals, Inc.",50.95,1059632179.3589004,,12.53104805,-5.9118,-5.9096,,854016000,20797500
LMND,"Lemonade, Inc.",15.3,1058206277.3465346,,6.75909316,-4.818,-3.9412,,1453060000,69163800
PAY,"Paymentus Holdings, Inc.",8.6,1057716605.151856,339.3129771,2.30712229,0.0267,0.0584,43.92389355,982221000,122990337
NSSC,"NAPCO Security Technologies, Inc.",28.74,1056044261.3520162,59.19482096,7.11893577,0.4965,0.5316,44.90312038,1037109999.9999998,36744800
GOTU,Gaotu Techedu Inc.,3.73,1054204303,29.47139754,2.17954115,0.1432,-1.8783,,-143454000,149060872.695637
BYND,"Beyond Meat, Inc.",16.45,1048561067.8417072,,2.68150853,-5.9757,-2.8827,,1706820000,63742300
STRL,"Sterling Infrastructure, Inc.",34.47,1045463329.2443478,12.20072851,0.56069052,2.855,2.1527,7.58153974,1001900000,30329700
UAN,"CVR Partners, LP",98.7,1043223101.0483242,4.31458105,1.33564225,23.7891,7.3145,4.05286971,1641060000,10569600
NIC,Nicolet Bankshares Inc.,70.95,1041326757.4358433,10.8788845,3.24695071,6.7722,6.56,,1626760000,14676900
MGI,"Moneygram International, Inc.",10.78,1040755480.8206072,65.36380036,0.84178168,0.1728,-0.4225,9.0987787,1745840000,96545000
AMSF,"AMERISAFE, Inc.",54.04,1035183327.2791862,27.2841999,3.55030952,1.9894,3.388,,900457000,19155900
OFLX,"Omega Flex, Inc.",102.52,1034869909.0901074,42.05942829,8.09214137,2.4803,2.5951,29.74736642,907615000,10094300
AZZ,AZZ Inc.,41.41,1030882260.4176246,148.87700535,0.79131262,0.3295,3.3506,8.63424583,2086210000,24894500
ALTI,"Alvarium Tiedemann Holdings, Inc.",9.16,1030692642.9528795,22.42837013,,0.4258,-0.024,,427382000,112521061
PFBC,Preferred Bank,69.07,1029281191.9398406,7.92931841,3.35336573,8.8578,8.7,,512167000.00000006,14902000
CRNX,"Crinetics Pharmaceuticals, Inc.",19.1,1027780114.632353,,1017.50204082,-2.9931,-2.8005,,690963000,53810500
KIDS,OrthoPediatrics Corp.,44.88,1027370564.5200506,127.70889488,8.68994732,0.3769,-0.8439,,877378000,22891500
TWI,"Titan International, Inc. (DE)",16.34,1026870293.8537478,6.42546693,0.48320809,2.5728,0.791,5.94403661,1116320000,62844000
BANC,"Banc of California, Inc.",17.02,1023907590.7645012,9.15754807,2.6408477,1.8939,1.89,,1724780000,60159121
CNDT,Conduent Incorporated,4.74,1023461754,10.50299136,0.26534689,0.4667,-0.1786,5.11007689,1819940000,215920000
INNV,InnovAge Holding Corp.,7.54,1022198446.2857141,,1.48448446,-0.2023,-0.0481,,737119000,135570000
ASTS,"AST SpaceMobile, Inc.",5.11,1022053611.0635515,,14.20729837,-0.5071,-0.3668,,403002000,71210500
CCRN,"Cross Country Healthcare, Inc.",27.38,1021149826.8340052,4.53555818,0.36294121,6.1214,3.5302,3.52205871,1173070000,37295500
CLBT,Cellebrite DI Ltd.,5.37,1018416526.8090738,6.27446329,3.86316707,0.9144,0.442,188.74390527,610762000,189649000
PRA,ProAssurance Corporation,18.82,1015594138.162162,57.46041413,0.90663186,0.3298,2.6661,,1503200000,53963600
DOLE,Dole plc,10.7,1015419285.9342724,20.03386005,0.11077984,0.5318,-0.0761,15.87307909,2285420000,94899000
DCGO,DocGo Inc.,9.89,1012846386.3155782,,2.43136844,0.2912,0.2503,,923168000,102411000
LMAT,"LeMaitre Vascular, Inc.",46.03,1012700585.2569746,47.96654469,6.36277129,0.966,1.253,22.89275406,1062940000,22000900
BGS,"B&G Foods, Inc.",14.13,1012670874.9615386,,0.47654315,-0.5558,1.0246,11.95156927,3613030000,71668100
MYTE,MYT Netherlands Parent B.V.,11.72,1011122363,,1.34532429,-0.0523,-0.103,57.87747457,954116000,84683618
MLAB,"Mesa Laboratories, Inc.",189.44,1011004787.7808248,,4.65353371,-0.7606,0.3507,38.65670287,919851000,5336810
SKYW,"SkyWest, Inc.",19.95,1009438398.057749,8.24515709,0.33084079,2.4613,2.205,5.51052571,3422570000,50598400
CMCO,Columbus McKinnon Corporation,35.21,1008054369.5326732,23.00833116,1.10283293,1.5495,1.0443,10.43390739,1183840000,28629800
COGT,"Cogent Biosciences, Inc.",14.36,1003669823.0796952,,,-2.5014,-1.866,,833641000,69893400
LXU,"LSB Industries, Inc.",12.23,1002821301.8880128,5.49822218,1.26336846,2.3503,-4.4033,3.92195193,1573780000,81996800
APOG,"Apogee Enterprises, Inc.",45.09,1001624266.139747,14.62218179,0.7038954,3.1389,0.1378,9.06417766,1322930000,22213900
SPH,"Suburban Propane Partners, L.P.",15.75,999900728.8317755,7.34452936,0.67645673,2.2096,2.1823,7.60130007,2212040000,63485800
WOW,"WideOpenWest, Inc.",11.39,998449149.6082746,4.12116815,1.40218072,2.7606,9.3145,7.81081276,1772740000,87660200
DAO,"Youdao, Inc.",7.05,996418299,,1.3938234,-0.9224,-1.269,,561495000,37681086
VECO,Veeco Instruments Inc.,19.37,996105151.1482776,24.81109872,2.02224439,0.9312,0.4854,12.25487097,1231520000,51425200
TNK,Teekay Tankers Ltd.,29.37,995642946.617974,24.24118799,1.19293621,1.2513,-7.1708,8.5311491,1452830000,33900000
IMGN,"ImmunoGen, Inc.",4.51,995586629.2610526,,12.59507411,-0.8191,-0.6758,,953018000,220751000
LC,LendingClub Corporation,9.47,995189930.0540816,3.56778797,0.82352215,2.8116,2.79,0.60734584,-61536400,105089000
TITN,Titan Machinery Inc.,43.82,995014806.6969208,9.24087466,0.4533503,4.6748,2.9248,8.08762742,1158430000,22706900
NVGS,Navigator Holdings Ltd.,12.87,994389467.1141092,,2.0965909,-0.0451,-0.4788,9.10283383,1543550000,77264100
RIOT,"Riot Platforms, Inc.",5.94,993743606.6445498,,3.36015552,-2.909,-0.0848,16.07598388,718719000,167297000
INTR,Inter & Co. Inc.,2.47,990864071.1405622,,,,-0.0001,,3354200000,401159541
BLFS,"BioLife Solutions, Inc.",23.12,988749716.3472342,,6.47412696,-2.4513,,,952430000,42766000
ARKO,ARKO Corp.,8.23,988213429.6419904,16.1410382,0.12003195,0.5436,0.4188,11.08966054,3188670000,120075000
JELD,"JELD-WEN Holding, Inc.",11.71,987595176.9916946,20.90640736,0.20013175,0.5893,1.7162,7.9081831,2590560000,84337800
AGRO,Adecoagro S.A.,8.36,984915516.5666664,5.7486997,0.76713486,1.4823,1.1302,13.29911117,2074830000,117813000
DRQ,"Dril-Quip, Inc.",28.97,982654489.7805388,,2.84994009,-1.7763,-3.6228,333.33903747,357467000,33919700
HFWA,Heritage Financial Corporation,27.97,981865684.7155476,12.22726291,3.90630543,2.3324,2.31,,1080910000,35104200
RGR,"Sturm, Ruger & Company, Inc.",55.56,981552579.0628694,9.20998367,1.61912968,6.0998,8.7792,5.06582982,692627000,17666500
ASTE,"Astec Industries, Inc.",43.11,979133679.5193498,,0.83927836,-0.3641,0.7756,19.55105302,700460000,22712400
NEXA,Nexa Resources S.A.,7.39,978721386.842876,7.52580419,0.3407444,0.9979,0.8633,3.03844705,2079250000,132439000
ARQT,"Arcutis Biotherapeutics, Inc.",16.05,977891574.7735507,,1304.05415735,-5.8916,-4.1768,,814503000,60927800
CINT,CI&T Inc,7.54,976425063.2119634,38.62380713,2.63583225,0.1992193,0.1766,15.83172792,1335670000,133637436.00000001
CRNC,Cerence Inc.,24.4,974589078.7980767,,2.99977346,-7.8866,-7.9319,18.78411177,793559000,39942200
MTTR,"Matterport, Inc.",3.39,974433601.368272,,8.28367704,-0.8137,-1.3513,,601277000,287443000
PRDO,Perdoceo Education Corporation,14.5,973971580.0759668,9.63214262,1.46202951,1.5223,1.5468,2.99401667,217231000,67170500
