Ticker,Description,Price,Change %,Change,Technical Rating,Volume,Volume*Price,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Number of Employees,Sector,Free Cash Flow (Annual YoY Growth)
ATHM,Autohome Inc.,35.76,-2.16142271,-0.79,Buy,418228,14955833.28,4732309005.937629,20.39962047,1.7937,5793,Technology Services,15.52989027
AVAH,Aveanna Healthcare Holdings Inc.,1.205,-5.11811024,-0.065,Neutral,339594,409210.77,224031461.36220473,,-2.9778,33000,Health Services,-110.1044993
LAZY,"Lazydays Holdings, Inc.",13.045,1.12403101,0.145,Buy,157587,2055722.415,137451287.90465114,3.53086082,4.4221,1500,Retail Trade,-119.2649464
WNC,Wabash National Corporation,25.41,1.27540853,0.32,Strong Buy,227574,5782655.34,1218260349.6803508,27.22439236,0.9433,6200,Producer Manufacturing,-154.3974693
CORT,Corcept Therapeutics Incorporated,23.08,-0.77386071,-0.18,Buy,255992,5908295.36,2484558538,23.40511169,1.0773,238,Health Technology,11.17395041
LPRO,Open Lending Corporation,8.395,-3.28341014,-0.285,Buy,182437,1531558.615,1060291124.888249,11.10542477,0.7816,132,Technology Services,294.25476311
RGNX,REGENXBIO Inc.,22.2542,-3.78642456,-0.8758,Strong Sell,92613,2061028.2246,963465122.0092005,14.8621731,1.7606,372,Health Technology,247.62065271
ACEL,"Accel Entertainment, Inc.",8.86,-1.00558659,-0.09,Buy,56883,503983.38,774958305.0413408,12.24685276,0.7354,900,Consumer Services,374.89988461
KELYA,"Kelly Services, Inc.",17.68,0.45454545,0.08,Buy,34329,606936.72,670769244.9545454,91.47609148,0.202,7400,Commercial Services,-45.98121086
ICHR,Ichor Holdings,32.935,-2.96110784,-1.005,Buy,99823,3287670.505,948611485.4700944,13.41767148,2.5636,2540,Producer Manufacturing,-119.91201087
KFRC,"Kforce, Inc.",55.33,-0.48561151,-0.27,Strong Sell,63374,3506483.42,1148299248.5052156,13.02351729,4.339,13000,Commercial Services,-36.31042811
DOCS,"Doximity, Inc.",34.33,-1.7739628,-0.62,Buy,728151,24997423.83,6574566830.734763,49.05263158,0.7376,887,Technology Services,42.98859467
Z,"Zillow Group, Inc.",43.55,-2.26660682,-1.01,Buy,2342405,102011737.75,10278481315.121183,,-1.1628,8005,Finance,-1043.3703567
LNN,Lindsay Corporation,151.785,-0.93009595,-1.425,Sell,48475,7357777.875,1670674982.3550029,22.32308073,6.9019,1262,Producer Manufacturing,-171.87374692
AMC,"AMC Entertainment Holdings, Inc.",4.9676,-9.84392015,-0.5424,Sell,28603708,142091779.8608,2593122747.6407266,,-1.3704,31198,Consumer Services,42.45037423
PODD,Insulet Corporation,286.489,0.34640981,0.989,Neutral,204194,58499334.866,19896288600.2515,1206.16814533,0.2446,2300,Health Technology,-300
HLLY,Holley Inc.,3.135,0.15974441,0.005,Neutral,303956,952902.06,370687907.7843451,5.16586896,0.6067,1858,Producer Manufacturing,-91.95998987
LSEA,Landsea Homes Corporation,6.39,-0.77639752,-0.05,Buy,9154,58494.06,261670774.84937885,3.30901243,1.952,384,Consumer Durables,55.40864561
VREX,Varex Imaging Corporation,20.89,0.52935515,0.11,Buy,90810,1897020.9,837419567.2540904,28.28365319,0.7599,2300,Health Technology,-105.67741935
ESEA,Euroseas Ltd.,19.82,-0.85042521,-0.17,Neutral,6661,132021.02,141954802.01700854,1.3332533,15.05,365,Transportation,-1319.22306518
TBI,"TrueBlue, Inc.",19.04,-0.26191723,-0.05,Sell,50159,955027.36,622962899.0172865,8.57245498,2.2629,6400,Commercial Services,-100.79199012
CDE,"Coeur Mining, Inc.",3.905,-1.38888889,-0.055,Buy,1647026,6431636.53,1097066549.4583333,,-0.4979,2105,Non-Energy Minerals,-503.19441635
RYAM,Rayonier Advanced Materials Inc.,6.745,-0.07407407,-0.005,Sell,246033,1659492.585,431485506.1762963,,-0.827,2500,Process Industries,125.60740329
DLO,DLocal Limited,16.385,-2.06216378,-0.345,Buy,489479,8020113.415,4849715734.222056,,0.3361,535,Technology Services,23.51998727
ARIS,"Aris Water Solutions, Inc.",15.53,0.19354839,0.03,Neutral,88619,1376253.07,904314492.0070968,635.24590164,0.0247,148,Utilities,
HRMY,"Harmony Biosciences Holdings, Inc.",48.175,-0.81325921,-0.395,Sell,187229,9019757.075,2857623169.1275477,19.01573878,2.6357,180,Health Technology,3389.55473719
XPRO,Expro Group Holdings N.V.,18.43,0.05428882,0.01,Buy,162341,2991944.63,2004123445.549945,,-1.1393,7200,Energy Minerals,-55.65053815
CVEO,Civeo Corporation (Canada),34.215,1.95172825,0.655,Buy,13372,457522.98,469178708.1860846,19.09421939,1.7734,,Consumer Services,-31.98698708
VNTR,Venator Materials PLC,0.5975,6.69642857,0.0375,Sell,148113,88497.5175,63932499.99999999,1.11754141,0.5015,3695,Process Industries,-62.85714286
MANU,Manchester,22.72,-0.26338894,-0.06,Neutral,261792,5947914.24,3704770534.9956098,,-0.976,,Consumer Services,-18.58345623
AMPH,"Amphastar Pharmaceuticals, Inc.",30.27,-0.98135427,-0.3,Buy,51825,1568742.75,1462985052.6800785,20.5457356,1.5965,1761,Health Technology,173.01540284
TR,"Tootsie Roll Industries, Inc.",44.315,1.4305333,0.625,Buy,67232,2979386.08,3128198375.62028,42.66184943,1.0241,2000,Consumer Non-Durables,-5.05463518
PRTH,"Priority Technology Holdings, Inc.",4.58,2.46085011,0.11,Sell,6906,31629.48,348090815.7673378,,-0.2386,790,Technology Services,-100.86339653
TNC,Tennant Company,67.68,0.41543027,0.28,Strong Buy,15025,1016892,1258606399.4706233,25.04924369,2.7257,4263,Producer Manufacturing,-55.43792108
CRCT,"Cricut, Inc.",9.69,-2.21997982,-0.22,Buy,72972,707098.68,2139730897.347124,35.54519369,0.2818,830,Distribution Services,-160.10248029
HSII,"Heidrick & Struggles International, Inc.",29.62,-1.33244504,-0.4,Buy,24068,712894.16,588271813.6342437,8.06122449,3.8531,1846,Commercial Services,1554.05152517
AAON,"AAON, Inc.",73.925,-0.77181208,-0.575,Sell,82332,6086393.1,3932775652.162752,59.32945767,1.278,2881,Producer Manufacturing,-90.45925392
RMBS,"Rambus, Inc.",41.4,-2.08136235,-0.88,Buy,448803,18580444.2,4449755081.02649,,-0.221,690,Electronic Technology,23.31850994
SNCY,"Sun Country Airlines Holdings, Inc.",18.36,-1.76565008,-0.33,Buy,110480,2028412.8,1067940193.5216691,119.348659,0.1685,2181,Transportation,188.90812763
ROG,Rogers Corporation,136.4,-0.12447829,-0.17,Neutral,151958,20727071.2,2565939544.5061145,35.7269921,3.8571,3675,Process Industries,-57.29720625
JJSF,J & J Snack Foods Corp.,149.195,-0.29738038,-0.445,Sell,47054,7020221.53,2868919887.156543,60.89858375,2.4654,5000,Consumer Non-Durables,-227.77070595
CTS,CTS Corporation,43.61,-1.40176351,-0.62,Neutral,157068,6849735.48,1390281924.3172054,26.53269346,1.678,3820,Electronic Technology,14.28729701
CHEF,"The Chefs' Warehouse, Inc.",37.16,0,0,Buy,327575,12172687,1422117179.9999998,43.44674383,0.9454,2712,Distribution Services,-263.76063607
IAC,IAC Inc.,55.29,-1.42627919,-0.8,Buy,586132,32407238.28,4912841156.492423,,-13.2738,13200,Technology Services,-37.15399043
RILY,"B. Riley Financial, Inc.",43.7886,-2.14837989,-0.9614,Buy,84313,3691948.2318,1251565963.838789,,-1.6254,1406,Finance,45.06592545
GIC,Global Industrial Company,25.39,0.47487139,0.12,Buy,31297,794630.83,963738144.8603088,8.9384882,2.8361,1480,Retail Trade,-29.16030534
FORR,"Forrester Research, Inc.",36.375,-2.08613728,-0.775,Neutral,21916,797194.5,693016530.3532975,22.70921205,1.6589,1781,Commercial Services,117.89139319
MGNI,"Magnite, Inc.",11.575,-0.12942192,-0.015,Buy,654389,7574552.675,1543928152.1764452,,-0.7054,876,Technology Services,513.14261866
AKU,Akumin Inc.,0.8901,-8.2371134,-0.0799,Sell,26908,23950.8108,79807713.96744001,,-1.52302402,3859,Health Services,-105.79593365
FNKO,"Funko, Inc.",12.03,-0.1659751,-0.02,Neutral,228127,2744367.81,607236355.2497925,12.20995035,1.0778,1089,Consumer Durables,-32.41370708
AVNS,"Avanos Medical, Inc.",29.98,-0.95804427,-0.29,Buy,55833,1673873.34,1393998314.422861,33.61092605,0.9083,4555,Health Technology,392.07048458
MTW,"Manitowoc Company, Inc. (The)",13.12,-0.75642965,-0.1,Buy,140466,1842913.92,461621371.4251135,27.87853226,0.4789,4600,Producer Manufacturing,158.30618893
MFIN,Medallion Financial Corp.,8.23,1.73053152,0.14,Buy,16036,131976.28,188696120.55500615,3.97503931,2.0512,136,Finance,0.02541102
JOE,St. Joe Company (The),45.96,-0.21710812,-0.1,Buy,56922,2616135.12,2681101533.749023,36.30201765,1.2688,662,Finance,239.7225207
BMI,"Badger Meter, Inc.",112.11,0.16081479,0.18,Sell,74821,8388182.31,3281364176.63093,49.36273429,2.2761,,Producer Manufacturing,-5.20528949
PWSC,"PowerSchool Holdings, Inc.",23.1,0.17346054,0.04,Neutral,177721,4105355.1,4606643563.972247,,-0.1991,3099,Technology Services,60.48706205
CHGG,"Chegg, Inc.",21.19,2.91403594,0.6,Sell,1603257,33973015.83000001,2658864222.6731424,10.57415776,2.2674,1736,Commercial Services,74.10571884
CONN,"Conn's, Inc.",8.98,1.12612613,0.1,Neutral,93622,840725.56,215026956.53828827,,-0.4361,4120,Finance,-58.57823598
PAHC,Phibro Animal Health Corporation,15.2,-0.32786885,-0.05,Buy,37091,563783.2,615654841.6,13.28397213,1.148,1860,Health Technology,-128.41567471
AMEH,"Apollo Medical Holdings, Inc.",34.54,-0.7185973,-0.25,Buy,63324,2187210.96,1959227873.1503303,24.48448167,1.4615,1133,Health Services,13.24731093
GVA,Granite Construction Incorporated,41.05,-1.08433735,-0.45,Buy,97776,4013704.8,1795118673.1771083,33.76729048,1.4829,3300,Industrial Services,-141.5959408
VVI,Viad Corp,29.04,1.18466899,0.34,Buy,38061,1105291.44,600262468.3651568,,-0.7181,3512,Commercial Services,28.41759145
DXPE,"DXP Enterprises, Inc.",29.835,0.79391892,0.235,Strong Buy,10533,314252.055,559845227.6756756,13.84665762,2.2336,2490,Distribution Services,-69.80908544
HWKN,"Hawkins, Inc.",37.925,-0.92737722,-0.355,Sell,49333,1870954.025,797162514.4370427,13.76136895,2.8017,813,Distribution Services,-34.64325978
SEAT,Vivid Seats Inc.,8.22,-4.084014,-0.35,Buy,177343,1457759.46,1639860052.151692,47.58467518,0.1897,430,Consumer Services,739.14643765
GPRO,"GoPro, Inc.",6.055,-1.70454545,-0.105,Buy,1634862,9899089.41,960112915.090909,12.94117647,0.5065,766,Consumer Durables,152.77008467
TDW,Tidewater Inc.,42.415,-1.93063584,-0.835,Buy,301414,12784474.81,1972536802.978266,,-1.7035,4400,Transportation,155.47920103
MMLP,Martin Midstream Partners L.P.,3.25,-0.91463415,-0.03,Buy,20942,68061.5,126264936.50914633,151.85185185,0.0218,1450,Industrial Services,-55.13622603
TCPC,BlackRock TCP Capital Corp.,13.24,-0.45112782,-0.06,Buy,103238,1366871.12,764838604.0300751,10.7998376,1.2315,,Miscellaneous,-48.99438968
ZIP,"ZipRecruiter, Inc.",19.14,0,0,Buy,232649,4452901.86,2108965474,36.83602771,0.541,1150,Technology Services,50.87916361
PAX,Patria Investments Limited,15.53,-0.76677316,-0.12,Buy,40216,624554.48,2285906168.6645365,32.58380179,0.4803,390,Finance,101.80080713
KPLT,"Katapult Holdings, Inc.",0.971,2.21052632,0.021,Sell,95740,92963.54,95593242.06210525,,-0.1623,130,Commercial Services,280.73755528
CRVL,CorVel Corp.,173.75,1.30013993,2.23,Strong Buy,46382,8058872.5,2999835144.2761774,47.36420622,3.6902,4233,Finance,-47.72109025
COLL,"Collegium Pharmaceutical, Inc.",27.47,-2.89855072,-0.82,Neutral,169535,4657126.45,922220735.8115942,,-1.261,152,Health Technology,14.95203403
CMPO,"CompoSecure, Inc.",6.46,0.46656299,0.03,Buy,98422,635806.12,493198171.9875584,3.33350614,2.4026,715,Commercial Services,-8.20376818
CCLP,CSI Compressco LP,1.4,-2.77777778,-0.04,Buy,87472,122460.8,197732469.86111107,,-0.2961,817,Industrial Services,-367.84300792
BBCP,"Concrete Pumping Holdings, Inc.",8.02,0.25,0.02,Buy,58752,471191.04,453930641.6124999,17.17106675,0.482,,Industrial Services,-267.13179483
TSQ,"Townsquare Media, Inc.",7.52,-0.79155673,-0.06,Buy,3050,22936,129651932.09498678,13.74184191,0.611,2340,Consumer Services,194.55864571
DHT,"DHT Holdings, Inc.",8.475,0.29585799,0.025,Sell,838715,7108109.625,1378487116.6775148,,-0.0196,18,Transportation,-122.46076243
CRMT,"America's Car-Mart, Inc.",83.18,1.53808594,1.26,Strong Buy,42110,3502709.8,529760077.89550775,8.84722552,9.6167,2100,Retail Trade,-115.41807406
GHI,Greystone Housing Impact Investors LP Beneficial,18.97,-0.52438385,-0.1,Buy,36389,690299.33,426465593.60409015,6.69263705,2.8494,,Finance,119.0216588
JILL,"J. Jill, Inc.",25.5,-1.54440154,-0.4,Buy,18994,484347,258874426.67953673,8.24237024,3.2147,2896,Retail Trade,288.19429423
THRM,Gentherm Inc,72.735,1.02083333,0.735,Strong Buy,55052,4004207.22,2414661382.0306253,49.50835453,1.4708,10474,Producer Manufacturing,11.90893919
RMBL,"RumbleOn, Inc.",8.51,-8.49462366,-0.79,Neutral,115044,979024.44,137808257.0623656,3.10403525,3.0183,2019,Retail Trade,-469.77371573
SP,SP Plus Corporation,37.26,1.58124318,0.58,Buy,25171,937871.46,751429384.4100327,15.81307122,2.34,16600,Commercial Services,37.73584906
PINS,"Pinterest, Inc.",26.05,-2.58040389,-0.69,Buy,5638785,146890349.25,17543217398.261032,323.72881356,0.0978,3225,Technology Services,1329.4971665
AGS,"PlayAGS, Inc.",6.24,0.32154341,0.02,Buy,185271,1156091.04,235617216.38585213,,-0.5322,772,Producer Manufacturing,212.76547502
GLDD,Great Lakes Dredge & Dock Corporation,6.9,1.62002946,0.11,Buy,491321,3390114.9,456572721.56111926,20.74549343,0.3328,413,Industrial Services,-329.9878695
FDUS,Fidus Investment Corporation,20.23,-0.7360157,-0.15,Buy,56482,1142630.86,494368598.02944064,6.12306213,3.3284,,Finance,18.96316508
DDI,"DoubleDown Interactive Co., Ltd. - American Depository Shares",10.1,-0.59055118,-0.06,Buy,5889,59478.9,503462935,,-0.3591,219,Technology Services,-3.88553993
CSV,"Carriage Services, Inc.",31.085,-0.65516139,-0.205,Buy,40772,1267397.62,457409804.37519974,11.04093155,3.0312,2657,Consumer Services,-12.3366363
CNTY,"Century Casinos, Inc.",8.58,-2.72108844,-0.24,Buy,41494,356018.52,256233506.1972789,17.38958991,0.5364,2287,Consumer Services,2992.82352941
SWAV,"ShockWave Medical, Inc.",185.7477,-1.10860885,-2.0823,Sell,166567,30939437.1459,6713347681.585279,80.59298035,2.4598,657,Health Technology,103.39760801
PERI,Perion Network Ltd,33.42,0.57177249,0.19,Buy,1072155,35831420.1,1496491061.566657,19.40211362,1.8379,420,Technology Services,264.61751152
IMAX,Imax Corporation,16.43,-2.55041518,-0.43,Buy,234611,3854658.73,919643687.024911,,-0.2703,665,Consumer Durables,110.43951409
RGP,"Resources Connection, Inc.",16.77,-0.47477745,-0.08,Sell,70756,1186578.12,564046843.7519286,7.54691629,2.2814,4259,Commercial Services,28.77247417
JBSS,"John B. Sanfilippo & Son, Inc.",82.27,0.73466389,0.6,Buy,37957,3122722.39,948316776.6183422,16.31344506,5.0304,1300,Consumer Non-Durables,-97.6735705
VRNT,Verint Systems Inc.,37.405,-1.28002111,-0.485,Buy,116264,4348854.92,2463727293.0043545,,-0.359,4400,Technology Services,-54.69890872
HTGC,"Hercules Capital, Inc.",14.2499,-1.79255686,-0.2601,Buy,516997,7367155.5503,1854611816.2398348,45.65764632,0.3241,90,Finance,13.25900869
NAPA,"The Duckhorn Portfolio, Inc.",16.37,-0.24375381,-0.04,Buy,169758,2778938.46,1885565279.1828156,32.18278094,0.5102,434,Distribution Services,-52.18156298
ELVT,"Elevate Credit, Inc.",1.8,-0.55248619,-0.01,Neutral,217697,391854.6,56243756.68508287,,-2.1302,436,Finance,-28.88263007
BWMX,"Betterware de Mexico, S.A.P.I. de C.V.",8.2311,0.1350365,0.0111,Buy,11179,92015.4669,301134544.16375905,8.64171573,0.9581,1272,Retail Trade,0.78112089
RMR,The RMR Group Inc.,30.23,-0.62458909,-0.19,Buy,22747,687641.81,955441568.098948,14.76627348,2.061,600,Finance,41.74970277
AVTA,"Avantax, Inc.",29.195,-0.52810903,-0.155,,869554,25386629.03,1405559450.5781941,52.03900709,0.6005,1100,Technology Services,-29.76359536
MYE,"Myers Industries, Inc.",23.63,-0.33741038,-0.08,Buy,25993,614214.59,862433129.464361,16.0365235,1.4878,2725,Producer Manufacturing,-18.25243305
RVLV,"Revolve Group, Inc.",27.96,-0.2853067,-0.08,Buy,1155367,32304061.32,2050462763.7517831,26.11773472,1.0957,1078,Retail Trade,-15.85886436
ATTO,Atento S.A.,5.974,-0.26711185,-0.016,Buy,5896,35222.704,89610024.93322204,,-8.8066279,,Commercial Services,-103.51535159
EGRX,"Eagle Pharmaceuticals, Inc.",33.01,-2.19259259,-0.74,Buy,39392,1300329.92,429653431.01185185,20.38905334,1.708,102,Health Technology,-42.7774359
SUPN,"Supernus Pharmaceuticals, Inc.",41.095,1.02015733,0.415,Buy,340269,13983354.555,2221519114.5983286,63.9321075,0.7059,575,Health Technology,-7.3123379
SWIM,"Latham Group, Inc.",4.415,6.38554217,0.265,Buy,333048,1470406.92,517089809.69518065,61.84798808,0.0677,2388,Producer Manufacturing,-81.41672175
CION,CION Investment Corporation,10.79,-2.9676259,-0.33,Buy,125512,1354274.48,607077381.56,11.17812626,0.9948,,Finance,-3.55063537
SENEA,Seneca Foods Corp.,62.154,1.7083947,1.044,Buy,32606,2026593.324,494453449.72400594,10.98507999,5.6125,3000,Consumer Non-Durables,-120.77423512
ALRM,"Alarm.com Holdings, Inc.",51.88,-1.74242424,-0.92,Neutral,78918,4094265.84,2589373502.742424,58.33609546,0.9485,1500,Technology Services,8.10270923
ADUS,Addus HomeCare Corporation,106.29,-0.10338346,-0.11,Buy,28699,3050416.71,1712370710.8344924,38.68246928,2.7918,31915,Health Services,-66.03333983
BATRA,Liberty Media Corporation - Series A Liberty Braves,35.02,-0.05707763,-0.02,Buy,20258,709435.16,1851288945.2400005,31.24665597,1.4083,,Consumer Services,119.85294118
ENV,"Envestnet, Inc",65.965,-0.58025622,-0.385,Buy,93566,6172081.19,3649588579.5332336,,-0.8997,4375,Technology Services,43.80277404
MKTW,"MarketWise, Inc.",2.335,-3.90946502,-0.095,Buy,31895,74474.825,758795174.7098765,3.83401704,0.634,800,Technology Services,12.06887583
RPAY,Repay Holdings Corporation,9.375,-2.64797508,-0.255,Buy,170137,1595034.375,1684977544.781931,,0.0419,552,Commercial Services,202.35797505
ROAD,"Construction Partners, Inc.",27.63,-1.03868195,-0.29,Buy,47600,1315188,1455855289.9330227,67.96494645,0.4128,3790,Industrial Services,-568.44994893
MCS,Marcus Corporation (The),14.75,-0.94022834,-0.14,Sell,211449,3118872.75,454258778.2572195,,0.1248,7500,Consumer Services,134.80656294
VTOL,"Bristow Group, Inc.",30.13,0.87043857,0.26,Buy,17222,518898.86,844133792.0666219,52.89534266,0.5771,2916,Transportation,13.15227863
LYLT,Loyalty Ventures Inc.,1.8997,-9.53809524,-0.2003,Strong Sell,825048,1567343.6856,46755286.13485714,,-20.1872,1406,Technology Services,-15.54182856
GDRX,"GoodRx Holdings, Inc.",5.3,-0.37593985,-0.02,Buy,1142045,6052838.5,2099807351.6729324,,-0.1745,777,Technology Services,66.28252928
CHWY,"Chewy, Inc.",44.29,-3.528643,-1.62,Buy,2643756,117091953.24,18750101828.385975,,-0.0494,21300,Retail Trade,80.04162191
KE,"Kimball Electronics, Inc.",24.71,-3.36331639,-0.86,Buy,27842,687975.82,610592270.6315995,16.83898584,1.5246,7200,Electronic Technology,-272.04431215
SPSC,"SPS Commerce, Inc.",134.515,-1.68469522,-2.305,Buy,55222,7428187.33,4848151379.447521,97.3184437,1.44,1901,Technology Services,23.43411202
VIVO,Meridian Bioscience Inc.,33.98,0.02943774,0.01,Buy,2898365,98486442.69999997,1489269371.2140121,35.48892603,0.9754,515,Health Technology,51.88762795
VTRU,Vitru Limited,20.73,-1.37963844,-0.29,Sell,7501,155495.73,599278213.9281636,26.8797954,0.8361473,6036,Commercial Services,-25.91073548
MLNK,"MeridianLink, Inc.",15.98,1.26742712,0.2,Buy,96734,1545809.32,1293064973.596958,383.00970874,0.0444,622,Technology Services,39.23492138
BOX,"Box, Inc.",31.935,-0.57596513,-0.185,Buy,467057,14915465.295,4563984310.997822,,-0.1077,2172,Technology Services,18.84226169
BJRI,"BJ's Restaurants, Inc.",31.17,-0.09615385,-0.03,Buy,123848,3860342.16,729131517.2307692,,-0.1949,21000,Consumer Services,2454.66954023
DV,"DoubleVerify Holdings, Inc.",26.965,-2.30072464,-0.635,Buy,2140394,57715724.21,4445856905.411232,85.66108007,0.3283,800,Technology Services,573.6958119
WDFC,WD-40 Company,172.6,-0.20814061,-0.36,Buy,39308,6784560.8,2345219150.271739,37.79555089,4.5842,583,Process Industries,-108.18175293
JAKK,"JAKKS Pacific, Inc.",20.27,-3.61388493,-0.76,Buy,40939,829833.53,197096052.47408465,4.41315342,5.0598,583,Consumer Durables,-139.94447435
MSGS,Madison Square Garden Sports Corp.,180.94,0.27154336,0.49,Buy,60444,10936737.36,4402755565.408369,88.8303633,2.0489,892,Consumer Services,367.14489355
STG,Sunlands Technology Group,12.25,6.80034874,0.78,Strong Buy,22747,278650.75,159502053,1.64725481,6.9631,4064,Commercial Services,-28.87991034
PUBM,"PubMatic, Inc.",15.0106,-1.11594203,-0.1694,Neutral,153294,2301034.9164,789049311.7634783,19.52662722,0.8542,713,Technology Services,829.57726566
SKIL,Skillsoft Corp.,1.88,2.17391304,0.04,Buy,187867,353189.96,309157365.2826086,,-4.3726,2943,Technology Services,8624.40818139
CTRN,"Citi Trends, Inc.",31.4,-2.24159402,-0.72,Buy,69270,2175078,262386354.60149437,4.30799769,7.4713,5400,Retail Trade,-52.49089476
RCUS,"Arcus Biosciences, Inc.",22.36,-3.32900994,-0.77,Sell,345209,7718873.24,1619036104.330307,24.98649671,1.1867,366,Health Technology,-357.50724053
WING,Wingstop Inc.,156.23,-1.01374897,-1.6,Buy,181482,28352932.86,4673836090.558004,111.89649061,1.414,890,Consumer Services,-64.93325263
GLT,Glatfelter Corporation,4.2635,-1.98850575,-0.0865,Neutral,351046,1496684.621,190989894.411954,,-3.8075,3235,Process Industries,-49.36740171
CIR,"CIRCOR International, Inc.",25.645,-1.40330642,-0.365,Buy,26089,669052.405,522218113.2149173,,-0.7214,3120,Producer Manufacturing,87.72591006
VECO,Veeco Instruments Inc.,19.47,-2.79580629,-0.56,Sell,80497,1567276.59,1001247666.1258112,24.81109872,0.9312,1091,Producer Manufacturing,-27.48557387
RICK,"RCI Hospitality Holdings, Inc.",92.005,-2.2886576,-2.155,Sell,38527,3544676.635,849226848.1936597,19.19243391,4.9061,3219,Consumer Services,42.2261236
EVC,Entravision Communications Corporation,6.31,0.31796502,0.02,Buy,129771,818855.01,536008428.36406994,23.3135656,0.2772,1094,Consumer Services,9.27577267
VTNR,"Vertex Energy, Inc",7.23,1.68776371,0.12,Buy,2153823,15572140.29,547085657.8818566,,-0.9008,282,Industrial Services,599.39519785
DCO,Ducommun Incorporated,55.7938,-0.70510767,-0.3962,Buy,12692,708134.9096,675237102.7766826,5.23793987,11.0074,2480,Electronic Technology,-555.04256713
REVG,"REV Group, Inc.",12.45,-4.88922842,-0.64,Strong Sell,155607,1937307.15,745217312.1772345,50.71677644,0.261,6873,Consumer Durables,-50
SPNS,Sapiens International Corporation N.V.,22.11,-1.1622709,-0.26,Buy,86264,1907297.04,1217819055.001341,23.51518974,0.9607,4044,Technology Services,37.99575707
CCF,Chase Corporation,91.508,0.6356538,0.578,Buy,7088,648608.704,869327573.9416251,20.74985167,4.3936,683,Process Industries,-47.39179257
INSE,"Inspired Entertainment, Inc.",14.69,-1.54155496,-0.23,Buy,149769,2200106.61,379989126.64745307,24.2325808,0.6787,1600,Technology Services,-106.20347395
REX,REX American Resources Corporation,32.08,1.16682435,0.37,Strong Buy,23953,768412.24,557886216.1917375,13.77138886,2.3026,124,Process Industries,4939.85466741
IDT,IDT Corporation,29.2941,-0.8324306,-0.2459,Buy,23822,697844.0502,747254600.063409,19.00534002,1.5689,1690,Communications,-84.90021061
RMAX,"RE/MAX Holdings, Inc.",22.1837,-1.14215686,-0.2563,Buy,26234,581967.1858,812712326.3483825,40.80741953,0.5563,639,Finance,-57.45808833
CPRX,"Catalyst Pharmaceuticals, Inc.",15.825,1.96520619,0.305,Sell,1392265,22032593.625,1646929163.712951,25.53051489,0.6496,76,Health Technology,27.30409042
SHIP,Seanergy Maritime Holdings Corp,0.5614,-1.10974106,-0.0063,Sell,1818623,1020974.9522,102127913.16152897,2.98005249,0.216,49,Transportation,-246.50257142
TPB,"Turning Point Brands, Inc.",22.89,0.43878894,0.1,Buy,54069,1237639.41,402039476.8894251,11.28106128,2.1649,426,Consumer Non-Durables,65.30644861
SOVO,"Sovos Brands, Inc.",13.46,-1.68005844,-0.23,Sell,140552,1891829.92,1358948245.6873631,,-0.2835,608,Consumer Non-Durables,-39.85907639
VAL,Valaris Limited,71.15,-4.17508418,-3.1,Buy,564110,40136426.5,5348963111.705725,31.83962264,2.332,4900,Industrial Services,63.84949349
CRAI,"CRA International,Inc.",117.86,1.73500216,2.01,Neutral,35072,4133585.92,840917515.3251619,19.7632167,5.9661,861,Commercial Services,84.14816663
KARO,Karooooo Ltd.,25.28,-3.47460863,-0.91,Buy,5788,146320.64,782443953.753341,24.04296337,1.0893,3508,Technology Services,-8.34303369
PX,"P10, Inc.",11.16,-1.41342756,-0.16,Neutral,32340,360914.4,1306327918.3250883,52.79850746,0.2215,,Finance,492.30572923
SNPO,Snap One Holdings Corp.,9.41,-2.7892562,-0.27,Buy,70097,659612.77,714602696.6384299,,-0.1664,1492,Commercial Services,-174.87495832
ARCE,Arco Platform Limited,13.45,0.22354694,0.03,Buy,48569,653253.05,753604380.9649776,382.33618234,0.0357409,2986,Technology Services,-141.71830376
IESC,"IES Holdings, Inc.",37.83,-4.03348554,-1.59,Neutral,5483,207421.89,765094916.5136987,27.38260628,1.4597,8078,Industrial Services,-142.56789962
CERT,"Certara, Inc.",18.905,-1.17616309,-0.225,Buy,214812,4061020.86,3018618010.6468897,,-0.0269,352,Technology Services,34.81011218
ITRI,"Itron, Inc.",55.8,-1.13394755,-0.64,Buy,55549,3099634.2,2520931991.683203,,-2.01,6065,Electronic Technology,74.33102707
TTGT,"TechTarget, Inc.",48.975,-2.94292509,-1.485,Neutral,89576,4386984.6,1436119304.4545186,102.0631068,0.6106,1000,Technology Services,44.26722287
PNRG,PrimeEnergy Resources Corporation,91.98,0.03262643,0.03,Buy,3863,355318.74,176647587.99934745,5.65619906,21.5531,113,Energy Minerals,34.75068306
TTD,"The Trade Desk, Inc.",49.84,-4.06159769,-2.11,Neutral,2401389,119685227.76,24397824877.08643,,-0.0201,1967,Technology Services,5.07665835
DSGR,"Distribution Solutions Group, Inc.",39.745,-2.27440374,-0.925,Buy,8411,334295.195,771053177.8605851,27.39642977,1.5186,1840,Distribution Services,-108.89724717
BH,Biglari Holdings Inc.,162.5419,2.49836045,3.9619,Buy,1160,188548.604,503242844.2401046,,-15.1133,2633,Consumer Services,69.55210936
