Ticker,Description,"Change 1m, %","Change 5m, %","Change 15m, %","Change 1h, %","Change 4h, %",Change %,"Change 1W, %","Change 1M, %",3-Month Performance,6-Month Performance,YTD Performance,Yearly Performance,1-Year Beta,Volatility
WWW,"Wolverine World Wide, Inc.",0.13157895,0.23049062,0.19749835,0.32959789,0.86149768,39.24977127,-0.32743942,39.24977127,-13.32574032,-32.3856064,36.50224215,-41.34874759,0.932946,3.45528455
MOD,Modine Manufacturing Company,0.13077594,0,-0.13043478,0.56917688,-1.35280223,15.70996979,1.90687361,15.70996979,27.03150912,72.52252252,14.15797317,159.36794582,1.5014666,4.93151177
NOAH,Noah Holdings Limited,-0.26867276,-0.12914335,-0.10764263,0.27012426,-1.51233749,19.74193548,-4.52674897,19.74193548,34.98181818,12.07729469,16.65619107,-34.1376863,1.6654716,5.53745928
ANDE,"The Andersons, Inc.",0.33688939,0.3087286,0.26651704,0.50618673,-0.23726448,2.11488997,-0.99750623,2.11488997,-0.19553073,-8.96815287,1.33295519,-6.04785696,0.7032932,2.27784027
ENVX,Enovix Corporation,-0.19697965,-0.45841519,-0.84801044,-1.2345679,-2.12491951,-38.82636656,-6.51105651,-38.82636656,-60.24033438,-43.251305,-40.59328649,-44.5335277,2.4531255,7.10526316
LVWR,"LiveWire Group, Inc.",-0.50590219,-1.66666667,-2.31788079,-2.47933884,-3.43698854,21.64948454,-3.27868852,21.64948454,-29.59427208,-40.8224674,18,-40.04065041,0.78181076,7.67966102
SRCE,1st Source Corporation,-0.13418662,-0.13418662,-0.27829314,-0.13418662,-0.76923077,-8.90939913,0.33195021,-8.90939913,-17.37570477,1.70347003,-8.90939913,-2.0854424,0.5866773,1.41254674
ALLG,Allego N.V.,-0.2247191,-0.2247191,-0.67114094,-0.67114094,-3.79198267,41.71974522,0.67873303,41.71974522,26.42045455,13.23155216,36.92307692,-55.05050505,1.1032016,7.43243243
FREY,FREYR Battery,0.35377358,-0.29291154,-0.35128806,-0.29291154,-1.73210162,-1.95852535,-2.29621125,-1.95852535,-37.97376093,-20.39289055,-4.91620112,6.375,0.87725616,3.7366548
DGII,Digi International Inc.,0,-0.18699978,-0.67260368,-0.14965579,-1.73784978,-8.7004104,-0.47718461,-8.7004104,-17.2576246,13.81309686,-9.29600435,54.99303298,0.9366574,4.28768849
MED,MEDIFAST INC,0.53639138,0.45278137,-0.229442,-0.55799488,-1.86989705,-5.90377113,-4.97285939,-5.90377113,-8.80524282,-38.86792453,-7.19110731,-42.61393677,0.7485629,5.6516511
HLX,"Helix Energy Solutions Group, Inc.",0.12820513,-0.38265306,-0.76238882,0.12820513,-0.06397953,5.82655827,0.38560411,5.82655827,9.23076923,91.42156863,6.11413043,117.54874652,1.303019,4.21901865
LZB,La-Z-Boy Incorporated,0.10944911,0.29239766,-0.05463486,0.09119095,-0.68765834,20.20157756,-0.39941903,20.20157756,8.84920635,-2.52309879,18.53932584,-19.08554572,1.0992478,1.91106211
DIN,"Dine Brands Global, Inc. Common Stock",-0.15889831,-0.27114609,-0.33046927,-0.22495699,-0.43575862,16.71826625,-1.95058518,16.71826625,3.25938099,3.5429827,15.52014708,17.2081455,1.0464505,2.90378697
PDFS,"PDF Solutions, Inc.",-0.12634239,-0.17363852,-0.06321113,-0.12634239,-0.90880602,10.76437588,-0.78517588,10.76437588,32.61964736,16.87014428,8.93103448,19.7044335,1.4311385,1.65605096
WDH,Waterdrop Inc.,0,1.01010101,1.35135135,1.01010101,1.34792743,-10.21021021,-0.33333333,-10.21021021,126.51515152,139.2,-7.14285714,116.66666667,0.25088513,9.05797101
ASIX,AdvanSix Inc.,0,0,-0.27958993,0.04675082,-0.41879944,12.57233035,-1.1090573,12.57233035,15.51956815,11.60365059,12.15932914,2.66250899,1.3834509,2.07010115
PLL,Piedmont Lithium Inc.,0.04580852,-0.06101281,-0.06101281,0.44458071,-0.38011251,48.75056792,-2.03470975,48.75056792,2.56892231,39.94443257,41.12068966,48.51440236,1.6459718,3.79824696
UUUU,Energy Fuels Inc,-0.06680027,-0.33311126,-0.86149768,-0.66401062,-2.34986945,20.45088567,-0.79575597,20.45088567,1.90735695,10,20.06420546,32.38938053,2.6953871,5.83446404
SBSI,"Southside Bancshares, Inc.",-0.02721088,-0.29850746,-0.71611944,-0.66243072,-0.25790688,1.97277021,-0.38002172,1.97277021,6.87245195,-7.60322256,2.05784205,-9.38271605,0.28219602,2.82811642
EWCZ,"European Wax Center, Inc.",-0.10781671,-0.53676865,-0.37634409,-0.56345586,-0.32275417,48.83534137,1.47864184,48.83534137,27.17913521,-12.05505458,46.83042789,-16.98028674,1.5849403,5.83238958
DAC,Danaos Corporation,0.10341262,-0.13755158,-0.53942975,-0.30622194,-1.30841121,10.33042157,-2.08965285,10.33042157,1.37846798,-24.52585087,9.12847483,-32.44186047,0.76378155,2.49844828
GTN,"Gray Television, Inc.",0.11923688,0.03971406,-0.31658093,-0.19809826,0,12.60053619,-1.33124511,12.60053619,-12.74238227,-33.71909521,10.62335382,-37.25099602,0.8678515,3.73679935
NAAS,NaaS Technology Inc.,0,0.92421442,0.92421442,0.18348624,1.12047412,38.81748072,-1.2797075,38.81748072,30.72528324,-9.24369748,42.10526316,-52.15946844,-0.5620054,8.1027668
PLYA,Playa Hotels & Resorts N.V.,0,-0.06930007,-0.06930007,0.06939625,0.06939625,10.26033691,-0.82644628,10.26033691,13.92405063,4.65116279,9.4224924,-0.13869626,0.77515197,1.53846154
CCSI,"Consensus Cloud Solutions, Inc.",-0.12745348,-0.03401939,0,0.19606172,-1.29324824,9.43080357,-1.02624495,9.43080357,4.51234678,5.33572068,8.54243542,10.04489338,0.7055619,2.23473217
MBUU,"Malibu Boats, Inc.",0,-0.22667829,-0.52155772,-0.57341442,-1.22561712,7.35459662,1.25641479,7.35459662,6.97326603,-7.59043928,5.98258937,-5.06056081,0.8905095,3.74511892
RDNT,"RadNet, Inc.",-0.04943154,0.04948046,-0.63882064,0,-0.19743337,7.32873075,-0.7367387,7.32873075,3.85405961,-2.69619644,6.31246712,-16.07142857,1.0242294,2.15322984
FRG,"Franchise Group, Inc.",0.0661157,0.13231889,-0.16490765,-0.06602839,-1.30420606,26.95214106,-2.26244344,26.95214106,-0.94988536,-12.19512195,25.4251348,-37.03935041,1.4522791,2.99600533
EIG,Employers Holdings Inc,0.01176886,0.01176886,0.02354049,-0.05880278,-0.4801499,-1.55344308,0.14150943,-1.55344308,-3.10360566,12.32804233,-1.96259524,11.8251251,0.4378796,1.41509434
HOLI,"Hollysys Automation Technologies, Ltd.",-0.05373455,-0.69407368,-0.5879209,-0.7470651,-1.56125959,13.32927572,-1.79324895,13.32927572,15.15151515,21.54046997,12.43961353,37.41697417,0.80865157,1.98924731
CLB,Core Laboratories N.V.,-0.48,-0.63897764,-0.63897764,-0.38038038,-0.71827614,22.74296991,-0.75787794,22.74296991,25.08798391,32.69333333,24.83692925,-5.43519574,1.4131118,3.26302979
EQRX,"EQRx, Inc.",0.63829787,-0.42105263,-0.83857442,-0.83857442,-1.45833333,-4.06504065,-2.88065844,-4.06504065,-54.61538462,-55.13307985,-2.88065844,-44.47058824,0.46685877,4.25531915
DCPH,"Deciphera Pharmaceuticals, Inc.",0.08815751,0.14701558,-0.23432923,0.38314176,1.00830368,3.96583282,-1.55979203,3.96583282,2.96072508,29.87804878,3.39805825,122.45430809,0.43916604,3.22003578
LGND,Ligand Pharmaceuticals Incorporated,-0.11742257,-0.65693431,-0.714911,-0.24919378,-1.43395133,2.03592814,-3.03030303,2.03592814,-22.23616657,-27.19504379,0.88809947,-39.68675338,1.3981236,3.32108744
ADEA,Adeia Inc.,0.04564126,0,0.64279155,0.64279155,-0.72463768,15.61181435,-1.61579892,15.61181435,-2.92294066,-33.41433779,14.04786681,-33.21145643,0.62780243,2.85714286
KRP,Kimbell Royalty Partners,-0.01491387,-0.37151703,-0.49474335,-0.40235221,-0.40235221,-3.65269461,-0.67901235,-3.65269461,-16.41558442,-8.83852691,-3.30528846,10.05471956,0.49440014,1.75548589
SPNT,SiriusPoint Ltd.,0.49539986,0,0.6378455,1.06761566,2.23182145,20.16949153,3.65497076,20.16949153,10.26438569,67.61229314,18.56187291,-13.00613497,0.7820011,4.71976401
DCOM,"Dime Community Bancshares, Inc.",-0.25163563,-0.26836632,-0.45203415,-1.03195739,-1.45840239,-6.50329877,-0.63439065,-6.50329877,-13.78910776,-12.23827779,-7.20299345,-13.61393324,0.8474353,2.39057239
MBC,"MasterBrand, Inc.",0.19607843,0.42111173,0.3647587,0.93115124,0.19607843,18.54304636,-2.18579235,18.54304636,-36.07142857,-36.07142857,20.29569892,-36.07142857,3.89653,4.33295325
DO,"Diamond Offshore Drilling, Inc.",-0.22133687,0.35618878,-0.39770217,-0.39770217,-3.01204819,8.46153846,-3.09278351,8.46153846,12.12723658,54.52054795,8.67052023,-6,0.91032934,4.71950134
NRC,National Research Corporation,0.34579641,0.36748811,0.28077754,0.66124661,0.75954861,23.99463807,2.14222615,23.99463807,12.42100146,20.44270833,24.12775094,18.74197689,0.6729968,3.90511357
KFRC,"Kforce, Inc.",-0.07291287,-0.23657871,-0.47204067,-0.30914712,-1.22522523,0.12766734,-1.25899281,0.12766734,-11.80722892,-11.99102276,-0.34489018,-17.13207547,0.7408793,2.11601605
CAMT,Camtek Ltd.,0,-0.07791196,-0.03897116,-0.07791196,-0.42701863,16.84881603,-3.89513109,16.84881603,9.51771233,-9.96491228,15.37769784,-21.64885496,1.269762,5.55320554
SAVA,"Cassava Sciences, Inc.",0.25716385,-0.07323325,-0.76363636,-1.30198915,-2.60528194,-7.78605281,-5.77654791,-7.78605281,-26.17886179,43.44391785,-8.74371859,-27.45672437,0.42656565,6.44329897
MBIN,Merchants Bancorp,-0.56582422,-0.93949643,-1.0138941,-0.97670924,-1.69681149,8.38815789,1.69753086,8.38815789,8.92561983,-4.56191166,7.5040783,-10.06482429,0.789667,4.63215259
INDI,"indie Semiconductor, Inc.",0.13071895,0.2617801,0.19620667,0.8558262,0.65703022,31.21783877,-2.79542567,31.21783877,-4.375,5.37190083,28.78787879,14.69265367,1.4413489,4.51527224
WE,WeWork Inc.,0.64516129,0.64516129,1.2987013,1.05590464,0.32154341,9.09090909,-5.45454545,9.09090909,-41.35338346,-67.70186335,4,-77.52161383,2.5618649,14.37908497
TELL,Tellurian Inc.,-0.98522167,-0.24813896,-0.24813896,-1.47058824,-3.8277512,19.64285714,3.60824742,19.64285714,-26.37362637,-43.8547486,19.64285714,-14.1025641,1.3422166,11.45833333
KRNT,Kornit Digital Ltd.,-0.13192612,-0.63443448,-0.52562418,-1.64573408,-5.07479905,-1.08837614,-7.79220779,-1.08837614,-17.29159083,-20.61495458,-2.73972603,-75.7808336,2.1055484,8.49845883
SHYF,"The Shyft Group, Inc.",-0.0402564,-0.09285051,0,-0.24721879,-1.04230533,29.88736927,-1.94351655,29.88736927,39.54191876,27.22616233,28.79936179,-20.91599314,1.4787856,2.33064015
GGR,Gogoro Inc.,-0.32258065,0,-0.10775862,0,0.10799136,45.59748428,-1.4893617,45.59748428,47.4522293,-17.61565836,42.46153846,-53.13765182,0.8124381,3.05010893
OBNK,"Origin Bancorp, Inc.",0.05433306,0.03992905,-0.13557484,0.02715915,-1.1540526,0.38147139,-0.10845987,0.38147139,-11.42101467,-14.8995149,0.38147139,-12.24392568,0.4891276,3.87596899
TARO,Taro Pharmaceutical Industries Ltd.,0,0.53138492,0.69860279,1.2713282,-0.05282969,3.37465565,-1.57377049,3.37465565,-0.29890402,-15.6741573,1.28205128,-37.7694859,0.32567516,2.48322148
ACRS,"Aclaris Therapeutics, Inc.",0,0.05934718,-0.17761989,0.65671642,-0.23668639,6.98412698,-3.60411899,6.98412698,6.84844642,18.74559549,5.77526679,69.85887097,0.47016093,11.01796407
SES,SES AI Corporation,-0.31055901,0.3125,0.15600624,-0.155521,-3.45864662,1.9047619,-7.49279539,1.9047619,-47.88961039,-30.06535948,0.3125,-60.75794621,0.90594256,9.11949686
PRO,"PROS Holdings, Inc.",-0.20169423,-0.34239678,-0.24193548,-0.14127144,0.73289902,1.97856554,-1.15860967,1.97856554,-2.90423862,-2.01980198,0.08090615,-5.02879079,1.1823119,4.15466886
MNTV,Momentive Global Inc.,-0.33090668,-0.59405941,-0.8558262,-0.79051383,-1.56862745,7.57142857,-4.92424242,7.57142857,-4.6835443,-11.41176471,5.46218487,-55.4964539,1.6454856,5.17928287
CFFN,"Capitol Federal Financial, Inc.",-0.12269939,-0.06138735,-0.18393624,-0.18393624,-0.42813456,-5.89595376,0,-5.89595376,-1.21359223,-15.38461538,-5.6778679,-26.46793135,0.35674688,1.73482032
PTRA,Proterra Inc,0.10070493,0.30272452,0.10070493,0.30272452,-1.29096326,31.56498674,-1.97628458,31.56498674,-22.25705329,-13.28671329,29.16666667,-27.59124088,1.7175242,5.17598344
ATEN,"A10 Networks, Inc.",-0.03304693,-0.0990753,-0.19795447,-0.13205678,0.03306878,-9.01984366,-0.52596976,-9.01984366,-11.10458284,-1.62548765,-10.20771513,6.7748765,0.9702979,1.9320453
DMLP,"Dorchester Minerals, L.P.",0,0.13917884,0.8056042,1.01790102,-1.77440879,-3.44136318,-3.63454485,-3.44136318,1.4747191,4.63432295,-2.26580994,27.36888497,0.7942864,5.45007032
CPUH,Compute Health Acquisition Corp.,0,0,0,0,0.19493177,1.78217822,0.19493177,1.78217822,2.6973027,4.47154472,1.98412698,6.3081696,0.0165258,1.08161259
DDL,Dingdong (Cayman) Limited,0,0,-0.52192067,-0.52192067,-1.85375901,11.47540984,-7.03125,11.47540984,69.39501779,10.44083527,8.8,18.4079602,0.00263874,9.87124464
ME,23andMe Holding Co.,-0.20491803,-0.20491803,-0.40899796,-0.20491803,-0.40899796,12.5,-3.187251,12.5,-24.0625,-19.53642384,8,-41.44578313,1.7557454,5.46638655
ALLO,"Allogene Therapeutics, Inc.",-0.13020833,0.26536988,0.5242464,0.32701112,-1.35048232,21.93958665,-3.15656566,21.93958665,-27.16049383,-39.93735317,18.73065015,-27.2985782,1.382578,5.68031704
SG,"Sweetgreen, Inc.",-0.1001001,-0.6470881,-0.99206349,-1.33465151,-3.80722892,16.45274212,-4.95238095,16.45274212,-47.91231733,-42.01045904,13.53811149,-64.33166548,1.0962551,6.41925777
HERA,FTAC Hera Acquisition Corp.,0,0,0,0,0,0.44510386,0,0.44510386,1.70255383,3.20121951,0.56944788,4.58290422,0.01065428,0.09847366
CARS,Cars.com Inc.,-0.18105009,-0.18105009,-0.54119062,-0.54119062,-1.89798339,20.18881627,1.03785104,20.18881627,16.14035088,36.7768595,18.63799283,12.73841962,0.82381576,4.18877236
GABC,"German American Bancorp, Inc.",0.05353319,-0.02674512,-0.18691589,-0.21356113,-0.26680896,0.18766756,0.59219381,0.18766756,-4.32667691,0.26831232,0.21453473,-3.3367822,0.33531436,1.6357983
CDE,"Coeur Mining, Inc.",0,-0.00512794,-0.38314176,-0.12804097,-0.51020408,16.07142857,-1.51515152,16.07142857,-2.5,25.80645161,12.71676301,-12.35955056,0.98547333,2.9562982
INBX,"Inhibrx, Inc.",0.11947431,-0.03976143,-0.90658258,-0.90658258,-3.93580436,1.98863636,-7.40604274,1.98863636,-22.41432541,43.76430206,1.5763945,8.55291577,2.0234723,9.82780663
SPTN,SpartanNash Company,0.1618123,0.1618123,0.09702458,0.19423762,-0.25781502,2.24867725,0.58555628,2.24867725,-13.41360963,-6.16084977,1.54351396,26.77326773,0.7952061,2.83398955
USNA,"USANA Health Sciences, Inc.",0.24660912,0,0.01757469,-0.09655051,0.33497884,6.69172932,1.15843878,6.69172932,6.71178793,-18.3074266,5.11111111,-40.56544503,0.41690895,2.05467215
COWN,Cowen Inc.,0.03860507,0.05148005,0.05148005,0.05148005,0.03860507,0.64733299,0.07723996,0.64733299,0.51719679,1.0923277,0.6212788,28.36856011,0.8206675,0.10298661
OSTK,"Overstock.com, Inc.",0.02106594,-0.25210084,-0.79398245,-0.31492757,-1.22737674,22.57231405,-1.94214876,22.57231405,-2.34567901,-18.89952153,20.27369488,-39.10700539,2.2891176,5.88988476
DFH,"Dream Finders Homes, Inc.",-0.51020408,-0.51020408,0.62525264,0.86206897,2.99295775,35.1039261,4.46428571,35.1039261,3.08370044,-8.30721003,32.20338983,-33.10463122,0.8254633,6.44144144
PUMP,ProPetro Holding Corp.,-0.05277045,-0.05277045,-0.26329647,0.37095919,-1.14822547,-8.7753134,-0.42105263,-8.7753134,-21.88274154,-2.97435897,-8.59903382,-9.30009588,0.8592606,3.6637931
PRG,"PROG Holdings, Inc.",0.09246417,0.20828512,0.5340144,0.62746921,0.16192459,28.18235642,1.1682243,28.18235642,27.95508274,16.90064795,26.09202097,-42.03480589,1.8136389,2.6713948
GDEN,"Golden Entertainment, Inc.",-0.18387182,-0.34093889,-0.73145246,-0.70551346,-1.88484379,1.60427807,-3.33248537,1.60427807,-11.33924405,-15.76147196,0.07900974,-12.68382353,1.036618,4.47839831
MRC,MRC Global Inc.,-0.15444015,-0.03865481,-0.69124424,-0.23148148,-0.69124424,11.5716753,0.7800312,11.5716753,26.66666667,12.54355401,11.18760757,75.30529172,1.0557458,3.56294537
PLAB,"Photronics, Inc.",0.17177212,0.28661508,0.17177212,0.37234439,0.08581236,3.95127748,-7.04038257,3.95127748,5.83787054,-27.25571726,1.24421296,4.07495538,1.8606685,10.57579318
TMP,Tompkins Financial Corporation,-0.05366966,-0.06707808,-0.0804829,-0.32115616,-0.4277503,-4.25367363,-1.42003981,-4.25367363,-10.48445409,-2.6474443,-4.8424289,-6.0816791,0.48402315,1.44049542
CLFD,"Clearfield, Inc.",0.04245083,-0.35938271,-1.2500873,-0.20467217,-2.36155227,-24.88846399,2.24117987,-24.88846399,-42.19260955,-31.76686288,-24.95223944,26.85683531,1.4176518,6.17822358
CYRX,"CryoPort, Inc.",-0.04562044,0.13711152,-0.34114169,1.10752192,-1.61652447,26.28242075,-5.02817512,26.28242075,-23.04179838,-41.30725958,22.470654,-39.67511013,2.5211961,8.16533958
MATW,Matthews International Corporation,-0.02836879,-0.36754312,-0.61341042,-0.85806724,-0.62041737,15.76872536,1.9086177,15.76872536,30.08490218,31.14998139,13.64076104,4.9434187,0.7586708,4.23188406
SNCY,"Sun Country Airlines Holdings, Inc.",0.27352298,0.21869874,0.16393443,0.43835616,-2.03099947,15.51071879,-1.97966827,15.51071879,8.85323827,-10.546875,13.71818746,-24.54695222,0.98936826,2.85087719
LPRO,Open Lending Corporation,-0.05952381,0.05959476,0.29988411,0,-0.82693444,24.44444444,-3.22580645,24.44444444,13.97557666,-20.07611798,23.52941176,-49.30597465,1.3686152,4.01437987
AMWL,American Well Corporation,0.13020833,0.65445026,-0.12987013,0.39164491,-1.66240409,36.04240283,-4.22885572,36.04240283,-7.22891566,-9.41176471,32.75862069,-10.25641026,1.5945005,7.3878628
ENTA,"Enanta Pharmaceuticals, Inc.",0.42243835,0.27467138,0.45204403,-1.0742282,-1.42719383,9.5227859,-2.05690119,9.5227859,11.51236594,-16.06260297,9.03060133,-9.47050462,1.0411257,3.09970385
LMND,"Lemonade, Inc.",-0.09794319,-0.3257329,-0.71382219,-0.22823606,0.19646365,11.84210526,0.99009901,11.84210526,-38.55421687,-27.83018868,7.89844852,-44.56521739,2.4299555,6.84104628
PAY,"Paymentus Holdings, Inc.",-0.23201856,-0.34762457,-0.73868883,-0.46296296,-1.71428571,7.36579276,-3.26209224,7.36579276,-18.328585,-48.68735084,5.78105781,-62.51089799,1.4098334,3.61305361
NSSC,"NAPCO Security Technologies, Inc.",0.10449321,0.10449321,-0.24297119,-0.34674064,-1.03305785,4.58515284,-1.7771702,4.58515284,0.55983205,11.00811124,4.01737242,48.37377388,1.1233641,2.75549355
GOTU,Gaotu Techedu Inc.,0.74274139,0,0,1.77353342,-2.48366013,58.05084746,-8.35380835,58.05084746,430.65869967,130.24691358,47.43083004,128.83435583,-0.6976235,11.20218579
BYND,"Beyond Meat, Inc.",-0.09121313,-0.36083568,-1.08368453,-0.27314112,-5.19330641,33.63119415,-11.12911939,33.63119415,2.74828232,-50.67466267,30.55555556,-70.91584158,2.2311022,12.72838002
STRL,"Sterling Infrastructure, Inc.",0.05802147,-0.05795422,-0.07243228,0.43680839,0.50939525,5.09146341,-0.08695652,5.09146341,27.38359202,38.93591294,3.98190045,36.8943606,0.6665053,1.66318944
UAN,"CVR Partners, LP",-0.46483428,-0.50675897,-1.00005025,-0.97029008,-1.8337652,-1.86915888,-3.83865939,-1.86915888,-12.65494455,-18.34202035,-3.42465753,3.89473684,0.94667536,4.7715736
NIC,Nicolet Bankshares Inc.,0.04229522,0.15525759,0.11286682,0.02819284,-0.30907558,-11.07908259,-0.50483803,-11.07908259,-6.79190751,-10.84443327,-12.19059406,-21.67145065,0.6148998,1.89694224
MGI,"Moneygram International, Inc.",0,0,0,0.04636069,-0.04631774,-1.01010101,-0.82796688,-1.01010101,1.79414542,5.99803343,-1.01010101,24.05063291,0.1243287,1.02230483
AMSF,"AMERISAFE, Inc.",0.25925926,0.38939366,0.25925926,-0.07382798,-0.20276498,3.98306715,-0.01850139,3.98306715,-7.44990581,18.09440559,3.92307692,5.25905727,0.5035709,4.60195464
OFLX,"Omega Flex, Inc.",-1.01412418,-1.01412418,-1.01412418,-1.01412418,2.67114069,9.85855122,-1.72546012,9.85855122,6.79166667,-16.31020408,9.42469847,-26.02640883,0.66371715,4.21469801
AZZ,AZZ Inc.,-0.31287605,-0.456621,-0.57609217,-0.24084778,-0.29367869,3.00995025,-0.83812261,3.00995025,2.60158573,-3.29285381,2.02020202,-9.78213508,0.88675296,1.18106143
ALTI,"Alvarium Tiedemann Holdings, Inc.",-0.33039648,0,-1.52339499,0,0.55555556,-16.04032997,-4.08376963,-16.04032997,-8.67397807,-7.47474747,-16.72727273,-7.47474747,0.0189951,10.48794167
PFBC,Preferred Bank,-0.02895194,-0.28876697,-0.23114707,-0.04342162,-0.63309353,-7.43768427,-0.11569053,-7.43768427,-10.7392091,-3.49308369,-8.18822278,-12.01273885,0.52958804,1.48588886
CRNX,"Crinetics Pharmaceuticals, Inc.",0.31479538,0.31479538,-0.52029136,-0.67532468,-2.14943705,4.3715847,-6.37254902,4.3715847,3.13174946,-2.10148642,4.08719346,10.98198722,0.09398936,7.42496051
KIDS,OrthoPediatrics Corp.,-0.11143303,-0.35571365,-0.17817372,0.20120724,-2.96600996,12.96249685,-5.27648797,12.96249685,11.89229619,-6.86864495,12.03195207,-1.77281681,1.1390779,5.9244355
TWI,"Titan International, Inc. (DE)",-0.12224939,-0.18326206,-0.27464144,-0.12224939,0.09188361,6.65796345,-0.42656917,6.65796345,8.14030443,14.74719101,5.96627756,73.64505845,0.75876105,2.06035894
BANC,"Banc of California, Inc.",-0.05873715,0,-0.08807986,-0.08807986,-0.43885313,6.84243566,-1.27610209,6.84243566,1.67264038,-1.04651163,6.24219725,-10.9832636,0.69036126,1.41176471
CNDT,Conduent Incorporated,-0.10537408,0.31746032,0.10559662,0.10559662,-0.83682008,17.03703704,0,17.03703704,13.94230769,17.03703704,15.89242054,2.81995662,1.2098507,2.5751073
INNV,InnovAge Holding Corp.,0.92715232,0.92715232,-1.42302717,-1.42302717,-0.1310616,5.01392758,-1.17955439,5.01392758,20.06369427,73.33333333,3.85674931,57.08333333,0.4686143,6.93181818
ASTS,"AST SpaceMobile, Inc.",0.19607843,-0.1953125,-0.87293889,-0.38986355,-0.48685492,6.01659751,-4.48598131,6.01659751,-31.77570093,-24.2962963,4.92813142,0.59055118,1.7844323,5.96577405
CCRN,"Cross Country Healthcare, Inc.",0.29271862,-0.07291287,-0.3997093,-0.01823819,-0.83212735,3.048551,0.32979113,3.048551,-26.94770544,1.07050572,3.0873494,42.38169527,0.6632161,4.44938821
CLBT,Cellebrite DI Ltd.,0.37383178,0.37383178,0.37383178,-0.18587361,0.37383178,23.16513761,1.51228733,23.16513761,10.49382716,0.18656716,22.32346241,-0.92250923,0.78979856,6.07843137
PRA,ProAssurance Corporation,0.31982942,0.07976602,0.15965939,0.10638298,-0.37056644,7.72753291,-0.26497085,7.72753291,-15.30153015,-12.66821346,7.72753291,-18.87931034,0.48426118,1.43923241
DOLE,Dole plc,-0.09337068,-0.00093457,-0.32603633,-0.18656716,0.23419204,10.88082902,0.46948357,10.88082902,24.41860465,13.82978723,9.85626283,-18.44512195,0.7123036,2.66666667
DCGO,DocGo Inc.,-0.4527163,-0.4527163,0.55894309,0.91789903,1.95775374,39.88684583,-0.60301508,39.88684583,-0.70281124,23.47066167,36.79114799,61.07491857,1.1287802,4.05405405
LMAT,"LeMaitre Vascular, Inc.",0.07613661,0.07613661,-0.18442178,0.2069266,-1.53039384,0.02172968,0.32693984,0.02172968,5.93785961,-11.0531401,-0.56167639,13.15142576,0.4837785,3.28410844
BGS,"B&G Foods, Inc.",-0.03536068,-0.3875969,-0.70249385,-0.21178962,-0.24700071,26.7264574,0.64102564,26.7264574,-13.89396709,-44.78311841,25.71174377,-54.12337662,0.7267567,3.40706052
MYTE,MYT Netherlands Parent B.V.,-0.25575448,-0.0853971,-0.99680144,-1.18243243,-2.09205021,31.5375982,-1.84254606,31.5375982,2.80701754,-14.20204978,29.78959025,-29.82035928,1.3059156,6.20629371
MLAB,"Mesa Laboratories, Inc.",-0.04229,-0.47894737,-0.47894737,-0.47894737,-0.77661752,13.97629505,-1.98168365,13.97629505,40.62801574,-11.21109861,13.17282992,-30.20154011,0.8891916,3.29908918
SKYW,"SkyWest, Inc.",0.07520682,0.05012531,-0.2747939,-0.24987506,-1.09018831,20.83585706,-1.53010859,20.83585706,11.01836394,-17.73195876,18.82072662,-46.54340836,1.0076591,2.66197891
CMCO,Columbus McKinnon Corporation,-0.02836075,0.0567698,-0.05670542,0.14204545,-0.53611738,8.43855867,-0.3960396,8.43855867,22.55482074,7.51145038,7.4458346,-18.09723191,1.1546121,1.96637219
COGT,"Cogent Biosciences, Inc.",0.20905923,-0.03475843,-0.48442907,0,0.10442047,24.22145329,-0.48510049,24.22145329,4.28467683,36.50190114,23.47377472,110.86637298,0.274139,3.18021201
LXU,"LSB Industries, Inc.",-0.24449878,-0.16313214,-0.64935065,0,-0.56864338,-8.04511278,-3.5488959,-8.04511278,-30.62960862,-15.65517241,-9.13818722,31.08252947,0.18016675,3.6794767
APOG,"Apogee Enterprises, Inc.",-0.0221533,0.08871147,0.06651885,-0.01107788,-0.72591289,1.41700405,0.17773828,1.41700405,-2.61339093,9.54810496,0.73726542,0.98544233,1.0011603,2.59118339
SPH,"Suburban Propane Partners, L.P.",0.19083969,0.19083969,0.31847134,0.38240918,0.25461489,3.75494071,-1.86915888,3.75494071,-3.66972477,-0.37950664,3.27868852,3.21100917,0.5601979,2.55591054
WOW,"WideOpenWest, Inc.",0.08787346,-0.0877193,-0.78397213,-0.43706294,-1.47058824,25.02744237,0.26408451,25.02744237,-18.64285714,-37.00221239,23.00215983,-36.72222222,1.1371107,3.36879433
DAO,"Youdao, Inc.",0,-0.17840455,-0.42372881,-0.42372881,-3.42465753,31.04089219,-10.87231353,31.04089219,100.85470085,64.71962617,27.48643761,-39.79504697,0.05563926,12.51778094
VECO,Veeco Instruments Inc.,0.07745933,-0.2829946,-0.51334702,-0.20597322,-1.27356088,4.25188375,-3.29505741,4.25188375,4.53318942,-11.26889601,2.541027,-24.86423584,1.1453786,3.4607438
TNK,Teekay Tankers Ltd.,0.03405995,-0.11902738,-0.27469449,0.03405995,-1.88742275,-4.67380721,-1.14439583,-4.67380721,-8.21875,29.61165049,-3.06930693,186.53658537,0.4067586,3.97882514
