Ticker,Description,"Change 1m, %","Change 5m, %","Change 15m, %","Change 1h, %","Change 4h, %",Change %,"Change 1W, %","Change 1M, %",3-Month Performance,6-Month Performance,YTD Performance,Yearly Performance,1-Year Beta,Volatility
MCS,Marcus Corporation (The),-0.13540961,-0.13540961,-0.23672641,-0.23672641,-0.43874452,-0.94022834,-0.94022834,2.50173732,-2.83267457,-16.90140845,1.6540317,-8.61214374,0.79442775,2.25409836
VTOL,"Bristow Group, Inc.",0.03320053,0.03320053,0.03320053,0.03320053,0.5338672,0.87043857,0.87043857,11.05786952,-1.08338805,17.83339851,10.36630037,-8.28006088,0.9719353,2.28212954
LYLT,Loyalty Ventures Inc.,-0.11580776,1.47058824,1.2,1.2,-0.49294667,-9.53809524,-9.64285714,-21.26556017,57,-37.7147541,-22.46122449,-93.58859264,1.3715667,17.22222222
GDRX,"GoodRx Holdings, Inc.",0,-0.09425071,0.28382214,0.28382214,-1.0270775,-0.37593985,-0.37593985,13.73390558,-3.63636364,-14.37802908,11.57894737,-75.63218391,2.3999178,6.99029126
CHWY,"Chewy, Inc.",-0.07900677,-0.19165727,0.04520285,0.04520285,-0.92882722,-3.58309736,-3.58309736,19.37702265,11.1627323,6.79131484,16.57887806,1.31609064,2.4087439,4.91279728
KE,"Kimball Electronics, Inc.",-0.65572848,-0.65572848,-0.84269663,-0.84269663,-1.67130919,-3.36331639,-3.36331639,9.38468349,17.77883699,15.1444548,8.32967996,32.7780763,0.9590539,3.88466208
SPSC,"SPS Commerce, Inc.",-0.08549232,-0.08549232,0.26109661,0.26109661,0.15649452,-1.68469522,-1.68469522,4.73798957,5.13912772,7.50879156,3.16358616,16.96956522,1.3120903,3.13583597
VIVO,Meridian Bioscience Inc.,0,0.0147167,0.0147167,0.0147167,0,0.02943774,0.02943774,2.31857874,6.15432677,7.3278585,2.19548872,64.39283986,0.2143626,0.11782032
VTRU,Vitru Limited,0,0,0,0.14492754,0.14492754,-1.37963844,-1.37963844,-7.86666667,-9.43643512,27.41241549,-9.47598253,46.91708009,0.12140653,3.59605911
MLNK,"MeridianLink, Inc.",-0.14060303,0.06261741,0,0,-0.62189055,1.26742712,1.26742712,16.38747269,-11.51716501,-11.17287382,16.04938272,-10.12373453,0.75732434,3.40398202
BOX,"Box, Inc.",0.00970816,-0.06258801,0.04699248,0.04699248,-0.07822278,-0.57596513,-0.57596513,2.58592997,9.14217362,10.65488565,1.47759771,30.2406199,1.1082988,1.73611111
BJRI,"BJ's Restaurants, Inc.",-0.08020533,-0.27217419,-0.27217419,-0.27217419,-0.14427701,-0.17628205,-0.17628205,18.06292646,-6.24623721,33.44044559,16.64794007,6.91726742,1.274617,1.99287103
DV,"DoubleVerify Holdings, Inc.",0.11115228,0.2969562,0.2969562,0.2969562,-0.73475386,-1.95652174,-1.95652174,23.22404372,-9.40743221,17.29518856,21.78217822,14.27364865,1.5081005,6.07755406
WDFC,WD-40 Company,-0.02896871,-0.16200891,0.17998142,0.17998142,-0.09443406,-0.23704903,-0.23704903,7.03430308,6.24345792,-3.97350993,6.22383649,-21.50395778,0.73093134,2.08724754
JAKK,"JAKKS Pacific, Inc.",0.04935834,0.04935834,0.04935834,0.04935834,-1.07514287,-3.61388493,-3.61388493,15.89479703,10.5837425,-18.33199033,16.02747567,162.22509702,1.1600186,4.77132262
MSGS,Madison Square Garden Sports Corp.,-0.02762584,-0.02762584,-0.13246495,-0.13246495,-0.15450833,0.27154336,0.27154336,-1.30366007,14.54073558,17.08295587,-1.79114199,13.48469644,0.5080877,1.77265668
STG,Sunlands Technology Group,2.08248265,2.08248265,2.08248265,-1.28928284,-1.28928284,6.80034874,6.80034874,68.03840878,207.01754386,121.92028986,65.54054054,180.96330275,0.4627112,13.06306306
PUBM,"PubMatic, Inc.",-0.03331113,-0.03331113,-0.13311148,-0.13311148,-0.29900332,-1.15283267,-1.15283267,17.13505074,-16.63888889,-11.63133098,14.54198473,-28.30864787,1.3778285,2.28956229
SKIL,Skillsoft Corp.,0,0,-2.33766234,-2.33766234,-1.82767624,2.17391304,2.17391304,44.61538462,2.73224044,-53.11720698,45.73643411,-72.87157287,1.7870908,6.62983425
CTRN,"Citi Trends, Inc.",0,1.06977487,0.90865615,0.90865615,0.76408787,-1.46326276,-1.46326276,19.52416918,37.01298701,30.03286771,17.43970315,-33.92484342,1.9594384,4.08886027
RCUS,"Arcus Biosciences, Inc.",-0.08944544,-0.29011381,-0.26785714,-0.26785714,-0.26785714,-3.41547773,-3.41547773,8.0270793,-13.27639752,-13.87818042,7.45550746,-23.38820302,1.1960763,3.95505618
WING,Wingstop Inc.,-0.0320041,-0.10234105,-0.30639602,-0.30639602,-0.46523485,-1.04542863,-1.04542863,13.48641186,-2.30812535,26.49226533,10.98635588,8.00082982,1.6763622,3.52170229
GLT,Glatfelter Corporation,0.23474178,-0.69767442,0.15480602,0.15480602,0.47058824,-1.83908046,-1.83908046,53.5971223,49.3006993,-28.23529412,50.88339223,-74.79338843,1.6939263,5.07246377
CIR,"CIRCOR International, Inc.",0,0,-0.07792714,-0.07792714,-0.65853186,-1.40330642,-1.40330642,7.03255426,22.00285442,43.42841163,4.9304419,-0.09738995,1.5198885,1.46227335
VECO,Veeco Instruments Inc.,0.05136107,-0.05130836,-0.1025641,-0.1025641,-0.76413653,-2.74588118,-2.74588118,4.84391819,5.12682137,-10.76500229,3.12334569,-24.43754849,1.1453786,3.24742268
RICK,"RCI Hospitality Holdings, Inc.",0.03805589,0.03805589,0.03805589,0.03805589,-0.77103189,-2.2886576,-2.2886576,-1.27159566,7.46992174,56.15241005,-2.69169751,38.45748683,1.025134,2.63788969
EVC,Entravision Communications Corporation,-0.15822785,-0.15822785,0.07930214,0.07930214,-0.15822785,0.31796502,0.31796502,31.45833333,34.25531915,20.6500956,31.18503119,13.28545781,1.1888958,5.13245033
VTNR,"Vertex Energy, Inc",0.06925208,-0.06915629,0.13860014,0.13860014,-1.83423913,1.61744023,1.61744023,16.53225806,-17.33409611,-49.01199718,17.28896104,111.87683284,0.60884076,6.16147309
DCO,Ducommun Incorporated,-0.35024174,-0.35024174,-0.35024174,-0.35024174,-0.40378436,-0.70510767,-0.70510767,11.67694155,16.45543728,14.70764803,11.54298281,34.24879692,1.0502452,0.98792339
REVG,"REV Group, Inc.",0,-0.4,-0.4,-0.4,-0.08025682,-4.88922842,-4.88922842,-1.34706815,-10.68866571,7.69896194,-2.42946708,-5.17897944,1.0598624,7.11947627
SPNS,Sapiens International Corporation N.V.,0,0,0,0,0.72892938,-1.1622709,-1.1622709,19.64285714,11.10552764,-3.2808399,17.73162939,-26.10294118,0.92724484,2.4736601
CCF,Chase Corporation,-0.50596669,-0.50596669,-0.50596669,-0.50596669,-0.16995614,0.12647091,0.12647091,5.54718294,-5.49615944,2.14854707,4.68552374,-3.3492569,0.55507845,0.66886689
INSE,"Inspired Entertainment, Inc.",-0.13614704,0.06821282,0.13651877,0.13651877,-0.06811989,-1.67560322,-1.67560322,15.78531965,41.19345525,37.61726079,13.80915438,22.86432161,1.3256658,4.33566434
REX,REX American Resources Corporation,-0.0623053,-0.0623053,-0.1556178,-0.1556178,-0.61957869,1.16682435,1.16682435,0.69052103,5.35303777,0.40698632,0.65892689,2.32864983,0.5485094,3.3290653
IDT,IDT Corporation,-0.02013652,-0.02013652,-0.02013652,-0.02013652,-0.66429298,-0.8324306,-0.8324306,3.99041534,10.4187712,9.42883825,3.33015873,-16.08679461,1.132611,2.48275862
RMAX,"RE/MAX Holdings, Inc.",0.06179522,0.06179522,0.06179522,0.06179522,-0.47689547,-1.14215686,-1.14215686,19.01126609,13.12442631,-13.64850136,17.25,-21.77820874,1.1277863,1.49977447
CPRX,"Catalyst Pharmaceuticals, Inc.",0,-0.25212732,-0.09469697,-0.09469697,-1.21722846,1.96520619,1.96520619,-14.91935484,13.35959885,48.5915493,-15.37433155,197.46240602,0.81554127,5.16002613
SHIP,Seanergy Maritime Holdings Corp,-0.54915855,-0.56677294,-0.55796652,-0.55796652,0.25,-1.10974106,-1.10974106,13.29969728,24.75555556,-22.02777778,9.17930766,-37.79501385,0.08109511,5.2832244
TPB,"Turning Point Brands, Inc.",0.02708606,-0.10383944,0.11456056,0.11456056,-0.25615334,0.46599386,0.46599386,5.85390661,-3.63552189,-4.55939975,5.22150735,-30.23705058,0.6036527,2.14323491
SOVO,"Sovos Brands, Inc.",0.14880952,-0.18539118,0.37285608,0.37285608,-0.2962963,-1.68005844,-1.68005844,-6.33263744,-3.99429387,-7.10835059,-6.20209059,-3.58166189,0.5206728,2.99177263
VAL,Valaris Limited,-0.07034822,-0.24578652,-0.28780008,-0.28780008,-0.99665459,-4.34343434,-4.34343434,5.03549246,4.61776403,38.77491208,6.53217339,76.85507968,0.8587276,4.54359855
CRAI,"CRA International,Inc.",0.19552835,0.19552835,0,0,0.03395009,1.73500216,1.73500216,-3.73274524,14.61635709,18.33333333,-3.70915033,44.52483139,0.5454855,2.14273371
KARO,Karooooo Ltd.,1.07956817,1.07956817,1.07956817,-0.87324087,-3.47460863,-3.47460863,-3.47460863,8.49785408,2.47263883,-14.85348602,8.26552463,-28.38526912,1.1151448,7.64488286
PX,"P10, Inc.",-0.08952551,-0.08952551,-0.44603033,-0.44603033,-0.35714286,-1.41342756,-1.41342756,4.5923149,6.89655172,-6.61087866,3.04709141,-4.69684031,0.538223,1.97132616
SNPO,Snap One Holdings Corp.,-0.10615711,-0.10615711,-0.52854123,-0.52854123,-0.84299262,-2.7892562,-2.7892562,26.99055331,-21.64862614,-17.88830716,25.80213904,-46.25928041,1.2665138,5.2173913
ARCE,Arco Platform Limited,-0.11139993,-0.11139993,-0.03716091,-0.03716091,-0.18552876,0.22354694,0.22354694,-0.37037037,16.95652174,-11.74540682,-2.03932993,-34.74041727,1.3362916,3.03951368
IESC,"IES Holdings, Inc.",-0.5259006,-0.5259006,-0.5259006,-0.5259006,-1.46974942,-4.03348554,-4.03348554,6.35366882,14.11764706,14.67111246,7.16713881,-19.90260428,0.8060784,4.20301348
CERT,"Certara, Inc.",0.05292405,-0.15843676,-0.07928118,-0.07928118,0.1589404,-1.17616309,-1.17616309,17.64156814,51.36108887,-18.30164218,14.16062802,-20.50042052,1.6377053,4.02392605
ITRI,"Itron, Inc.",-0.10741139,-0.10741139,0.00896138,0.00896138,-0.64102564,-1.13394755,-1.13394755,10.16781836,12.52268603,-3.35988916,8.70835769,-7.09290709,1.4395369,1.95086705
TTGT,"TechTarget, Inc.",0,-0.03571975,-0.01020825,-0.01020825,-0.84025106,-2.94292509,-2.94292509,11.15524285,-25.60382804,-27.70150576,9.49027498,-35.74521123,1.0655407,3.70067471
PNRG,PrimeEnergy Resources Corporation,0,0,0,0.58505112,0.03262643,0.03262643,0.03262643,5.88235294,12.09554567,12.85889571,5.96774194,20.86727989,-0.14516063,1.0989011
TTD,"The Trade Desk, Inc.",0,-0.20032051,0.16083635,0.16083635,-0.75697211,-4.10009625,-4.10009625,11.1309391,-10.08843169,2.3838882,8.32789737,-18.18032518,1.8175972,5.8691665
DSGR,"Distribution Solutions Group, Inc.",-0.9840558,-0.9840558,-0.9840558,-0.43837675,-0.43837675,-2.27440374,-2.27440374,7.82691264,32.08707212,-18.85463454,7.4770146,-14.25026969,0.28814426,5.1201409
BH,Biglari Holdings Inc.,0.60776182,0.60776182,0.59530883,0.59530883,0.59530883,2.49836045,2.49836045,17.10511527,16.45070927,34.77769486,16.20926575,42.38078136,0.554239,3.16845446
JOUT,Johnson Outdoors Inc.,-0.11943864,-0.11943864,-0.1641546,-0.59435364,0.81374322,0.79855356,0.79855356,1.17967332,25.82283242,-0.29806259,-0.22371365,-21.29411765,0.80721444,3.46979151
USPH,"U.S. Physical Therapy, Inc.",-0.02100399,0.36900369,0.06306496,0.06306496,-1.02921302,-0.22010271,-0.22010271,17.48735036,6.03697928,-25.59012037,17.14039621,2.15688379,0.54579544,2.68977249
PMTS,CPI Card Group Inc.,-1.49880857,-1.49880857,-1.49880857,-1.49880857,-2.83727399,1.173063,1.173063,-3.18736142,74.56271864,98.80478088,-4.7969474,152.20216606,1.0573784,4.99276411
SIFY,"Sify Technologies Limited - American Depository Shares, each represented by one",0,0,0.57471264,0.57471264,0.57471264,2.33918129,2.33918129,51.97568389,12.17948718,-25.53191489,47.05882353,-38.16254417,1.4699864,8.92857143
VSEC,VSE Corporation,0.19757268,0.19757268,0,0,-0.26222139,0.01878287,0.01878287,13.58788396,14.76293103,31.80693069,12.7938996,5.73868149,1.1062526,1.51228733
OCSL,Oaktree Specialty Lending Corporation,0.0497265,0.02485707,-0.0496771,-0.0496771,-0.09930487,-0.88669951,-0.88669951,-2.37748666,0.7007007,-5.00472144,-2.94259527,-9.1237579,0.5533255,1.39442231
BLKB,"Blackbaud, Inc.",0.00815927,-0.02446982,-0.33338754,-0.33338754,-0.77713916,-0.80123017,-0.80123017,4.11994563,10.96324461,0.50016399,3.22553478,-7.70331325,0.62919575,1.76499428
CDAY,Ceridian HCM Holding Inc.,0.07088177,-0.06370779,-0.07078143,-0.07078143,-0.45127627,-2.9290429,-2.9290429,10.03897116,5.02901354,24.51931558,8.36659503,2.00867052,1.8325943,3.25145535
PRLB,"Proto Labs, Inc.",-0.08487523,-0.08487523,0.13610071,0.13610071,-0.03396739,-0.03396739,-0.03396739,15.27614571,-24.03200826,-41.26920774,13.89318885,-37.15566944,0.95348877,2.38836968
VIA,"Via Renewables, Inc.",0.30816641,0.30816641,-0.15337423,-0.15337423,-0.48762592,1.40186916,1.40186916,27.39726027,-8.18053597,-20.51282051,25.67567568,-42.08185053,0.7660179,2.90196078
DOCN,"DigitalOcean Holdings, Inc.",-0.0514668,-0.0514668,-0.03431709,-0.03431709,-0.68189567,-1.72064777,-1.72064777,14.36984688,-21.27027027,-33.61440292,12.08156983,-43.48079162,2.1827455,4.9122807
EBF,"Ennis, Inc.",-0.02421894,-0.02421894,-0.04842615,-0.04842615,-0.4341534,-0.57803468,-0.57803468,-6.85920578,-8.91438658,-5.10344828,-7.65100671,10.25641026,0.5182633,1.56346899
VLGEA,"Village Super Market, Inc.",0.87628753,0.87628753,0.99384345,0.99384345,0.99384345,0.81650571,0.81650571,-1.391155,3.21797753,0.5957074,-1.60239931,4.01268116,0.38681138,1.6644533
IAS,Integral Ad Science Holding Corp.,-0.09643202,-0.09643202,0.09661836,0.09661836,0.29041626,-0.86124402,-0.86124402,17.86120592,21.02803738,11.27819549,15.625,-30.37634409,1.6710706,2.35063663
PLOW,"Douglas Dynamics, Inc.",-0.04133283,-0.04133283,-0.04133283,-0.04133283,0.02900378,-0.52294959,-0.52294959,9.68335177,13.28620394,24.4087202,8.54269294,12.67471591,1.0070198,1.30461227
DLNG,Dynagas LNG Partners LP,-0.16863406,-0.16863406,-0.33670034,-0.33670034,-0.33670034,0,0,12.97709924,-1.33333333,-12.68436578,8.02919708,3.85964912,0.58556527,1.35135135
PLPC,Preformed Line Products Company,1.09292832,1.09292832,1.09292832,1.09292832,1.60813527,1.51210868,1.51210868,3.16964822,4.79268293,43.26442147,3.61750874,46.88888889,0.60263824,1.57645204
ASLE,AerSale Corporation,0.10911075,0,0.05452563,0.05452563,0.32804811,1.63389643,1.63389643,13.13193588,-13.44339623,3.20584927,12.85362854,32.87472846,0.8087588,4.55283164
RUTH,"Ruth's Hospitality Group, Inc.",0.05834306,-0.11648224,-0.23269343,-0.23269343,-0.57971014,-1.4933946,-1.4933946,10.7881137,-18.09933142,-4.08277405,9.375,-9.59409594,0.8760058,2.77449823
BELFA,Bel Fuse Inc.,0.70735875,0.70735875,0.70735875,0.70735875,-0.60052219,2.89189189,2.89189189,18.26984911,26.47840532,32.4173913,21.90201729,149.63934426,0.67241836,5.05464481
THR,"Thermon Group Holdings, Inc.",-0.1979327,-0.1979327,-0.30755712,-0.30755712,-0.35133948,0.53167922,0.53167922,12.99800797,26.901566,43.24494949,13.05430992,37.9331307,0.80904245,2.28699552
ITRN,Ituran Location and Control Ltd.,-0.31890661,-0.31890661,-0.31890661,-0.31890661,-0.31890661,0.82949309,0.82949309,3.54945575,-8.83333333,-15.39056458,2.81954887,-5.03472222,0.6761973,1.62883944
MSGE,Madison Square Garden Entertainment Corp.,-0.01033485,-0.29884584,-0.25773196,-0.25773196,-0.61633282,-0.87090164,-0.87090164,7.57171448,-2.8809476,-19.36156026,6.03901797,-26.62672531,0.9476051,3.14372831
VVX,"V2X, Inc.",0.232396,0.1393081,0.22075055,0.22075055,0.11606314,0,0,4.45628481,5.06699147,35.67159484,3.57829011,-6.19834711,0.8084724,2.81590156
NEWT,"NewtekOne, Inc.",0.05476451,0.13153568,0.21941854,0.21941854,0.05476451,-1.53473344,-1.53473344,12.52307692,12.38475722,-12.51196172,11.1550152,-29.94252874,0.963061,2.58525853
LEGH,Legacy Housing Corporation,0.36302781,0.36302781,-0.35531697,-0.35531697,1.40738814,-0.4613019,-0.4613019,2.42616034,3.24295587,46.34513941,2.42616034,-19.78521272,0.5383043,2.50260688
HLX,"Helix Energy Solutions Group, Inc.",-0.06410256,-0.128123,-0.128123,-0.128123,-0.25591811,0.19280206,0.19280206,5.62330623,9.02097902,91.05392157,5.91032609,117.13091922,1.303019,3.95450337
ASRT,"Assertio Holdings, Inc.",0.02478929,0.02478929,0,0,-0.73800738,0.6234414,0.6234414,-6.1627907,52.84090909,8.46774194,-6.81293303,73.17596567,1.0294052,5.53689567
HAYN,"Haynes International, Inc.",-0.26869682,-0.26869682,-0.26869682,-0.26869682,-0.13452915,1.80106052,1.80106052,21.85379733,12.83948115,39.92209098,20.87494572,62.27047508,1.240378,6.61848612
MNTK,"Montauk Renewables, Inc.",-0.13274336,-0.13274336,0.13309672,0.13309672,-0.30654523,-1.95482189,-1.95482189,2.3118767,-26.72077922,-10.86097946,1.39263252,11.73267327,0.5285964,2.95169946
EVH,"Evolent Health, Inc",0.0313087,0.15673981,0.07830854,0.07830854,0.34547739,2.17460825,2.17460825,13.78205128,0.44011317,-18.07692308,12.8975265,43.2735426,0.877105,2.79118004
TG,Tredegar Corporation,-0.08561644,-0.08561644,-0.08561644,-0.08561644,-0.08561644,-0.1710864,-0.1710864,14.18786693,8.65921788,12.21153846,13.30097087,1.30208333,0.6521441,1.89982729
EVCM,EverCommerce Inc.,-0.1927983,-0.1927983,0,0,-0.86177714,-2.28789323,-2.28789323,37.7688172,15.55806088,-12.39316239,35.04611331,-6.39269406,0.86288184,2.63800684
DENN,Denny's Corporation,0,-0.0832293,-0.0832293,-0.0832293,0,-0.62086093,-0.62086093,30.34744843,5.21472393,27.17161017,28.80901288,-18.44429348,1.0783097,2.11148649
TTSH,"Tile Shop Holdings, Inc.",0.20242915,0,0,0,-0.40241449,-0.2016129,-0.2016129,13.01369863,24.06015038,45.16129032,12.24489796,-22.65625,0.6267853,2.88065844
USLM,"United States Lime & Minerals, Inc.",-0.34368804,-0.34368804,-0.34368804,-0.34368804,-0.34368804,-1.14083399,-1.14083399,7.11849957,19.61445401,46.17547261,7.11849957,23.32733519,0.43654478,1.1539992
CSWC,Capital Southwest Corporation,0,0,0,0,-0.05291005,-1.20292887,-1.20292887,10.46783626,-1.87012987,-6.0199005,9.57076566,-21.16026711,0.79446524,1.74468085
DXLG,"Destination XL Group, Inc.",0.06925208,-0.06915629,0.27758501,0.27758501,-0.34482759,-1.83423913,-1.83423913,7.03703704,6.72082718,74.51690821,6.40648012,66.47465438,0.8854179,3.08123249
AXON,"Axon Enterprise, Inc.",-0.08017794,-0.27331714,-0.27105168,-0.27105168,-0.28649597,0.89243776,0.89243776,16.50696077,31.35829313,69.07468952,15.1536812,49.02867715,1.6167735,4.55862978
ELF,"e.l.f. Beauty, Inc.",-0.0438943,-0.28899203,-0.08775009,-0.08775009,-0.61103352,0.52064949,0.52064949,2.99276673,30.78071183,66.97449428,1.39754317,106.35869565,0.7788369,2.60815931
TBLA,Taboola.com Ltd.,-0.1286123,-0.1312336,-0.1312336,-0.1312336,-0.65274151,-1.42487047,-1.42487047,23.53896104,114.97175141,46.34615385,22.74193548,-30.94373866,1.9591504,3.20855615
BMRN,BioMarin Pharmaceutical Inc.,-0.01742009,-0.19128771,-0.25199861,-0.25199861,-0.1826087,-2.11477786,-2.11477786,10.91892937,31.57955066,32.01840138,11.44660194,38.55159928,0.6432394,2.51286973
FLWS,"1-800-FLOWERS.COM, Inc.",0,-0.3621314,0,0,-1.02774923,-4.93583416,-4.93583416,0.73221757,29.95951417,-8.37297812,-0.82389289,-35.84277149,1.0956234,5.192108
CRD.A,Crawford & Company,3.52564103,3.52564103,3.52564103,3.52564103,2.29612035,3.52564103,3.52564103,16.18705036,6.60066007,-13.86666667,17.45454545,-13.63636364,0.6353484,4.0192926
NINE,"Nine Energy Service, Inc.",-0.18925057,-0.34013605,0,0,-1.75111773,1.26728111,1.26728111,-9.25671025,113.00484653,388.33333333,-9.25671025,963.30645161,0.97634906,8.86698337
LE,"Lands' End, Inc.",0.05636979,0.05636979,-0.28089888,-0.28089888,-0.83798883,-1.49833518,-1.49833518,16.93017128,-16.66666667,-35.92057762,13.63636364,-51.15575124,1.6917126,3.01307561
IBEX,IBEX Limited,-0.2069225,-0.2069225,0.05658242,0.05658242,-0.50637659,3.653771,3.653771,6.74044266,37.50648004,42.09110973,5.50914877,103.56868764,0.28514925,4.96078431
OSTK,"Overstock.com, Inc.",0.02095118,-0.33402923,-0.22988506,-0.22988506,-0.68649886,-1.36363636,-1.36363636,23.29545455,-1.76954733,-18.42105263,20.9832742,-38.74775468,2.2891176,5.88988476
BBSI,"Barrett Business Services, Inc.",-0.07201646,-0.07201646,-0.07201646,-0.07201646,0.10306091,1.53669245,1.53669245,4.12735849,10.47543221,18.91527914,4.2391071,50.91671846,0.8084133,2.19399538
ATCX,"Atlas Technical Consultants, Inc.",-0.4599816,-0.4599816,-0.36832413,-0.36832413,-2.3465704,-3.7366548,-3.7366548,5.04854369,-29.09567497,-25.06925208,4.44015444,-45.95404595,1.1372036,8.50661626
TRVG,trivago N.V.,0,-0.27842491,0,0,0.5730659,2.03488372,2.03488372,30,68.75,17,30,-13.97058824,0.7500498,3.52941176
MSEX,Middlesex Water Company,0.08417508,0.08417508,0.32545805,0.32545805,-0.19186953,-3.1420924,-3.1420924,5.79636456,-7.7579519,-8.84897602,5.12820513,-16.08187135,0.5679788,3.58003857
DGII,Digi International Inc.,-0.0297619,-0.0892326,-0.0297619,-0.0297619,-1.06038292,0.17894423,0.17894423,-8.09849521,-16.71212497,14.56343793,-8.69801577,56.01486298,0.9366574,4.28768849
FF,FutureFuel Corp.,-0.11013216,-0.32967033,-0.32967033,-0.32967033,-0.43907794,0.22099448,0.22099448,11.56211562,34.17159763,25.6232687,9.01442308,21.58176944,0.9215319,2.34636872
NABL,"N-able, Inc.",0.04940711,0.04940711,0.14836795,0.14836795,-0.24630542,-0.9295499,-0.9295499,-1.5077821,-7.95454545,2.16952573,-2.92425695,-0.04935834,0.60289544,2.0979021
BBW,"Build-A-Bear Workshop, Inc.",-0.12541806,-0.12541806,0.06282723,0.06282723,-1.1584609,-1.11754967,-1.11754967,0.20973154,33.83753501,48.10911345,-0.95356551,42.62686567,1.034887,2.7072758
KEN,Kenon Holdings Ltd.,0.3931848,0.3931848,0.3931848,-0.16291952,-0.16291952,-0.68071313,-0.68071313,-7.15151515,-21.23393316,-30.09354324,-3.12993993,-39.41071782,0.75674933,2.01719577
CINT,CI&T Inc,1.44827586,1.44827586,-1.04527814,-1.04527814,-1.09262061,-0.53055917,-0.53055917,17.68,-7.50665054,-37.19868637,16.07283763,-33.13636364,1.7442198,6.13333333
GETY,"Getty Images Holdings, Inc.",-0.09107468,-0.09107468,0.41741423,0.41741423,-0.18198362,-1.43626571,-1.43626571,-1.08108108,-20.54992764,-81.7,-2.13903743,-44.60141271,2.0254893,6.5913371
AVD,American Vanguard Corporation,-0.0911577,-0.27297543,-0.22758307,-0.22758307,-0.81447964,-2.18652387,-2.18652387,0.96729618,-7.31501057,-5.47649849,0.82796688,45.0694904,0.57087934,2.60492701
NEOG,Neogen Corporation,0.02508781,-0.17876189,-0.30007502,-0.30007502,-0.4494382,-0.5239521,-0.5239521,30.89297439,47.66666667,-10.52513465,28.94566624,-42.64959724,1.2598408,1.6194332
NXGN,"NextGen Healthcare, Inc.",0,-0.21119324,-0.05288207,-0.05288207,0.05293806,2.9972752,2.9972752,0.63897764,-6.20347395,9.56521739,0.31847134,2.16216216,0.55461264,4.11635565
CLFD,"Clearfield, Inc.",-0.05642545,0.07062147,-0.83974808,-0.83974808,-2.15439856,2.44360902,2.44360902,-24.73974931,-42.07815566,-31.63176686,-24.80365103,27.10800144,1.4176518,6.17822358
LEE,"Lee Enterprises, Incorporated",-0.24937656,-0.24937656,-0.24937656,-0.0999001,-4.3062201,-4.3062201,-4.3062201,7.75862069,6.10079576,7.12372791,8.81392818,-41.84355917,0.50765336,7.06967213
GRNT,"Granite Ridge Resources, Inc.",0,0,0,0,-5.23489933,-8.4306096,-8.4306096,-21.81616833,-25.29100529,-28.90231621,-20.31602709,-28.17904374,-0.00164701,9.98573466
CALX,"Calix, Inc",0.07713817,-0.03852451,-0.18272745,-0.18272745,-1.07701106,1.55577299,1.55577299,-24.16337864,-29.79572511,-11.13869863,-25.30944157,25.80606061,1.0774701,4.5703125
VERX,"Vertex, Inc.",-0.07558579,0.05903635,-0.1510574,-0.1510574,-0.97378277,-0.75075075,-0.75075075,-8.8904204,-27.83842795,14.16234888,-9.82264666,-0.8252063,1.4944552,2.94117647
FWRG,"First Watch Restaurant Group, Inc.",0.02503912,0.02503912,-0.068793,-0.068793,-0.4423676,1.38959391,1.38959391,18.10051737,-7.47539085,-4.14517097,15.87382161,15.95791001,1.2027797,3.46598203
SGU,Star Group L.P.,0.17064846,0.17064846,0.17064846,0.17064846,-0.17006803,-1.26156434,-1.26156434,-2.57261411,32.50564334,16.69980119,-2.49169435,12.23709369,0.3737032,3.97236615
SGFY,"Signify Health, Inc.",0.08847992,0.08847992,0.07077141,0.07077141,0.01768347,-0.56298381,-0.56298381,-1.39567341,-3.45063205,53.83777899,-1.08505425,147.46059545,0.32659546,0.99115044
RCKY,"Rocky Brands, Inc.",0.32763505,0.32763505,0.32763505,0.32763505,0.74212176,0.59275124,0.59275124,29.25444539,53.0320802,-1.51645161,26.99625624,-23.94145491,1.4352485,2.9
ACMR,"ACM Research, Inc.",0.04152824,-0.2897351,-0.04149378,-0.04149378,-0.9864365,-3.56285028,-3.56285028,56.22568093,76.09649123,-28.47387173,23.03370787,-49.39779384,1.9390559,5.66835871
BVS,Bioventus Inc.,0,-0.5,1.01522843,1.01522843,-3.39805825,-5.68720379,-5.68720379,-23.75478927,-75.79075426,-77.36063709,-23.75478927,-83.912692,0.20083922,7.10659898
EPAC,Enerpac Tool Group Corp.,-0.03865481,-0.05797101,-0.01933114,-0.01933114,-0.17371164,0.03866976,0.03866976,1.6502947,0.85769981,27.25036891,0.97580016,47.65981735,0.8687452,2.06708268
MESA,"Mesa Air Group, Inc.",0,0,0.34722222,0.34722222,-1.02739726,-3.66666667,-3.66666667,88.88888889,87.66233766,20.41666667,87.66233766,-39.15789474,1.9696175,8.39160839
NHC,National HealthCare Corporation,-0.03453039,-0.03453039,-0.03453039,-0.39566489,-0.39566489,0.95902354,0.95902354,-2.68907563,-5.68496498,-17.68049511,-3.09623431,-10.49621271,0.35950315,2.01825202
CHUY,"Chuy's Holdings, Inc.",0.17944877,0.17944877,0.29964007,-0.38754841,-0.38754841,0.42012012,0.42012012,18.16219081,12.66812668,43.95135601,16.31269565,35.05613893,0.79526067,1.69645562
