Ticker,Description,Price,Market Capitalization,Price to Earnings Ratio (TTM),Price to Revenue Ratio (TTM),Basic EPS (TTM),EPS Diluted (FY),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ),Total Shares Outstanding
MEC,"Mayville Engineering Company, Inc.",15.44,311467215.3554256,115.19461078,0.59917074,0.136,-0.3652,8.25233147,242905000,20172700
HBB,Hamilton Beach Brands Holding Company,12.71,176431023.2262948,5.71936381,0.27137416,2.2067,1.5295,6.2647236,306609000,13881241
MG,Mistras Group Inc,5.125,153214371.33911365,45.52631579,0.2273902,0.1168,0.1281,7.69996413,370832000,29895500
GPP,Green Plains Partners LP,13.75,319643798.16849816,7.8961069,4.06938676,1.7287,1.7061,7.92096969,364654000,23246800
TTI,"Tetra Technologies, Inc.",3.945,507405223.5719697,62.55924171,0.9799171,0.0644,-0.1327,13.40317607,623990000,128620000
DLTH,Duluth Holdings Inc.,6.59,220254316.37219727,17.97420742,0.32152695,0.3746,0.9041,8.46876878,482518000,33422500
ASTE,"Astec Industries, Inc.",43.6,990262779.5649188,,0.83927836,-0.3641,0.7756,19.55105302,700460000,22712400
KTOS,"Kratos Defense & Security Solutions, Inc.",11.26,1418275656.8551111,,1.6627934,-0.2472,-0.016,34.00837197,1704200000,125957000
HMPT,Home Point Capital Inc.,1.75,242197725,,0.51828725,-0.777,1.1877,38.37580081,1876640000,138399000
UFPT,"UFP Technologies, Inc.",108.64,823339692.770642,22.07306889,2.53235582,4.8331,2.0862,17.72905506,729218000,7578610
GURE,"Gulf Resources, Inc.",3.4951,37299441.49064327,3.07775378,0.52378832,1.1112,-0.0883,-0.94595692,-47964600,10671900
PRPH,"ProPhase Labs, Inc.",8.19,133314880.95668314,4.47645429,1.12072777,2.0295,0.3954,2.39912599,214557000,16277800
AMPS,"Altus Power, Inc.",7.71,1224574740.364557,,12.71342406,-0.0335,0.0378,32.0286535,1989840000,158829000
MPAA,"Motorcar Parts of America, Inc.",13.95,270939448.8888889,,0.40072708,-0.2005,0.3763,10.98186112,551729000,19422200
VICR,Vicor Corporation,68.405,3014165936.014505,120.80639673,8.30549899,0.5977,1.2593,61.3299586,2462430000,44063518
UPLD,"Upland Software, Inc.",8.63,274244520.35558116,,0.87544392,-1.7043,-1.9215,14.04471314,651574000,31778000
CPSI,"Computer Programs and Systems, Inc.",29.215,424030491.5404129,22.38583849,1.29338174,1.2774,1.2586,11.47709683,533392000.00000006,14514100
NETI,Eneti Inc.,10.12,389077531.03652513,7.18083221,2.2803546,1.4123,1.2425,6.70081061,183971000,38446400
LIVE,Live Ventures Incorporated,35.4701,108266370.7612928,4.3905947,0.36641261,9.9535,7.8405,5.14250822,215634000,3052330
SNCR,"Synchronoss Technologies, Inc.",0.7949,72229545.34236024,,0.26262985,-0.0434,-0.9029,6.46983342,327367000,90866200
HSTM,"HealthStream, Inc.",23.89,730390587.7961621,77.7262181,2.73780366,0.3022,0.1849,14.78387261,624071000,30573100
DTC,"Solo Brands, Inc.",4.39,417171515.6161138,,0.53908085,-0.1436,0.113,17.29910894,634008000,94910047
PHX,PHX Minerals Inc.,3.62,132234408.97112861,6.50281618,1.94578333,0.5898,0.5905,3.61983024,142473000,36528800
RMNI,"Rimini Street, Inc.",4.74,418437706.48472506,6.41913976,1.07890725,0.7983,0.508,8.67216943,369885000,88278000
SCM,Stellus Capital Investment Corporation,14.03,274229457.50583386,13.69489614,3.12733662,1.0639,1.7226,19.16273168,816729000,19545900
LOCO,"El Pollo Loco Holdings, Inc.",11.77,436068888.1646959,21.11646157,0.93358331,0.5637,0.799,13.90109504,525611999.99999994,37049200
GLBS,Globus Maritime Limited,1.175,24184202.50000001,0.63505967,0.3312357,1.8266,1.0095,0.09657322,6421700,20582300
TAST,"Carrols Restaurant Group, Inc.",2.12,112939334.00000001,,0.06330099,-1.4424,-0.8623,31.81278703,1399250000,53273300
DOUG,Douglas Elliman Inc.,4.63,376178976.4094828,11.44830989,0.28177537,0.4054,1.2171,7.38182274,271537000,81248163
MITK,"Mitek Systems, Inc.",9.5901,428489787.8682121,63.46153846,3.20276413,0.1607,0.177,11.3332568,481031000,44680400
SAR,Saratoga Investment Corp New,26.88,319616633.0439926,23.43208593,3.4516291,1.155,3.992,18.54046966,816211000,11890500
DLA,"Delta Apparel, Inc.",11.85,82965045.81863979,4.25813371,0.16985932,2.8364,2.8012,6.8641344,318247000,7001270
TLYS,"Tilly's, Inc.",8.66,258444360.61379316,12.28813559,0.37539901,0.7154,2.0647,9.21329054,412740000,29843500
EPSN,Epsilon Energy Ltd.,5.8496,134701320.95566103,4.10606166,1.99508719,1.4488,0.4874,2.18367721,106178000,23027400
KBAL,"Kimball International, Inc.",7.18,261395196.03038675,,0.38963006,-0.1123,-0.427,7.56308328,298765000,36626010
AVAV,"AeroVironment, Inc.",88.78,2233466494.840181,,4.98225523,-0.3128,-0.1696,53.22821509,2336380000,25157300
RIOT,"Riot Platforms, Inc.",6.025,1007963843.4399683,,3.36015552,-2.909,-0.0848,16.07598388,718719000,167297000
GORO,Gold Resource Corporation,1.735,153370723.79239768,,1.04506631,-0.0039,0.1062,3.96051194,166516000,88398100
AVO,"Mission Produce, Inc.",12.25,865701763.6546186,,0.84116577,-0.4897,-0.4898,24.49966905,1356860000,70669500
ARTNA,Artesian Resources Corporation,57.39,542016888.3567795,28.81621512,5.6160959,1.9831,1.7852,16.90387618,642675000,9490982
MX,Magnachip Semiconductor Corporation,10.5,463840172.0221606,12.5,1.23468891,0.9074,1.2087,5.44846882,213875000,44175200
AGX,"Argan, Inc.",38.5,522687009.34884936,25.52225856,1.14364288,1.5058,2.4033,5.48629136,194156000,13576300
FAT,FAT Brands Inc.,6.7487,110643178.2598969,,0.29721302,-4.7467,-2.1548,30.20764572,1309690000,16580005
KRT,Karat Packaging Inc.,15.085,300312375.32370526,12.21650314,0.71831503,1.2488,1.0492,8.09487433,364265000,19908000
EXPR,"Express, Inc.",1.135,77528400.80530974,,0.03966898,-0.4658,-0.2172,21.57036564,928170000,68307000
NISN,"NiSun Intl Enterprise Development Group Co, Ltd",0.6006,22520796.11294118,0.47132446,0.0994315,1.2624,1.4126,-1.51916827,,37497200
NOVA,Sunnova Energy International Inc.,19.02,2185586133.6418533,,5.16400013,-1.2851,-1.2457,175.21436654,7633300000,114910000
GBTG,"Global Business Travel Group, Inc.",7.14,3300122405.29805,,0.36023821,-0.2917,0.0607,129.58605383,2349590000,462201981
SAMG,Silvercrest Asset Management Group Inc.,18.6344,266381670.5747009,8.43927509,1.41624379,2.2237,1.5163,6.66264564,170102000,9627460
RSVR,"Reservoir Media, Inc..",7.1,457054712.15602833,29.14427449,3.81291692,0.2439,0.2237,17.23075157,577798000,64373900.00000001
LYTS,LSI Industries Inc.,14.18,393883670.84583336,19.16932907,0.85223263,0.7756,0.537,11.54681613,420278000,27777400
LMAT,"LeMaitre Vascular, Inc.",45.825,1008190404.505776,47.96654469,6.36277129,0.966,1.253,22.89275406,1062940000,22000900
DLHC,DLH Holdings Corp.,12.37,167912567.29156426,7.51292149,0.44205568,1.8187,1.6424,4.95375358,214431000,13574200
BGSF,"BGSF, Inc.",14.61,153402479.64948454,13.09866763,0.53059571,1.1162,1.3545,4.46886948,155414000,10499800
WEYS,"Weyco Group, Inc.",26.86,258451928.01876873,8.66989944,0.72267609,3.093,2.1206,7.20572119,232801000,9622190
BSET,"Bassett Furniture Industries, Incorporated",18.74,167859042.7329393,13.15008479,0.34306709,1.4183,1.3624,5.05173515,203639000,8957260
IMBI,"iMedia Brands, Inc.",0.9308,26915801.42946447,,0.04667797,-1.9808,-1.1367,7.68869338,297214000,28916800
AKA,a.k.a. Brands Holding Corp.,1.53,197088118.63815787,,0.30324433,-0.0216,-0.0464,8.3254992,324531000,128814789.99999999
SALM,"Salem Media Group, Inc.",1.25,27078865,2.19838199,0.12728498,0.5839,1.5208,5.82957958,253438000,27216796
ARC,"ARC Document Solutions, Inc.",3.3888,145805364.70950437,12.83202394,0.51438923,0.2744,0.214,5.06520595,151473000,43025700
DESP,"Despegar.com, Corp.",6.655,440811860.516035,,1.0788927,-0.6520258,-1.2818,6.30221257,259039000,71246000
RVP,"Retractable Technologies, Inc.",1.94,63898092.77551021,2.21144082,0.4599746,0.8951,1.6301,0.71789682,29270100,32937200
AE,"Adams Resources & Energy, Inc.",47.43,116317523.9645081,15.62408795,0.06524355,3.1128,2.7499,1.57281234,74902000,2452400
IONS,"Ionis Pharmaceuticals, Inc.",39.08,5551327302.042978,,6.48885008,0.0609,-0.2028,127.48564138,5551260000,142050000
FC,Franklin Covey Company,45.43,631706130.748,33.46471332,2.40935597,1.3754,1.2662,15.25555975,717898000,13905000
KORE,"KORE Group Holdings, Inc.",2.38,181569583.93805313,,0.6376136,-0.6306,-0.5831,14.55846237,534331000,76289700
GSAT,"Globalstar, Inc.",1.345,2422345060.2238803,,17.02988826,-0.1531,-0.0638,71.75693515,3202340000,1801000000
TUSK,"Mammoth Energy Services, Inc.",6.29,297594196.1853035,,0.94654478,-0.4018,-2.1847,10.26862767,260197000,47312300
STKS,"The ONE Group Hospitality, Inc.",7.41,239087383.6138482,18.03987509,0.81548066,0.4404,0.9276,9.49650963,346328000,32265500.00000001
UEIC,Universal Electronics Inc.,22.5,285339541.9418758,250.38588754,0.5103687,0.0936,0.3858,8.68386729,293946000,12681800
WHF,"WhiteHorse Finance, Inc.",13.01,302392571.43416107,15.39263377,4.72737156,0.8634,1.4229,18.86679493,670224000,23243100
NAT,Nordic American Tankers Limited,3,626389299.3311036,,2.17760098,-0.2305,-0.7347,23.94273687,834056000,208796000
PACK,Ranpak Holdings Corp,7.55,597099124.8558323,,1.75605641,-0.4476,-0.0356,24.56153447,605372000,82007099
PYCR,"Paycor HCM, Inc.",24.54,4315506295.90887,,9.48241188,-0.5432,-0.693,115.96365829,5142930000,175856000
NATR,"Nature's Sunshine Products, Inc.",10.18,195116348.9641434,18.30446673,0.44749321,0.5611,1.4194,4.36284112,127587000,19166600
PBYI,Puma Biotechnology Inc,4.165,190091158.93514153,19.18552036,0.88726471,0.2225,-0.7167,6.31049203,144941000,45640100
POWW,"AMMO, Inc.",2.4607,289008634.39681816,31.67539267,1.160475,0.0778,0.2678,7.4002945,328501000,117450000
PBPB,Potbelly Corporation,8.05,231938693.5897436,,0.54396361,-0.0318,-0.8605,11.69455849,321377000,28812300
ATAT,Atour Lifestyle Holdings Limited,27.98,3260170450,168.80486158,11.04870401,0.1481,0.1386,94.5397768,,105846512.333333
MSTR,MicroStrategy Incorporated,242.285,2742107325.890656,,5.82878923,-116.4111,-53.4411,146.88096843,4779480000,11317690
UFI,"Unifi, Inc. New",8.155,147080991.84499398,,0.18670223,-0.0814,0.8041,6.5811477,259122000,18035700
TOPS,TOP Ships Inc.,1.33,13692225.93283582,,0.04087264,-6.0357,0.1027,10.41489818,,10294900
DDOG,"Datadog, Inc.",74.28,23588344544.71371,,15.93049392,-0.0437,-0.0671,656.8740029,27124000000,317559986
HRZN,Horizon Technology Finance Corporation,12.12,319986180,14.7876117,4.96424602,0.8169,1.3872,18.09122029,583461000,26401500
USDP,USD Partners LP,3.9528,131949160.08732826,,1.15515969,-1.5167,0.7762,9.69649267,348389000,33381200
AUDC,AudioCodes Ltd.,18.559,582067301.8245912,22.13009459,2.25940799,0.8781,0.9972,15.86677265,667699000,31363100
III,"Information Services Group, Inc.",5.085,244078672.0326923,13.89631213,0.9201893,0.3936,0.3,8.60739955,290613000,47999700
LL,"LL Flooring Holdings, Inc.",5.94,174053151,13.6980209,0.15599,0.4557,1.4123,10.77442625,396772000,29301900
CECO,CECO Environmental Corp.,13.87,475331730.39666426,46.9047619,1.20274779,0.2957,0.0401,16.13853012,400466000,34270500
ZIMV,ZimVie Inc.,9.175,239359900.16226625,,0.25118139,-3.6117,-3.6513,19.85966299,715311000,26088272
PTLO,Portillo's Inc.,22.36,1613047326.8918061,,1.62179728,-0.3355,-0.424,59.68886624,1380610000,48302698
GHL,"Greenhill & Co., Inc.",13.26,235834568.76923075,68.87417219,1.02093768,0.6792,1.7266,15.83109561,435900000,17785400
SGC,"Superior Group of Companies, Inc.",11.6,189496918.47487003,,0.3187645,-1.7829,1.8296,9.67933154,287179000,16335900
OFLX,"Omega Flex, Inc.",104.85,1058389679.7512462,42.05942829,8.09214137,2.4803,2.5951,29.74736642,907615000,10094300
FLL,"Full House Resorts, Inc.",8.9,306151875.59912854,,1.85193993,-0.0801,0.335,14.33849469,371851000,34399100
NATH,"Nathan's Famous, Inc.",71.7,292515915.72614694,16.93733034,2.29062614,4.2365,3.304,10.21842045,322850000,4079720
BRLT,"Brilliant Earth Group, Inc.",4.625,441530632.10836905,155.85284281,1.01781941,0.2862,0.0158,13.39822016,565098000,10940372
SNMP,Evolve Transition Infrastructure LP,0.2237,44262269.70612657,,0.80878921,-0.883,-2.0417,13.65469876,478520000,197864000
GLAD,Gladstone Capital Corporation,10.15,356595932.3757455,17.35380369,5.07829814,0.5797,0.5797,20.28289526,630116000,35132600
YORW,The York Water Company,44.815,639793339.3934627,33.13128326,10.88748783,1.3529,1.2987,22.47967879,672117000,14276300
MEG,"Montrose Environmental Group, Inc.",52.81,1569067807.9369903,,2.85115764,-1.3112,-1.5613,53.81111268,1262160000,29711600
AVNW,"Aviat Networks, Inc.",31.14,352508199,27.10890572,1.12125304,1.224,1.7902,9.80152516,287037000,11320100
ESCA,"Escalade, Incorporated",12.465,169404422.45080644,8.39028351,0.53730119,1.4877,1.7601,8.26573129,247921000,13590400
LQDT,"Liquidity Services, Inc.",14.56,521220813.2336449,12.44496137,1.76907905,1.2541,1.1959,13.36245696,454375000,35798100
SRI,"Stoneridge, Inc.",24.03,656657233,,0.75814908,-0.7512,0.1242,23.71976488,613626000,27326600
CMTL,Comtech Telecommunications Corp.,14.9,413852088.3176313,,0.82608491,-1.6677,-1.6324,20.80811793,594225000,27775300
KNBE,"KnowBe4, Inc.",24.895,4392625637.469027,286.40552995,14.5777751,0.0892,-0.068,121.38083485,3464920000,176442581
CDRE,"Cadre Holdings, Inc.",22.5,839975996.6740576,264.98237368,1.94460196,0.088,0.3682,28.8360139,1024960000,37332300
MLR,"Miller Industries, Inc.",28.695,327602656.2274619,23.91178178,0.39945296,1.2061,1.4245,10.31874242,255804000,11416700
ARRY,"Array Technologies, Inc.",21.405,3221249465.7208223,,2.34471766,-0.3835,-0.5087,134.00942096,3507490000,150491000
FET,"Forum Energy Technologies, Inc.",31.75,324849145.7109375,,0.51603481,-0.6005,-14.6466,18.39363339,453344000,10231500
FIP,FTAI Infrastructure Inc.,3.225,320524581.075,,1.36901937,-1.3515,-0.8052,49.88773599,1537630000,99387467
SCU,"Sculptor Capital Management, Inc.",8.98,516279208.78002125,,0.39565795,-0.8162,-0.5567,49.79104058,1292860000,23922900
NNBR,"NN, Inc.",2.09,91686490.96698111,,0.19300826,-0.5651,-0.8158,11.31049978,339327000,43869100
CLSK,"CleanSpark, Inc.",2.825,202584653.7243151,,1.16026826,-1.1236,-1.3531,6.38923667,167005000,71711400
GB,Global Blue Group Holding AG,6.8,1279356175.9635813,,5.38994506,-0.4635,-0.6163,58.06256607,1436930000,188127847
MLAB,"Mesa Laboratories, Inc.",188.945,1008363068.133699,,4.65353371,-0.7606,0.3507,38.65670287,919851000,5336810
DOCU,"DocuSign, Inc.",58.39,11740719178.480846,,4.89606796,-0.6633,-0.3558,381.37265824,9589660000,201074000
ATIP,"ATI Physical Therapy, Inc.",0.4537,94030308.58022799,,0.14800363,-1.8833,-4.6942,30.91097759,1062720000,207252000
AVIR,"Atea Pharmaceuticals, Inc.",4.565,380208084.5391305,12.57517769,1.99286747,0.4305,1.3733,-9.10045568,-187938000,83287600
FRD,Friedman Industries Inc.,11.14,82086349.52252254,31.75057208,0.17329901,0.3496,2.1236,2.44526261,44166500,7368610
ODC,Oil-Dri Corporation Of America,35.86,238195784.85633647,27.09958697,0.62037088,1.3294,0.8636,8.91575045,221848000,6642381.25
AZTA,"Azenta, Inc.",55.32,3820069962.3880496,,7.68330636,-5.7205,-5.7274,68.48886056,1318640000,69054100
ESMT,"EngageSmart, Inc.",19.56,3236827765.984252,233.29506315,12.20940212,0.0902,-0.0554,105.4900221,3240770000,165268125
FONR,Fonar Corporation,18.11,120334784.87253825,12.2045667,1.27690086,1.5204,1.7504,3.628042,80321400,6644539.74
SELB,"Selecta Biosciences, Inc.",1.7631,269809123.49544936,5.38577912,2.19557119,0.3418,-0.2247,5.6362601,142384000,153031000
XPOF,"Xponential Fitness, Inc.",26.16,1287516236.4830635,,3.18487343,-2.0761,-2.668,57.49980074,809412000,27566300
TPC,Tutor Perini Corporation,8.84,455129315.33333325,,0.11877961,-1.7092,1.7895,36.30060932,869576000,51485200
RCMT,"RCM Technologies, Inc.",13.23,130206530.73056605,6.30352046,0.49902675,2.1578,0.9453,4.65649197,179747000,9841760
CAAS,"China Automotive Systems, Inc.",8.09,244284221.44875345,10.19342087,0.40998975,0.7083,0.3581,7.42833867,118316000,30195800
TPVG,TriplePoint Venture Growth BDC Corp.,11.67,411741636.86291,66.20267261,4.30977148,0.1796,2.4747,31.91554245,860180000,35282100
CMT,Core Molding Technologies Inc,15.2106,135684674.77352,16.26192541,0.34679938,0.9225,0.5506,5.78405425,115903000,8920400
MMYT,MakeMyTrip Limited,28.99,3051891796.236172,,6.76836299,-0.277,-0.4186,102.07520958,3171230000,105273911
SCX,L.S. Starrett Company (The),8.25,60681106.71686746,4.49620802,0.24655449,1.8838,2.0005,2.94416843,88967200,7387856
CVGW,"Calavo Growers, Inc.",31.79,563689486.2326608,,0.47041831,-0.354,-0.3538,22.07713314,675165000,17731700
DIT,AMCON Distributing Company,174.05,106353594.2510687,6.28155096,0.04804281,28.3224,28.5943,10.10072575,285346000,611052
ZYXI,"Zynex, Inc.",14.35,537456955.615635,34.17947005,3.98441006,0.4593,0.3967,20.63107328,358154000,37453400
RELL,"Richardson Electronics, Ltd.",21.47,297777148.0976664,14.16850355,1.3291414,1.7005,1.3088,10.40760863,353282000,13869481.7
CIX,CompX International Inc.,18.415,226636314.32822755,11.74354362,1.40020265,1.557,1.3349,6.1915491,146589000,12307200
NPK,"National Presto Industries, Inc.",74.51,526056007.0314939,23.73801398,1.67955105,3.0765,3.6337,15.32345409,366154000,7060210
HNRG,Hallador Energy Company,8.29,273425790.57352936,,1.00871682,-0.6381,-0.1215,14.15261659,305921000,32982600
STRT,STRATTEC SECURITY CORPORATION,23.6,94750362.12210526,13.16372908,0.19757974,1.8243,1.7985,4.84720557,118132000,4014850
BKCC,BlackRock Capital Investment Corporation,3.765,273233228.4007937,18.25205215,8.564788,0.2071,0.8289,18.64903764,479137000,72571900
SCOR,"comScore, Inc.",1.24,114091918.64566933,,0.31637145,-0.8547,-0.7755,12.37598011,371248000,92009600
UTMD,"Utah Medical Products, Inc.",91.97,333628809.99272287,20.33234692,6.28804494,4.4052,4.0404,9.44795978,240860000,3627580
VRA,"Vera Bradley, Inc.",5.755,177690483.04954958,,0.34495438,-0.8407,0.518,10.06198583,197388000,30875800
EXPI,"eXp World Holdings, Inc.",15.265,2330997184.160831,69.22760887,0.55405297,0.2554,0.5149,89.93725185,1562700000,152702000
OFS,OFS Capital Corporation,10.12,135537684.33151364,19.11764706,3.64931974,0.527,4.2392,17.79045452,446983000,13393100
BROS,Dutch Bros Inc.,37.15,6081727193.104708,,2.96972275,-0.1451,-0.2589,253.2477821,2346950000,57952000
KFS,"Kingsway Financial Services, Inc.",8.05,195008156.00000003,5.86307356,1.87097293,1.5633,-0.0371,17.0597523,421760000,24224600
FLNT,"Fluent, Inc.",1.3093,104680027.978777,,0.30177711,-0.638,-0.1258,4.94857878,125609000,79951100
SWKH,SWK Holdings Corporation,18.71,239868722.39073205,14.42351511,5.23209249,1.3236,2.0203,7.41243815,198568000,12820300
NDLS,Noodles & Company,5.99,275687130.1212625,,0.5701175,-0.1977,0.0795,21.3851539,481113000,46024600
IMMR,Immersion Corporation,7.085,228908515.28531855,19.93373827,6.22846122,0.3669,0.393,3.99575614,52185200,32308900
IMPP,Imperial Petroleum Inc.,0.2686,51102229.67624591,,0.82870151,-0.2459,-0.7916,0.01105008,9809320,190254000
NCMI,"National CineMedia, Inc.",0.26,21320039.09090909,,0.10560751,-0.3218,-0.6098,47.91442402,1235920000,82000200
TRNS,"Transcat, Inc.",81.708,617573676.8153864,61.50415722,2.85546773,1.3417,1.4995,27.13771859,582412000,7558300
DH,Definitive Healthcare Corp.,12.08,1858614749.727347,,6.04981077,-0.2668,-0.5258,94.44135501,2072380000,153740739
LMB,"Limbach Holdings, Inc.",12.45,130369054.79951884,18.25501391,0.27766494,0.7015,0.6562,6.53911073,106041000,10471400
EML,Eastern Company (The),21.72,134992471.92847314,9.77238104,0.50303165,2.236,1.4927,8.76536493,190353000,6215120
CCRD,CoreCard Corporation,31.705,269900498.27821845,18.281189,4.1887233,1.7989,1.026,10.26394004,160637000,8512870
BBGI,"Beasley Broadcast Group, Inc.",1.115,32948053.35454546,,0.12813837,-0.2402,-0.048,13.46070682,331161000,29549843
AXTI,AXT Inc,5.725,249343123.8313356,14.45902451,1.65081635,0.411,0.337,13.27313101,360571000,43553400
OB,Outbrain Inc.,4.868,255841457.73870963,12.68217847,0.26758914,0.3911,0.1939,9.72627052,178720000,52555800
RGCO,RGC Resources Inc.,23.17,227812303.70258623,,2.70549574,-3.5613,-3.4784,15.01975002,338801000,9832210
MYPS,"PLAYSTUDIOS, Inc.",4.695,609806591.0849673,,2.38408683,-0.1233,0.086,16.12644823,300682000,129883999.99999999
MTLS,Materialise NV,10.05,590635200,74.4047619,2.41146237,0.1344,0.2735,22.24272192,567484000,59063520
NTZ,"Natuzzi, S.p.A.",7.51,83650886,12.00197839,0.17069572,0.6571,0.3863,3.54396293,72916000,10970610
HOFT,Hooker Furnishings Corporation,20.51,232415975.63060433,25.71106378,0.40315407,0.8044,0.97,13.05805556,241605000,11331800
LINC,Lincoln Educational Services Corporation,6.215,163178432.75655738,7.32556743,0.44965317,0.8327,1.0407,8.83857782,182750000,26255600
SGMA,"SigmaTron International, Inc.",3.7279,22633155.47226776,,0.05524,-0.0986,1.9231,5.46011412,132942000,6071290
NSSC,"NAPCO Security Technologies, Inc.",29.065,1067986306.757006,59.19482096,7.11893577,0.4965,0.5316,44.90312038,1037109999.9999998,36744800
ERII,"Energy Recovery, Inc.",21.53,1205593136.5829449,80.31437126,10.53426811,0.2754,0.243,49.46037309,1180260000,55996000
BW,"Babcock & Wilcox Enterprises, Inc.",6.41,568141609.7184616,,0.68981049,-0.1506,0.2604,39.95942886,902720000,88633600
ICD,"Independence Contract Drilling, Inc.",4.38,59642480.32911392,,0.4155588,-9.168,-8.8866,8.85343282,174560000,13617000
AXR,AMREP Corporation,13.63,71624411.77916266,5.30729814,1.14953469,2.5858,2.2052,2.6445871,51578700,5254910
GILT,Gilat Satellite Networks Ltd.,5.46,309092798.6511628,128.50574713,1.34994679,0.0436,-0.0538,11.20117007,235712000,56610400
AORT,"Artivion, Inc.",12.545,505933316.564,,1.59802891,-1.0406,-0.3781,37.04085952,873751000,40329500
OSW,OneSpaWorld Holdings Limited,10.2,943250104.9610896,22.10752688,2.09673028,0.4819,-0.7602,51.71695768,979061000,92475514
RDI,Reading International Inc,3.5,105471323,,0.37484941,-1.0288,1.4246,23.14177037,474274000,22043790
PETS,"PetMed Express, Inc.",21.28,448490434.2081786,27.90456432,1.66909218,0.7754,1.0365,16.48024729,300578000,21075700
TREE,"LendingTree, Inc.",38.55,492886225.0247913,,0.46953153,-10.2816,5.0467,51.75189651,934061000,12785600
CCLD,"CareCloud, Inc.",3.54,53879535.45706372,,0.3804199,-0.4547,-0.7713,2.59604654,64487700.00000001,15220200
ALTO,"Alto Ingredients, Inc.",3.165,237866813.64814815,9.13963329,0.16985691,0.361,0.6123,12.53723948,292083000,72321396
CPHC,Canterbury Park Holding Corporation,26.35,128588805.78377385,10.16873227,1.9732349,2.7055,2.4438,5.14587563,86965500,4880030
BAND,Bandwidth Inc.,23.51,595377519.2683029,,1.12170074,-0.8742,-1.0905,44.21108124,639762000,25324470
PGNY,"Progyny, Inc.",33.63,3123663366.5664887,80.49476689,4.824575,0.4594,0.6553,141.14343968,3565050000,92883200
PSHG,Performance Shipping Inc.,2.755,11153777.88035714,,2.98037643,-3.3138,-2.0106,2.3431952,54832100,4048560
GSHD,"Goosehead Insurance, Inc.",37.55,1402428331.607385,4003.26086957,4.13275761,0.0137,0.2596,69.40207187,859092000,21147300
NVEC,NVE Corporation,72.155,348568265.88756895,18.69200878,10.61979813,3.7833,3.0001,15.63790956,301087000,4830830
IMTX,Immatics N.V.,7.95,602773795.0946971,16.78321678,3.22670567,0.4833,-1.7535,14.14284481,258209999.99999997,75820600
SQSP,"Squarespace, Inc.",23.43,3205918786.222079,,3.86011329,-0.2495,-1.7972,172.18257715,3355110000,136829655
CMBM,Cambium Networks Corporation,20.76,561254301.7711824,50.55663117,2.00786433,0.4312,1.3071,26.73861448,461359000,27035400
NL,"NL Industries, Inc.",7.11,347079877.18497914,6.40249332,2.18426302,1.123,1.049,11.70098699,267450000,48815700
IMXI,"International Money Express, Inc.",22.815,845579577.8082869,15.81126952,1.99168213,1.5064,1.1979,43.64262203,896653000,37062400
PAY,"Paymentus Holdings, Inc.",8.675,1066940877.8712035,339.3129771,2.30712229,0.0267,0.0584,43.92389355,982221000,122990337
GREE,Greenidge Generation Holdings Inc.,0.82995,37131477.57718618,,0.25973504,-4.1679,-1.4104,8.54104873,215947000,44739372
NC,"NACCO Industries, Inc.",37.2037,273163225.6974571,4.00760285,1.20471314,9.3437,6.6933,10.51039237,279526000,7342323
DHX,"DHI Group, Inc.",5.9,281905583.4840871,141.13475177,1.83630295,0.0457,0.01,16.09613614,271485000,47780600
KTCC,Key Tronic Corporation,4.69,50473178.61269147,9.83641842,0.09230051,0.4754,0.3052,9.01564183,172539000,10761900
NRDS,"NerdWallet, Inc.",11.54,857813403.3563606,,1.79341257,-0.4032,-0.6337,42.42787672,610250000,74322000
ACTG,Acacia Research Corporation,4.26,185481570.76212472,49.20454545,2.81757381,1.5812,1.9115,-1.66076602,66778499.99999999,43540300
RDWR,Radware Ltd.,20.835,942817221.2412982,,3.20519699,-0.0352,0.1644,38.8665232,763253000,45251600
XOMA,XOMA Corporation,20.93,239665725.8417266,62.82012654,5.89526862,0.4101,0.6535,8.28234266,126422000,11450800
NGS,"Natural Gas Services Group, Inc.",11.78,146355031.73536897,,1.8187575,-0.4302,-0.701,7.6256924,122098000,12424000
TRC,Tejon Ranch Co,19.7432,523187423.16826606,30.60311584,7.04641086,0.6497,0.2025,27.72297541,385138000,26499600
MHH,"Mastech Digital, Inc",13.3075,154602662.5759517,14.90290203,0.67631188,0.9587,1.0178,8.50023168,181398000,11617700
VOC,VOC Energy Trust,10.03,170510007.62737644,9.47747748,8.78271277,1.11,0.51,9.43309555,114253000,17000000
RBBN,Ribbon Communications Inc.,3.43,576662165.1976744,,0.66938849,-1.4337,-1.2006,48.78345444,692615000,168123000
QTEK,QualTek Services Inc.,0.5152,26331798.88104575,,0.02164575,-0.9473,-0.0794,30.62182824,592686000,27805700
MCG,Membership Collective Group Inc.,4.69,926659188.3608248,,1.09105698,-1.3728,-1.3104,148.97316781,2729470000,197581885
HQI,"HireQuest, Inc.",21.16,293651150.45221454,24.57889309,8.74089875,0.8784,0.871,16.45283461,181232000,13877700
HHS,"Harte-Hanks, Inc.",12.11,87410382.98652063,6.19487501,0.43889723,2.0149,1.7502,5.83793497,105487000,7218030
SGA,"Saga Communications, Inc.",24.9,150708970.56665304,17.29901269,1.2835728,1.418,1.8535,5.2051258,102987000,6052570
